Code;Libellé;Population au dernier recensement 2021;Médiane du revenu disponible par UC 2020;Part des 60-74 ans 2021;Part des moins de 15 ans 2021;Part des 15-29 ans 2021;Part des 30-44 ans 2021;Part des 45-59 ans 2021;Nombre d'équipements sportifs 2023;Taux d'équipements sportifs pour 1 000 habitants 2023;Nombre grandes surfaces 2023;Nombre de supérettes et épieries;Nombre boulangeries et patisseries;Nombre écoles primaires maternelles élémentaires;Nombre de collèges;Nombre de lycées;Nombre de médecins généralistes;Nombre de dentistes;Nombre de pharmacies
24080;Capdrot;461;20170;25.5;9.5;7.3;13.1;18;1;2.2;0;0;0;1;0;0;0;0;0
24081;Carlux;640;21050;26;12;12.2;14.4;22.9;3;4.7;0;1;0;1;0;0;0;0;0
24082;Carsac-Aillac;1541;22380;27;12.1;10.1;13.1;21.8;7;4.6;0;3;2;1;0;0;1;1;1
24083;Carsac-de-Gurson;182;20460;22.1;10.3;12.4;13;22.7;8;43.5;0;0;0;0;0;0;0;0;0
24084;Carves;103;N/A - résultat non disponible;28.8;12.6;3.9;14.5;16.3;0;0;0;0;0;0;0;0;0;0;0
24085;La Cassagne;153;20510;14.1;17.5;12.7;14.1;28.2;0;0;0;0;1;0;0;0;0;0;0
24086;Castelnaud-la-Chapelle;447;19590;21;15.7;13.6;15.5;20.9;1;2.2;0;1;1;1;0;0;0;0;0
24087;Castels et Bézenac;808;20160;26.5;11;9.2;11.6;20.3;0;0;0;3;1;0;0;0;0;0;0
24088;Cause-de-Clérans;341;20890;27.2;16;9.3;18.9;18.7;0;0;0;0;0;0;0;0;0;0;0
24090;Celles;602;20090;25.7;18.2;9.1;15.8;20;4;6.7;0;0;0;1;0;0;0;0;0
24091;Cénac-et-Saint-Julien;1194;20560;25.5;13.1;10.5;13.8;22.4;5;4.2;1;0;2;1;0;0;4;2;1
24094;Chalagnac;442;20660;19.3;15.4;13.6;20.2;23.2;0;0;0;0;0;1;0;0;0;0;0
24095;Chalais;404;18880;28.4;9.4;9.9;12.8;20.2;1;2.5;0;0;0;1;0;0;0;0;0
24096;Champagnac-de-Belair;782;21530;24.5;11.3;10.3;12.3;22;6;7.6;0;0;1;1;0;0;2;0;1
24097;Champagne-et-Fontaine;347;21060;33.1;9.1;7.7;10.9;22.3;1;2.9;0;0;0;0;0;0;0;0;0
24098;Champcevinel;3029;25550;23.7;17;12;17.5;19.8;15;5;0;0;2;2;0;0;0;3;1
24100;Champniers-et-Reilhac;482;18310;34.6;11.1;9.4;14.1;18.1;3;6.6;0;0;0;1;0;0;0;0;0
24101;Champs-Romain;283;17880;24.3;10.7;8.4;14.2;25.5;1;3.6;0;0;0;1;0;0;0;0;0
24102;Chancelade;4435;22780;25.2;14;11.2;14.6;22.2;9;2;4;0;3;2;0;0;5;5;1
24104;Chantérac;627;21610;17.4;19.6;11.4;16.9;22.4;5;8.1;0;0;1;1;0;0;0;0;0
24105;Chapdeuil;138;23850;22.7;15.4;11.7;16.9;21.9;0;0;0;0;0;0;0;0;0;0;0
24106;La Chapelle-Aubareil;538;19300;20.9;16.8;10.6;18;26.4;3;5.6;0;0;1;1;0;0;0;0;0
24107;La Chapelle-Faucher;390;21420;26.6;10.7;10.6;14.9;21;2;5.1;0;0;0;1;0;0;0;0;0
24108;La Chapelle-Gonaguet;1067;23990;21.2;18.7;10.3;19.3;22.3;4;3.7;0;0;0;1;0;0;0;0;0
24109;La Chapelle-Grésignac;103;N/A - résultat non disponible;33.2;10.7;5.8;10.7;25.5;1;9.8;0;0;0;0;0;0;0;0;0
24110;La Chapelle-Montabourlet;59;N/A - résultat non disponible;44.6;9.2;7.3;9;24.9;0;0;0;0;0;0;0;0;0;0;0
24111;La Chapelle-Montmoreau;74;N/A - résultat non disponible;36.5;5.4;10.8;8.1;20.3;0;0;0;0;0;0;0;0;0;0;0
24113;La Chapelle-Saint-Jean;86;N/A - résultat non disponible;38.1;9.5;4.7;10.7;22.6;0;0;0;0;0;0;0;0;0;0;0
24114;Chassaignes;69;N/A - résultat non disponible;26.8;12;5.9;10.4;28.4;0;0;0;0;0;0;0;0;0;0;0
24115;Château-l'Évêque;2151;22060;22.7;16.8;10.9;17.7;21.5;5;2.3;0;0;1;1;0;0;1;1;1
24116;Châtres;182;21200;19.6;13;12.5;15.8;23.9;2;10.9;0;0;0;0;0;0;0;0;0
24117;Les Coteaux Périgourdins;556;22890;19.7;17.6;10.2;20.4;22.2;1;1.8;0;1;0;1;0;0;0;0;0
24119;Cherval;231;19580;28.3;5.8;6.9;12.8;27.4;3;12.7;0;0;0;1;0;0;0;0;0
24120;Cherveix-Cubas;555;22240;31.2;8.1;9.9;10.6;24.2;3;5.4;0;0;1;1;0;0;1;0;1
24121;Chourgnac;66;N/A - résultat non disponible;27.4;7.3;13.2;14.5;18.8;0;0;0;0;0;0;0;0;0;0;0
24122;Cladech;95;N/A - résultat non disponible;31.1;9.3;9.3;12.7;25.3;1;9.7;0;0;0;0;0;0;0;0;0
24123;Clermont-de-Beauregard;122;18240;20.2;10.9;13.5;17.6;24.4;0;0;0;0;0;0;0;0;0;0;0
24124;Clermont-d'Excideuil;241;20150;28.5;12.3;5.9;13.8;19.2;0;0;0;0;0;0;0;0;0;0;0
24126;Colombier;274;22800;20.3;17.7;10.3;19.5;24;1;3.7;0;0;0;1;0;0;0;0;0
24128;Comberanche-et-Épeluche;164;20490;24.8;10.4;14;12.7;27.3;0;0;0;0;0;0;0;0;0;0;0
24129;Condat-sur-Trincou;486;19390;21.9;14;14.3;16.1;21.8;1;2.1;0;0;0;0;0;0;0;0;0
24130;Condat-sur-Vézère;871;20480;24.8;16.1;11.5;14.4;22.1;3;3.4;0;0;1;1;0;0;0;0;0
24131;Connezac;73;N/A - résultat non disponible;37.9;8.9;2.5;16.4;21.5;0;0;0;0;0;0;0;0;0;0;0
24132;Conne-de-Labarde;262;23190;22.1;18.9;12.2;18.4;21.1;0;0;0;0;0;0;0;0;0;0;0
24133;La Coquille;1261;18880;26.8;8.7;9.7;11;19.4;13;10.2;0;1;1;2;1;0;4;2;1
24134;Corgnac-sur-l'Isle;854;20750;27.2;10.7;11.1;13.9;20.8;3;3.5;0;1;1;1;0;0;2;0;1
24135;Cornille;690;24810;26.7;16.8;8;17.7;23.5;7;10.2;0;0;0;1;0;0;0;0;0
24136;Coubjours;111;17950;23;12.4;6.1;8.8;31.9;0;0;0;0;0;0;0;0;0;0;0
24137;Coulaures;731;20420;25.3;14.2;13.5;14.7;21.1;6;8.3;0;1;0;1;0;1;0;0;0
24138;Coulounieix-Chamiers;7245;21370;22.9;13.6;14.6;14.1;20.3;26;3.6;2;3;4;3;1;1;7;5;3
24139;Coursac;2284;23990;19.4;19.4;13;21.4;21.3;5;2.2;0;1;1;1;0;0;0;0;1
24140;Cours-de-Pile;1548;21780;24;15.9;10.9;16.1;21.9;2;1.3;0;0;1;1;0;0;0;0;0
24141;Coutures;193;20730;27;7.3;10.7;15.3;25.2;0;0;0;0;0;0;0;0;0;0;0
24142;Coux et Bigaroque-Mouzens;1223;20980;27.8;12.9;8.9;14.1;21.5;6;4.9;0;0;2;1;0;0;0;0;0
24143;Couze-et-Saint-Front;722;20320;23.3;13.3;12.4;13.6;19.9;6;8.2;0;0;1;1;0;0;0;0;1
24144;Creyssac;101;N/A - résultat non disponible;28.8;11.6;3.9;16.3;23.1;0;0;0;0;0;0;0;0;0;0;0
24145;Creysse;1747;21430;26.3;13.9;12.8;14.8;20.9;9;5.1;4;0;3;2;0;0;4;2;1
24146;Creyssensac-et-Pissot;259;23270;21.3;15.1;10.5;17.4;29.8;0;0;0;0;0;0;0;0;0;0;0
24147;Cubjac-Auvézère-Val d'Ans;1104;21340;23.1;15.3;13.3;16.5;20.9;3;2.7;0;0;1;2;0;0;1;2;1
24148;Cunèges;305;22200;28.1;14.8;10.7;15;20.1;1;3.4;0;0;0;0;0;0;0;0;0
24150;Daglan;541;21860;28;11.3;10.5;13.8;19;4;7.6;0;1;2;1;0;0;0;0;0
24151;Doissat;102;N/A - résultat non disponible;26.5;7.8;12.7;8.8;31.4;0;0;0;0;0;0;0;0;0;0;0
24152;Domme;902;20420;24.6;10.2;9.5;10.8;20.9;7;7.7;0;4;0;1;0;0;0;0;0
24153;La Dornac;401;22350;19.4;15.1;13.2;19.9;23.2;4;10.1;0;0;0;1;0;0;0;0;0
24154;Douchapt;346;20930;21.6;17.3;10.7;18.2;22.8;4;11.4;0;0;0;1;0;0;0;0;0
24155;Douville;459;21340;24.5;15.3;10.4;18.7;19;3;6.5;0;0;1;1;0;0;0;0;0
24156;La Douze;1155;20740;19.2;17.3;13.8;17.9;23.6;4;3.4;1;1;1;2;1;0;0;0;0
24157;Douzillac;828;20260;21.5;16;14.2;15.4;20.7;3;3.7;0;1;0;1;0;0;0;0;0
24158;Dussac;417;20270;26.7;11.8;8.8;12.8;22.8;2;4.9;0;0;0;1;0;0;0;0;0
24159;Échourgnac;393;20700;31.3;10.3;8.4;12.5;25;3;7.7;0;0;0;1;0;0;0;0;0
24160;Église-Neuve-de-Vergt;578;23510;15.8;20.2;12;22.9;20.7;3;5.3;0;0;0;1;0;0;0;0;0
24161;Église-Neuve-d'Issac;123;19600;30.1;17.9;5.7;14.6;20.3;0;0;0;0;0;0;0;0;0;0;0
24162;Escoire;396;23100;27.2;12.4;10.5;13.6;30.7;0;0;0;0;0;1;0;0;0;0;0
24163;Étouars;163;15650;24.3;15.2;7.9;17.5;20.6;1;6.2;0;0;0;0;0;0;0;0;0
24164;Excideuil;1186;19870;23.5;10.9;9.6;10.2;16.7;15;12.8;1;0;3;1;1;1;2;0;1
24165;Eygurande-et-Gardedeuil;410;19760;22.2;16.6;13.4;16.4;22.6;1;2.4;0;0;0;1;0;0;0;0;0
24167;Eymet;2535;20320;27.2;10.8;9.1;11.1;19.1;8;3.1;1;4;3;2;1;0;4;3;1
24168;Plaisance;417;19090;24.9;10.7;9.4;14.3;25.9;2;4.7;0;0;0;0;0;0;0;0;0
24171;Eyzerac;553;22960;27.4;11.3;10.6;14.6;25.6;2;3.6;0;0;0;1;0;0;1;0;0
24172;Les Eyzies;1121;19410;26.5;12.9;9.8;15.9;19.7;5;4.5;0;3;3;1;0;0;2;0;1
24174;Fanlac;140;19110;42.5;5.9;10.4;9.7;18.7;1;7;0;0;0;0;0;0;0;0;0
24175;Les Farges;304;22450;26.8;10.1;11.4;12.9;26.4;1;3.2;0;0;0;0;0;0;0;0;0
24176;Faurilles;35;N/A - résultat non disponible;32.3;5.1;21.4;2.6;24.3;0;0;0;0;0;0;0;0;0;0;0
24177;FAUX;661;22170;23.5;15.8;11.6;17.4;20.1;8;12.3;0;1;1;1;0;0;0;0;0
24179;La Feuillade;788;23300;20.1;15.7;13.2;16;26.1;8;10.1;1;1;0;1;0;0;0;0;0
24180;Firbeix;305;19550;27.8;15.5;10.3;15.8;21.5;1;3.2;0;0;2;0;0;0;0;0;0
24182;Le Fleix;1493;20050;23.3;16.9;11;17.1;18.9;4;2.7;0;1;1;2;0;0;4;1;1
24183;Fleurac;309;21900;28.5;14;5.8;14.5;25.3;0;0;0;0;0;0;0;0;0;0;0
24184;Florimont-Gaumier;156;19360;33.5;8.8;8.2;13;18.8;1;6.7;0;0;0;0;0;0;0;0;0
24186;Fonroque;331;18280;22.6;16.3;12.8;16.9;21.9;1;3;0;1;1;1;0;0;0;0;0
24188;Fossemagne;548;19320;23.7;14.4;10.3;16.1;22.7;2;3.7;0;1;1;1;0;0;1;0;0
24189;Fougueyrolles;448;20570;21.9;14.6;12.7;19.2;24;5;11.2;0;0;0;1;0;0;0;0;0
24190;Fouleix;269;18260;20.4;21.4;11.9;26.2;15;0;0;0;0;0;1;0;0;0;0;0
24191;Fraisse;175;21730;16.6;17.3;15;18.5;24.2;0;0;0;0;0;0;0;0;0;0;0
24192;Gabillou;95;N/A - résultat non disponible;26.4;17.6;6.5;12.1;24.1;0;0;0;0;0;0;0;0;0;0;0
24193;Gageac-et-Rouillac;459;22440;26.7;14.2;11.8;18.5;20;2;4.2;0;0;0;1;0;0;0;0;0
24194;Gardonne;1590;20610;20;17.1;14.3;18.1;18.8;7;4.4;0;1;0;1;0;0;1;1;1
24195;Gaugeac;107;17480;29.3;12.8;12.9;6.4;26.6;0;0;0;0;0;0;0;0;0;0;0
24196;Génis;498;20530;33.7;10.6;6.9;11.6;22.2;2;4;0;0;1;1;0;0;1;0;1
24197;Ginestet;746;23290;28.4;14.9;9.4;15.8;22.1;2;2.7;1;0;0;1;0;0;0;0;0
24199;Gout-Rossignol;365;19530;31.9;7.3;3.4;10.7;14.6;1;2.7;0;0;2;0;0;0;0;0;0
24200;Grand-Brassac;538;19850;25.6;14.6;9.7;16.6;20.9;3;5.5;0;0;1;1;0;0;0;0;0
24202;Granges-d'Ans;145;22630;36.6;9.9;4.7;9.4;15.4;0;0;0;0;0;0;0;0;0;0;0
24205;Grignols;667;21210;22.6;18.3;8.8;19.6;21.3;4;6;0;0;1;1;0;0;0;0;0
24206;Grives;107;20120;19.1;10.9;11.9;15.5;26.4;1;9.3;0;0;0;0;0;0;0;0;0
24207;Groléjac;664;21440;23.6;14.7;10.6;16.4;21.2;4;6.1;0;1;1;1;0;0;2;1;0
24208;Grun-Bordas;244;21300;12.8;20.2;16.5;19.8;23.6;1;4.1;0;0;0;1;0;0;0;0;0
24209;Hautefaye;134;16000;28.5;14.6;10.5;17.9;15.4;0;0;0;0;0;0;0;0;0;0;0
24210;Hautefort;818;20570;26.1;8.5;9.7;10.6;24.7;6;7.3;1;1;3;1;0;0;2;0;1
24211;Issac;429;20550;30.5;16.2;7.9;20;15.6;1;2.3;0;0;0;1;0;0;0;0;0
24212;Issigeac;746;20750;24.7;11.6;9.8;12.6;18.4;5;6.7;0;1;2;1;0;0;2;1;1
24213;Jaure;176;22670;18.1;17.6;15.8;14;25.7;2;11.5;0;0;0;0;0;0;0;0;0
24214;Javerlhac-et-la-Chapelle-Saint-Robert;823;19360;26.5;12.3;8.8;16.5;21.3;5;6;1;0;3;1;0;0;1;0;1
24215;Jayac;185;19350;28.2;15.4;8;14.9;19.1;1;5.5;0;0;1;0;0;0;0;0;0
24216;La Jemaye-Ponteyraud;150;19510;29.6;12.5;9.1;13.8;23.7;2;13.2;0;0;0;0;0;0;0;0;0
24217;Journiac;467;20050;23.2;16.6;11.3;16.5;22.5;0;0;1;1;1;0;0;0;0;0;0
24218;Jumilhac-le-Grand;1140;19310;27.2;10.7;9.7;13.2;25.1;8;7;0;1;3;1;0;0;1;1;1
24220;Lacropte;689;20310;19.8;16.5;13.7;19.1;22.3;3;4.4;0;0;1;0;0;0;0;0;0
24221;Rudeau-Ladosse;156;18050;29.9;17.2;18.5;5.8;21;4;25.5;0;0;0;0;0;0;0;0;0
24222;La Force;2658;21880;23;15.8;11.4;16;20.7;13;4.9;1;0;1;1;1;1;4;0;1
24223;Lalinde;2881;21440;26.8;10.7;10.8;10.8;19.9;24;8.5;3;7;5;2;1;0;4;4;2
24224;Lamonzie-Montastruc;692;22730;25;17.9;9;17.3;22.5;4;5.8;0;0;0;1;0;0;0;0;0
24225;Lamonzie-Saint-Martin;2741;21220;22.1;18.4;12.4;18.5;18.8;5;1.8;0;1;1;1;0;0;2;0;1
24226;Lamothe-Montravel;1410;19770;21.9;16.6;10.9;16.5;19.1;3;2.2;0;0;1;1;0;0;1;2;1
24227;Lanouaille;948;19590;22.7;10;9;11.8;22.4;5;5.2;1;1;2;1;1;0;2;0;1
24228;Lanquais;499;21370;27.8;11.3;9.8;13.8;21.3;3;6;0;0;0;1;0;0;0;0;0
24229;Le Lardin-Saint-Lazare;1665;20140;23;13.5;12.2;14.1;24;7;4.2;0;2;3;1;0;0;0;0;1
24230;Larzac;150;18790;16.1;21.5;10.7;20.8;24.8;0;0;0;0;0;0;0;0;0;0;0
24231;Lavalade;103;N/A - résultat non disponible;28.1;18.9;6;18;21;1;10;0;0;0;0;0;0;0;0;0
24232;Lavaur;76;N/A - résultat non disponible;27.1;11.8;11.8;8.3;25.9;0;0;0;0;0;0;0;0;0;0;0
24234;Les Lèches;377;20240;28.1;14.8;9.9;17.9;18.4;0;0;0;0;0;1;0;0;0;0;0
24236;Léguillac-de-l'Auche;981;21510;20.2;17.3;12.6;20.3;22.2;2;2;0;0;2;1;0;0;0;0;0
24237;Lembras;1243;22650;31.8;15.1;9;14.2;20;3;2.4;0;0;1;1;0;0;0;0;1
24238;Lempzours;133;20310;15.3;14.6;12.4;13.2;24.8;1;7.4;0;0;0;0;0;0;0;0;0
24240;Limeuil;335;20570;27.9;12.9;11.7;14.4;20.4;2;6;0;0;0;1;0;0;0;0;0
24241;Limeyrat;434;20960;22.4;15.6;10.3;16.9;22.2;7;16;0;0;2;1;0;0;0;0;0
24242;Liorac-sur-Louyre;260;22780;25.7;13.2;14.4;11.6;21.6;1;3.9;0;0;0;1;0;0;0;0;0
24243;Lisle;823;20100;25.2;11.9;10.6;13.8;19.8;6;7.3;0;1;1;3;0;0;2;1;1
24244;Lolme;191;17600;25.1;6.8;4.7;5.8;14.1;0;0;0;0;0;0;0;0;0;0;0
24245;Loubejac;258;18720;29.5;16.6;7.5;12.8;22.6;2;7.7;0;0;0;0;0;0;0;0;0
24246;Lunas;432;21920;19.4;19.9;14.2;19.5;20.6;2;4.7;0;0;0;1;0;0;0;0;0
24247;Lusignac;162;17180;22.3;14.3;12.4;16.2;18.6;0;0;0;0;0;0;0;0;0;0;0
24248;Lussas-et-Nontronneau;287;19870;29.4;8.5;10.2;13;24.7;0;0;0;0;0;0;0;0;0;0;0
24251;Manzac-sur-Vern;547;21380;23.8;16.9;8.9;18.3;20.1;2;3.6;0;1;0;1;0;0;0;0;0
24252;Marcillac-Saint-Quentin;829;20960;23.2;17;12.6;17.2;23.3;3;3.7;0;0;1;1;0;0;0;0;0
24253;Mareuil en Périgord;2303;20420;29;10.3;10.2;11.8;21.1;18;7.9;1;2;5;2;1;0;3;1;1
24254;Marnac;181;20610;28.5;11.8;8.6;10.2;23.1;0;0;0;0;1;0;0;0;0;0;0
24255;Marquay;586;21570;25.1;13.2;10.3;15.7;20.1;4;6.9;0;0;0;1;0;0;0;0;0
24256;Marsac-sur-l'Isle;3143;21840;21.5;15.7;14.2;17.8;22.4;15;4.8;2;1;2;2;0;0;2;2;1
24257;Marsalès;227;20050;28.3;11.1;12.2;13.7;16.5;4;17.5;0;0;0;0;0;0;0;0;0
24259;Eyraud-Crempse-Maurens;1629;21360;24.7;15.7;9.8;16.4;22.9;4;2.5;0;0;1;1;0;0;1;0;0
24260;Mauzac-et-Grand-Castang;873;20930;27.7;9.3;6;18.4;27.9;3;3.4;0;0;0;1;0;0;0;0;0
24261;Mauzens-et-Miremont;286;19370;26.6;9;8.8;15.3;25.7;1;3.5;0;0;0;1;0;0;0;0;0
24262;Mayac;330;20420;22.7;14.6;10.6;13;24.2;1;3;0;0;0;0;0;0;0;0;0
24263;Mazeyrolles;304;19580;26.7;10.2;9.9;11.2;22.6;1;3.3;0;0;0;1;0;0;0;0;0
24264;Ménesplet;1887;20580;21.4;16.6;13.1;17.6;19.5;3;1.6;1;0;0;1;0;0;0;0;0
24266;Mensignac;1520;21350;20.9;17.8;12.6;19.3;21;4;2.6;0;1;1;1;0;0;1;0;0
24267;Mescoules;180;22630;20.2;16.8;8.9;24.6;18.4;0;0;0;0;0;0;0;0;0;0;0
24268;Meyrals;693;19890;22.4;18.9;10.6;18.5;20;4;5.9;0;0;1;1;0;0;0;0;0
24269;Mialet;633;19280;35.6;9.8;6.7;9.9;19.5;2;3.1;0;1;0;1;0;0;0;0;0
24271;Milhac-de-Nontron;495;21400;30.5;8.4;8.7;9.5;22.2;2;4.1;0;0;1;0;0;0;0;0;0
24272;Minzac;486;21320;18.7;15;13.9;17.5;23.3;1;2.1;0;0;0;0;0;0;0;0;0
24273;Molières;344;20860;25.8;15.1;8.3;13.4;22.4;1;3;0;0;1;1;0;0;0;0;0
24274;Monbazillac;810;24590;31;9.2;9.5;10.9;23.8;6;7.5;0;0;1;1;0;1;0;1;0
24276;Monestier;409;19840;21.7;19.6;11.7;19.2;17.4;5;12.3;0;0;0;1;0;0;0;0;0
24277;Monfaucon;288;19170;18.3;15.8;14;15.7;25.6;1;3.5;0;0;0;0;0;0;0;0;0
24278;Monmadalès;80;N/A - résultat non disponible;31.4;10.9;18.1;14.5;19.2;0;0;0;0;0;0;0;0;0;0;0
24279;Monmarvès;62;N/A - résultat non disponible;25.8;19.4;9.7;21;14.5;0;0;0;0;0;0;0;0;0;0;0
24280;Monpazier;447;18510;37.2;7.8;9.6;10.6;16.5;2;4.4;0;4;2;1;0;0;2;0;1
24281;Monsac;183;21930;27.5;9.5;9;11.2;30.9;1;5.3;0;0;0;1;0;0;0;0;0
24282;Monsaguel;139;24190;30.9;12.1;10.1;11.4;24.2;0;0;0;0;0;0;0;0;0;0;0
24284;Montagnac-d'Auberoche;133;21430;27.7;17.5;13.2;11;21.9;0;0;0;0;0;0;0;0;0;0;0
24285;Montagnac-la-Crempse;405;18070;19.1;15.2;9.2;14;22.2;1;2.4;0;0;0;1;0;0;0;0;0
24286;Montagrier;501;19930;23.9;15.4;12.2;13.8;20.4;1;2;0;0;1;1;0;0;1;0;0
24287;Montaut;127;22760;23.6;14.2;9.4;16.5;18.1;0;0;0;0;0;0;0;0;0;0;0
24288;Montazeau;281;21970;29.3;10.1;9.4;11.4;23.6;1;3.5;0;0;0;1;0;0;0;0;0
24289;Montcaret;1429;20720;22;16.7;11.9;17;21.3;4;2.8;0;2;1;1;0;0;0;0;0
24290;Montferrand-du-Périgord;154;18490;30.1;10.2;6.4;10.8;24.4;0;0;0;1;0;1;0;0;0;0;0
24291;Montignac-Lascaux;2759;20110;23.8;12.1;11;13.1;21.2;11;4;3;1;6;1;1;0;4;3;1
24292;Montpeyroux;487;21020;17.8;19;9.4;21;21.6;1;2.1;0;0;0;0;0;0;0;0;0
24293;Monplaisant;279;22240;26;10.1;13.4;12.5;24.7;0;0;0;0;1;0;0;0;0;0;0
24294;Montpon-Ménestérol;5834;19820;25.4;12.5;11.7;12.7;19.3;22;3.8;5;4;6;3;1;0;6;6;3
24295;Montrem;1194;21620;22.2;17.3;12.3;16.8;21.9;4;3.3;0;0;2;1;0;0;0;0;0
24296;Mouleydier;1150;21060;24.5;14.4;12.1;16.7;18.1;7;6.1;0;2;3;1;0;0;1;1;1
24297;Moulin-Neuf;948;19790;22;15.6;12.3;14.2;19.2;2;2.1;0;0;2;1;0;0;0;0;0
24299;Mussidan;2776;18890;24.9;13;13.7;12.5;17.2;10;3.6;0;1;3;2;1;0;6;6;3
24300;Nabirat;359;20320;20.3;15.9;12.1;14.8;25.2;2;5.4;0;0;0;1;0;0;0;0;0
24301;Nadaillac;379;21610;20.8;16.9;11.9;15;20.8;7;18.1;0;0;2;1;0;0;0;0;0
24302;Nailhac;293;21050;28.1;12.2;8.1;18.6;19;0;0;0;0;0;0;0;0;1;0;0
24303;Nanteuil-Auriac-de-Bourzac;232;19230;29.8;9.3;13.2;11.8;18.4;0;0;0;0;0;0;0;0;0;0;0
24304;Nantheuil;978;21490;21.8;14.1;11.2;14;25.4;1;1;0;0;0;1;0;0;0;0;0
24305;Nanthiat;235;20640;32;7.4;6.3;8.9;27.9;2;8.4;0;0;0;1;0;0;0;0;0
24306;Nastringues;128;21150;24.4;18.8;8.1;14.6;26.1;0;0;0;0;0;0;0;0;0;0;0
24307;Naussannes;246;19000;18.9;18.5;13.6;14.8;20.7;1;3.9;0;0;0;1;0;0;0;0;0
24308;Négrondes;787;21050;19.3;15.7;10.8;16.5;22.8;4;5.1;0;0;1;1;0;0;0;0;0
24309;Neuvic;3640;20290;19.6;14.2;14.7;18.7;18.2;16;4.4;1;2;2;2;1;0;3;3;1
24311;Nontron;3041;20390;22.2;12;13.2;13.6;19.1;14;4.6;5;3;4;3;1;1;2;1;1
24312;Sanilhac;4674;22730;20.4;17.6;12.2;18.7;21.8;11;2.4;1;1;6;4;0;0;1;1;1
24313;Orliac;47;N/A - résultat non disponible;22.6;10.2;10.2;14.3;34.9;0;0;0;0;0;0;0;0;0;0;0
24316;Parcoul-Chenaud;800;19360;23.6;15.2;15.1;12.9;19.8;5;6.3;0;0;0;0;0;0;0;0;0
24317;Paulin;248;19990;28.5;8.7;11.7;10.1;26.2;0;0;0;0;0;0;0;0;0;0;0
24318;Paunat;317;20980;23.4;11.6;11.1;13.9;22;0;0;0;0;0;1;0;0;0;0;0
24319;Paussac-et-Saint-Vivien;467;20660;22.7;16.7;8.5;17.6;21.2;6;12.6;0;1;0;1;0;0;0;0;0
24320;Payzac;971;18660;25.1;10.4;9.8;13;21.6;3;3.1;0;0;3;1;0;0;1;0;1
24321;Pazayac;827;21190;18.6;16.6;13.8;18.1;23.5;2;2.4;0;0;1;1;0;0;0;0;0
24322;Périgueux;29516;20370;17.4;11.6;23.3;16.1;18.7;79;2.7;5;23;26;20;7;9;35;39;15
24323;Petit-Bersac;186;21820;27.8;10.7;12.4;11.8;23;2;10.9;0;0;1;0;0;0;0;0;0
24324;Peyrignac;581;20960;17.9;21.3;10.8;19.4;19.9;5;8.7;0;1;1;1;0;0;0;0;0
24325;Pechs-de-l'Espérance;772;19550;28.3;11.7;9.9;13.5;23.4;7;9.2;0;1;0;1;0;0;0;0;0
24326;Peyzac-le-Moustier;197;17390;33;13.5;7.2;12.9;22.7;0;0;0;1;1;0;0;0;0;0;0
24327;Pezuls;123;25540;26.6;8.9;10.7;9.8;22.1;0;0;0;0;0;0;0;0;0;0;0
24328;Piégut-Pluviers;1183;19610;28.1;12.2;7.8;11.6;19.5;5;4.2;1;1;2;1;1;0;3;1;1
24329;Le Pizou;1383;19690;21.9;16.5;14.1;15.9;19.3;7;5.2;0;1;1;1;0;0;3;0;1
24330;Plazac;703;19360;35.7;8.4;9.1;12.8;21.6;7;10.1;0;0;0;1;0;0;1;0;0
24331;Pomport;732;22290;20.2;15.9;12.5;15.5;25.2;6;8.3;0;0;0;1;0;0;0;0;0
24334;Pontours;201;23340;23.8;12.2;11.6;14.6;22.6;0;0;0;0;0;0;0;0;0;0;0
24335;Port-Sainte-Foy-et-Ponchapt;2501;19780;26;13.8;11.2;12.4;18.7;12;4.8;2;0;1;2;0;0;0;2;1
24336;Prats-de-Carlux;491;21900;23.5;13.3;10.3;14.5;26.8;2;3.8;0;0;0;1;0;0;0;0;0
24337;Prats-du-Périgord;146;17480;27.7;10.8;8.8;14.9;19.6;1;6.8;0;0;0;0;0;0;0;0;0
24338;Pressignac-Vicq;444;20800;27.7;14.6;10.2;14.6;21.6;4;9.2;0;0;0;1;0;0;0;0;0
24339;Preyssac-d'Excideuil;141;20340;25.6;13.1;11.8;15.7;21.1;0;0;0;0;0;0;0;0;0;0;0
24340;Prigonrieux;4292;21840;26.7;15.1;10.8;14.9;19.2;8;1.9;1;1;4;3;0;0;2;1;1
24341;Proissans;1071;21070;24.9;16.1;11.7;16.1;20.8;3;2.8;0;0;2;1;0;0;0;1;0
24345;Queyssac;509;22220;27.9;16;9.5;18.9;18;1;2;0;0;0;0;0;0;0;0;0
24346;Quinsac;384;19470;27.3;11.4;10.6;13.7;23.6;2;5.2;0;0;0;0;0;0;0;0;0
24347;Rampieux;140;18600;16.9;14.8;9.1;12.6;26;1;7;0;0;0;0;0;0;0;0;0
24348;Razac-d'Eymet;320;19250;25.5;16.4;10.2;16.3;22.4;0;0;0;0;0;1;0;0;0;0;0
24349;Razac-de-Saussignac;341;20970;24.5;11.2;12.7;11.9;28.4;0;0;0;0;0;0;0;0;0;0;0
24350;Razac-sur-l'Isle;2369;21750;20.3;16.1;12.3;17.6;21.3;5;2.1;0;1;1;2;0;0;1;0;1
