code_insee;mediane_du_revenu_disponible_par_uc_2020;part_des_60-74_ans_2021;part_des_moins_de_15_ans_2021;part_des_15-29_ans_2021;part_des_30-44_ans_2021;part_des_45-59_ans_2021;nombre_grandes_surfaces_2023;nombre_de_superettes_et_epieries;nombre_boulangeries_et_patisseries;nombre_ecoles_primaires_maternelles_elementaires;nombre_de_colleges;nombre_de_lycees;nombre_de_medecins_generalistes;nombre_de_dentistes;nombre_de_pharmacies;taux_evolution;taux_evolution_due_solde_migratoire;taux_evolution_due_solde_naturel;nombre_d_equipements_sportifs;nombre_de_festivals
3084;20750;24.2;11.4;10.8;13.4;18.6;3;2;3;2;1;0;3;1;1;-0.25;1.33;-1.58;13;2.0
3102;20370;23.6;13.4;12.3;13.5;19.5;4;0;2;2;1;0;4;2;2;-0.44;0.5;-0.95;15;2.0
3118;20220;17.5;15.9;15.5;16.5;18.7;8;2;10;6;2;2;8;7;3;-0.24;0.49;-0.72;21;2.0
3128;21480;22.8;17.2;11.6;17.2;20.7;1;1;1;2;1;0;2;0;1;-0.52;-0.54;0.02;6;0.0
3138;19880;21.8;14.3;12.4;13.0;19.6;4;2;5;2;1;0;3;1;2;0.38;2;-1.63;15;2.0
3161;21490;21.5;16.6;14.4;13.2;20.0;0;1;1;1;1;0;4;0;1;0.15;0.81;-0.67;6;0.0
3186;19220;22.6;15.3;14.2;13.4;16.4;1;2;4;2;1;0;4;4;1;0.1;1.6;-1.5;9;1.0
3195;23190;28.2;13.2;9.3;12.2;18.6;0;2;2;2;1;0;3;3;1;-0.9;0.17;-1.07;14;0.0
3236;19550;18.4;17.6;13.4;17.6;20.8;1;0;5;3;1;0;5;3;2;-0.46;-0.18;-0.28;15;1.0
3254;20420;20.9;14.2;15.2;15.0;18.4;3;4;7;4;2;1;8;7;2;-0.31;0.73;-1.04;16;0.0
3292;21170;25.5;15.0;11.2;14.1;18.6;0;2;1;1;1;0;2;1;1;-0.44;0.17;-0.61;4;2.0
3298;19790;21.5;12.7;17.1;13.7;20.5;2;1;4;3;1;1;2;6;2;0.19;0.79;-0.6;18;0.0
4008;19900;26.1;16.0;11.3;14.8;17.4;1;0;1;1;1;0;2;1;1;-0.52;-0.19;-0.32;9;0.0
4018;19280;28.2;14.0;10.5;13.8;18.6;0;6;1;1;1;0;3;1;1;1.64;3;-1.36;9;1.0
4019;19800;20.3;13.7;13.6;17.3;20.2;1;1;8;3;1;1;5;3;2;-0.53;0.34;-0.88;23;2.0
4039;19940;24.5;12.9;10.4;15.0;22.0;1;4;3;2;1;0;3;2;1;-0.96;-0.43;-0.53;11;0.0
4049;20370;21.0;15.4;14.1;15.6;19.5;1;2;6;5;1;1;5;2;2;-0.33;-0.13;-0.2;27;2.0
4088;20220;21.6;15.9;11.4;16.8;19.3;3;2;9;4;2;0;8;5;2;0.45;1.46;-1.01;21;4.0
4143;22360;21.0;14.8;14.0;15.1;20.1;2;4;5;2;1;0;4;4;2;0.36;1.19;-0.84;15;0.0
4166;19760;26.3;10.9;9.8;12.8;21.8;1;2;5;2;1;0;7;1;1;-1.76;-0.61;-1.15;13;1.0
4173;22060;24.7;12.3;11.0;13.5;18.9;0;1;4;1;1;0;1;0;1;0.67;2.1;-1.43;19;0.0
4205;20330;25.4;14.1;12.7;11.7;19.5;2;1;2;2;1;0;3;1;1;0.07;1.47;-1.39;13;1.0
4209;20300;19.0;16.1;16.1;14.8;20.3;6;9;10;7;1;1;10;9;4;1.09;1.47;-0.38;20;1.0
5006;20080;20.0;16.1;14.7;16.8;21.4;2;1;2;3;1;0;4;2;1;-0.29;-0.14;-0.15;18;3.0
5017;21900;17.4;21.6;11.8;19.5;22.1;0;1;3;1;1;0;3;0;1;0.71;0.26;0.45;13;2.0
5040;22240;21.1;15.5;13.5;17.9;22.7;1;2;5;2;0;0;3;2;1;1.46;1.38;0.08;33;1.0
5046;21110;23.8;12.1;13.7;15.0;18.9;1;4;12;3;1;2;16;12;3;0.6;1.41;-0.81;36;7.0
5050;19030;19.2;19.4;11.4;17.7;15.0;0;0;1;1;0;0;2;0;1;1.73;4.32;-2.59;3;0.0
5065;20720;20.8;15.1;11.6;18.1;20.1;3;2;5;2;1;0;6;5;2;-0.07;0.49;-0.55;19;1.0
5070;20470;20.0;13.6;12.0;14.2;21.6;4;2;9;1;1;0;5;3;2;0.62;1.81;-1.2;20;5.0
5132;21300;21.5;18.5;11.0;16.9;21.2;2;1;5;1;1;0;4;1;2;0.48;0.5;-0.02;14;0.0
5166;20160;24.1;10.9;10.8;13.7;20.1;1;1;2;1;1;0;2;0;1;0.32;2.55;-2.22;15;0.0
5170;21750;19.1;15.3;14.9;16.9;21.0;1;4;4;2;1;0;3;1;1;1.21;1.25;-0.04;19;0.0
5179;19810;24.7;13.6;12.9;13.4;19.5;2;2;6;2;1;1;6;3;2;0.41;1.27;-0.86;33;1.0
6023;20510;22.9;13.6;11.6;16.1;21.0;1;3;1;2;1;0;4;1;1;-0.48;0.75;-1.23;12;1.0
6099;20290;19.8;17.5;14.1;16.8;20.1;1;0;2;2;1;0;2;5;1;-0.76;0.11;-0.87;10;2.0
6103;20870;21.4;15.1;11.7;15.3;16.8;1;4;4;1;1;0;5;3;1;0.12;1.9;-1.78;12;0.0
6130;23890;18.3;19.6;13.2;20.6;21.9;2;1;1;2;1;0;5;2;1;0.66;0.51;0.15;12;0.0
6136;21420;19.4;16.4;13.0;16.7;21.4;1;4;2;2;1;0;5;0;1;0.09;1.7;-1.6;17;1.0
6163;20430;24.2;9.9;13.0;13.2;22.5;0;2;3;2;1;0;4;0;0;-1.21;0.63;-1.84;12;0.0
7042;19940;17.1;19.1;14.9;17.8;17.4;1;3;5;7;2;2;8;5;2;0.35;0.79;-0.45;20;2.0
7064;21370;25.1;12.4;10.0;13.5;21.2;4;3;6;3;2;1;6;3;2;-1.17;0.2;-1.38;21;2.0
7132;18020;21.4;14.2;12.8;13.9;22.0;1;1;1;2;2;1;3;2;2;-1.64;-0.83;-0.82;10;0.0
7181;19650;18.5;17.6;16.6;16.1;19.7;1;3;4;3;1;0;5;2;1;0.31;0.52;-0.21;7;0.0
7201;20660;26.3;10.0;12.4;13.3;17.5;1;4;5;3;1;0;6;2;2;0.19;1.78;-1.59;7;1.0
7204;19980;24.0;12.5;11.0;15.8;21.3;1;3;3;3;1;0;4;1;1;-0.66;0.41;-1.07;7;2.0
7319;19550;16.6;19.2;16.6;16.9;20.4;4;3;11;8;2;2;6;7;3;0.87;0.78;0.1;17;0.0
7324;21600;18.0;18.0;15.9;16.9;19.3;4;6;17;9;3;4;8;6;4;1.35;1.59;-0.24;13;2.0
7330;20430;21.9;14.9;11.4;14.7;20.1;2;6;7;2;1;0;5;1;1;0.71;2.06;-1.36;11;0.0
7334;19400;24.5;12.4;11.7;13.4;19.4;2;5;7;3;1;0;10;2;2;-0.08;0.91;-0.99;9;2.0
7341;21480;19.6;15.0;13.0;14.7;20.4;2;4;2;2;1;1;7;3;1;0.35;1.81;-1.46;4;1.0
7346;21520;20.4;14.9;14.2;15.6;21.7;1;2;3;3;0;0;7;1;1;-0.24;0.63;-0.88;7;0.0
7349;19500;19.7;15.7;14.1;15.3;20.1;1;6;5;6;1;0;6;4;2;-1.07;-0.41;-0.66;13;2.0
8025;19430;20.2;16.0;14.2;16.0;22.4;0;1;2;1;1;0;4;1;1;-0.62;-0.4;-0.22;3;0.0
8081;18390;17.9;18.5;16.9;17.3;20.1;3;3;3;4;1;0;3;1;2;-0.76;-0.68;-0.08;23;1.0
8090;19130;18.8;16.2;16.9;15.5;19.7;2;2;7;1;1;0;4;3;2;-0.7;0.36;-1.06;13;1.0
8185;18430;23.8;14.1;14.2;13.6;20.9;2;1;4;2;1;0;3;1;2;-1.57;-0.7;-0.87;13;0.0
8190;18800;17.5;18.2;15.4;18.8;20.1;7;2;5;4;1;1;7;6;3;-0.9;-0.47;-0.43;31;0.0
8302;19680;22.7;14.6;14.6;15.6;21.2;2;1;2;2;1;0;2;0;2;-1.27;-0.59;-0.68;13;0.0
8311;20500;19.5;15.9;13.6;15.0;20.8;2;1;2;1;0;0;3;0;1;-0.88;-0.12;-0.76;9;0.0
8328;18180;20.5;17.1;15.1;17.1;20.6;1;1;3;4;1;0;2;1;2;-1.16;-0.8;-0.36;16;0.0
8362;19070;19.2;15.5;18.0;15.4;20.4;5;1;9;7;2;2;7;8;4;-0.74;-0.61;-0.13;34;1.0
8363;17930;20.7;15.9;14.5;15.7;21.4;4;2;3;4;1;1;3;1;2;-1.88;-1.46;-0.42;24;1.0
8367;18960;19.8;16.5;13.5;17.7;22.2;2;1;2;2;1;0;4;2;1;-0.83;-0.19;-0.64;9;0.0
8419;19210;16.9;17.7;14.3;15.8;19.9;1;1;1;2;1;0;2;1;1;-0.18;0.9;-1.08;4;1.0
8420;17990;19.3;15.4;15.8;14.1;21.8;0;1;2;1;1;0;5;1;1;-1.19;0;-1.19;6;0.0
8486;17940;16.0;17.3;17.7;18.7;22.3;1;0;1;2;0;0;3;0;1;-0.98;-0.75;-0.23;9;0.0
8490;19980;23.1;12.2;13.6;13.0;19.3;5;2;5;2;2;2;5;2;3;-1.45;-0.39;-1.06;24;1.0
8491;19770;20.2;17.6;15.2;17.9;20.2;2;0;5;3;1;0;6;1;2;-0.64;-0.66;0.02;16;1.0
9032;20830;22.2;9.4;15.1;14.2;21.1;0;5;4;2;1;0;3;3;2;0.69;1.8;-1.1;17;2.0
9160;18040;24.0;13.1;13.0;13.1;19.7;6;3;8;4;2;1;7;4;3;-0.46;0.3;-0.76;23;0.0
9167;21190;17.8;15.6;11.8;16.2;22.2;1;1;2;2;1;0;3;4;1;0.14;1.68;-1.53;7;0.0
9185;21110;16.3;18.7;14.2;18.1;20.5;1;2;4;2;1;0;5;3;1;0.18;0.95;-0.76;17;1.0
9194;20270;24.1;12.9;13.5;12.8;20.1;3;4;4;3;1;1;3;3;3;-0.22;0.8;-1.02;12;2.0
9261;19820;21.1;13.1;15.0;15.7;18.1;3;6;16;6;2;3;9;10;3;-0.2;0.63;-0.83;24;4.0
9282;21140;16.3;17.5;15.4;18.9;21.0;3;0;4;3;2;1;4;8;1;0.28;0.52;-0.24;13;1.0
9306;18410;21.6;13.1;15.3;14.4;17.8;5;1;5;3;1;0;3;4;2;-1.04;0.2;-1.24;11;1.0
10003;20390;22.5;15.6;12.9;14.8;19.8;5;1;5;2;1;0;3;2;1;-0.69;0.07;-0.76;18;0.0
10006;19790;19.0;16.7;16.7;15.8;17.1;4;0;3;2;1;1;5;2;1;-0.38;0.62;-1;17;0.0
10033;18650;21.3;14.8;13.9;15.2;20.1;7;1;6;4;1;1;6;5;4;-0.77;-0.22;-0.55;28;2.0
10034;19250;18.8;15.0;18.0;14.0;19.3;4;2;5;3;2;1;6;2;2;-0.99;0.64;-1.63;10;0.0
10064;20020;20.3;12.3;15.0;14.7;22.2;3;2;6;1;1;0;3;2;2;-0.99;0.49;-1.48;13;0.0
10080;20010;21.3;16.1;14.2;13.9;20.2;1;2;2;1;1;0;2;1;1;-1.03;-0.03;-1;7;2.0
10140;18800;23.5;16.0;11.5;12.2;18.7;1;1;1;1;1;0;1;2;1;-1.48;2.23;-3.71;5;0.0
10268;19930;16.5;18.8;17.2;18.2;18.2;5;2;7;3;1;0;2;7;2;-0.44;-0.54;0.1;26;0.0
10323;17460;17.8;20.9;14.9;17.1;18.2;7;21;16;9;3;2;7;12;7;0.31;0.37;-0.06;37;0.0
10401;18630;18.4;17.0;16.2;18.4;17.7;2;0;2;3;1;0;2;2;2;-0.47;0.57;-1.03;10;0.0
10420;20580;17.2;16.2;18.1;20.1;18.1;1;1;3;2;0;0;2;0;1;-0.55;0.19;-0.74;8;0.0
11049;20720;19.0;16.0;15.1;15.1;19.0;1;0;3;3;2;0;5;6;1;-0.08;0.81;-0.89;14;1.0
11076;19450;16.0;14.8;22.1;16.5;18.1;8;3;20;8;3;2;11;17;5;2.13;2.66;-0.53;57;6.0
11091;18470;22.5;12.4;12.1;10.6;19.1;1;0;1;1;1;0;3;0;1;0.49;2.8;-2.31;8;1.0
11103;18540;21.4;14.7;9.7;12.5;18.2;1;1;1;2;1;0;2;0;1;0.03;2.72;-2.69;8;1.0
11106;20200;22.3;15.7;14.1;15.4;20.8;2;6;3;4;1;0;5;3;2;-0.27;-0.06;-0.21;19;2.0
11116;19800;20.6;15.6;14.4;15.5;20.7;1;1;2;2;0;0;2;2;2;0.36;0.92;-0.56;7;0.0
11129;18110;27.1;10.1;10.8;11.4;20.1;2;0;2;2;0;0;3;2;2;-2.2;-0.03;-2.17;9;1.0
11170;20710;31.6;10.2;9.5;12.0;21.4;2;8;12;3;1;0;6;2;2;0.33;1.26;-0.93;18;1.0
11203;18860;20.6;17.3;15.4;16.2;17.2;8;5;9;5;3;3;6;12;4;-0.5;-0.06;-0.43;39;1.0
11206;19570;20.2;14.4;14.1;15.5;19.6;5;8;11;8;2;2;14;21;5;0.14;1.03;-0.89;47;7.0
11266;19270;26.6;13.7;12.3;13.5;17.9;3;6;6;2;1;0;0;5;3;0.81;1.84;-1.03;20;2.0
11304;18280;27.2;10.3;10.1;10.3;22.4;2;3;5;4;2;1;3;3;3;-1.4;-0.13;-1.26;22;0.0
11315;19370;28.0;13.0;10.8;13.8;18.6;1;1;2;3;1;0;3;2;1;-0.21;0.78;-0.99;8;0.0
11379;20340;22.1;16.0;13.1;14.8;20.2;5;5;4;3;1;0;8;6;2;0.36;0.63;-0.26;17;0.0
11397;18930;22.5;16.4;13.8;14.0;19.5;3;2;4;4;1;0;10;3;3;-0.52;-0.31;-0.21;17;1.0
12052;20430;19.5;12.9;14.2;15.4;20.5;1;2;7;3;2;0;3;3;1;-0.5;0.34;-0.84;10;2.0
12056;22020;17.9;18.1;14.2;17.7;21.6;4;2;4;5;2;0;6;1;2;0.12;-0.29;0.41;17;1.0
12089;18930;22.8;13.2;13.7;12.4;18.7;7;4;7;6;2;1;9;4;5;-1.28;-0.08;-1.2;22;1.0
12094;21000;35.4;7.0;7.4;10.3;15.0;0;2;2;2;0;0;2;1;1;-1.02;1.91;-2.93;8;2.0
12096;21500;23.2;13.1;12.2;15.0;18.2;4;4;5;4;2;1;8;4;2;0.29;1.18;-0.9;16;1.0
12119;21490;20.1;11.3;16.1;14.8;19.8;2;2;4;2;1;0;3;3;2;-0.18;1.11;-1.29;9;0.0
12120;21510;19.7;17.0;11.5;17.9;18.7;3;1;3;3;1;1;2;1;1;0.57;1.33;-0.77;11;0.0
12138;22480;17.8;16.4;11.6;16.3;19.7;0;3;2;2;2;0;3;1;1;0.35;1.49;-1.14;6;0.0
12164;19930;22.0;9.7;9.5;11.0;19.7;2;2;2;1;1;0;2;3;1;-2.15;1.43;-3.58;5;0.0
12169;21940;20.6;13.9;12.6;14.7;18.2;2;2;4;2;2;1;5;1;1;0.27;1.42;-1.15;16;0.0
12185;22220;18.6;15.8;12.7;17.7;21.2;2;0;4;2;1;0;3;1;1;-0.16;1.21;-1.37;9;1.0
12197;19370;24.1;11.9;11.8;12.4;21.3;3;1;3;2;2;0;3;2;1;-0.37;1.13;-1.5;15;0.0
12198;20680;21.0;11.9;12.3;13.0;23.9;3;2;5;3;2;0;4;3;1;-0.48;0.57;-1.05;11;1.0
12199;22200;17.5;15.9;14.1;18.4;18.8;2;1;7;2;2;1;3;1;1;0.75;1.26;-0.51;10;0.0
12208;20890;18.2;13.8;15.3;15.5;19.9;5;2;9;3;2;4;11;9;4;-0.5;0.15;-0.65;37;0.0
12209;20010;24.6;12.0;10.4;12.5;16.6;0;1;2;1;1;0;3;0;1;-0.2;2.33;-2.52;5;0.0
12224;20060;26.4;11.1;11.6;11.5;18.8;1;1;2;2;1;0;2;1;2;-0.06;1.83;-1.89;11;1.0
12270;21080;22.1;14.9;12.2;16.4;20.2;2;2;4;6;1;0;8;2;2;-0.22;0.17;-0.39;18;0.0
12298;20310;21.6;14.4;14.3;16.0;22.2;0;1;2;1;0;0;1;1;1;1.11;1.28;-0.16;3;0.0
13014;19950;15.7;18.8;17.1;18.6;20.8;2;6;8;12;1;0;9;10;5;0.53;0.24;0.29;28;1.0
13027;20590;18.0;17.7;15.3;18.3;20.9;8;8;14;7;2;1;11;12;5;1.08;0.7;0.38;32;1.0
13050;25340;19.1;17.5;14.1;18.5;21.0;3;1;7;5;1;1;11;12;3;0.7;0.75;-0.06;24;3.0
13078;20200;19.1;17.7;15.3;16.6;20.7;3;3;6;7;1;1;4;3;2;-0.28;-0.33;0.05;24;0.0
13084;22180;16.6;18.3;13.8;17.5;22.2;2;0;3;4;0;1;4;3;2;-0.28;-0.36;0.08;22;9.0
13097;22710;18.2;18.8;13.0;18.4;19.7;4;6;11;8;1;2;10;7;4;0.07;-0.21;0.28;31;2.0
13100;22220;24.4;12.8;12.1;14.2;21.0;3;11;18;5;1;1;16;5;4;-0.27;0.27;-0.54;29;2.0
13105;21820;18.3;18.2;14.1;17.9;20.9;2;3;5;4;0;0;7;4;2;-0.44;-0.66;0.21;16;0.0
13110;24470;17.9;17.9;14.7;19.0;21.2;7;4;9;7;1;0;13;8;3;-0.44;-0.73;0.29;24;0.0
14027;20410;16.1;19.2;15.4;19.7;18.8;3;1;5;3;1;0;6;1;2;-0.66;-0.53;-0.13;10;0.0
14035;21300;17.9;21.4;15.5;19.5;18.7;0;2;2;1;0;1;0;0;1;-1.04;-0.62;-0.42;6;0.0
14047;20720;22.3;13.6;15.5;14.6;18.7;5;6;26;8;3;3;18;19;7;-1.11;-0.47;-0.64;39;2.0
14061;20860;18.6;19.6;14.1;19.5;19.1;1;4;6;5;1;0;5;0;3;-0.03;-0.21;0.18;28;0.0
14098;24520;15.7;21.4;14.6;22.9;19.8;1;0;5;3;0;0;8;1;1;1.6;0.64;0.96;20;0.0
14100;22280;14.3;18.2;17.4;19.7;19.3;1;2;2;1;1;0;4;1;1;0.89;0.94;-0.04;12;0.0
14126;23240;19.7;16.3;13.4;17.1;19.5;0;3;2;1;0;0;1;2;1;-0.6;0.21;-0.81;6;0.0
14143;20100;17.7;18.0;14.0;17.8;20.2;2;0;2;1;1;0;3;2;1;0.31;0.63;-0.32;7;0.0
14174;20000;22.8;13.8;13.4;13.7;21.3;3;2;12;3;2;1;10;3;3;-1.72;-0.85;-0.87;15;0.0
14191;22760;30.4;7.9;10.9;9.7;17.3;5;2;4;1;1;0;10;3;2;0.08;1.79;-1.72;15;1.0
14200;23430;19.3;19.1;15.7;19.2;19.6;1;1;3;1;1;0;3;0;1;-0.73;-0.86;0.13;12;0.0
14225;19240;23.4;14.0;14.9;13.5;20.8;8;2;7;2;1;1;7;5;2;-1.7;-1.21;-0.49;14;2.0
14228;24840;20.0;15.1;15.2;16.0;22.7;3;3;5;2;2;3;6;2;2;-0.3;0.16;-0.46;21;1.0
14229;20390;15.9;18.0;15.8;16.0;19.0;2;2;2;3;1;0;3;1;1;0.23;1.39;-1.15;10;0.0
14257;24590;14.1;21.2;15.4;19.0;19.0;0;1;3;2;1;0;6;3;1;0.11;0.67;-0.57;7;0.0
14258;19900;18.9;16.5;16.9;16.4;18.5;5;6;12;3;2;1;9;4;4;-0.96;-0.29;-0.67;34;2.0
14312;21500;33.2;6.7;8.9;8.5;18.9;1;0;2;1;0;0;1;2;1;-1.04;1.02;-2.06;7;0.0
14333;20190;20.4;15.8;16.1;15.8;21.1;3;17;21;3;2;1;10;2;3;-1.61;-1.42;-0.19;26;2.0
14342;20170;22.7;14.0;14.7;15.0;18.8;2;2;4;1;1;0;5;1;1;-0.48;0.2;-0.68;12;0.0
14370;20700;20.5;16.1;14.0;15.7;19.9;2;1;3;1;1;0;3;2;1;0.03;0.59;-0.56;7;0.0
14371;19820;19.3;18.4;13.8;16.4;20.6;3;3;8;4;1;0;3;2;2;-0.83;-0.47;-0.36;14;0.0
14384;25230;27.2;11.5;12.4;11.9;20.3;1;1;4;3;0;0;2;3;1;0.5;1.68;-1.17;14;1.0
14431;20350;16.9;20.8;15.1;19.6;18.9;1;5;8;9;1;0;6;2;4;-0.58;-0.78;0.19;19;0.0
14478;19030;21.9;13.6;15.9;12.8;18.0;0;3;6;2;2;0;4;2;2;-1.63;-0.22;-1.41;11;0.0
14488;23370;26.7;11.7;12.3;12.1;20.3;4;5;14;2;1;0;8;7;3;0.28;1.13;-0.86;32;1.0
14514;20800;19.5;14.3;17.2;16.3;18.1;6;5;6;2;1;0;7;5;2;0.46;1.51;-1.05;20;0.0
14515;21100;27.3;9.5;11.2;10.8;19.3;2;2;1;1;0;0;3;0;1;-0.39;0.91;-1.3;10;1.0
14516;20260;16.9;18.0;14.3;20.6;17.5;1;1;2;1;1;0;4;2;1;0.15;0.81;-0.65;8;0.0
14654;20240;21.2;15.4;16.2;15.3;18.9;3;1;5;4;2;1;5;2;2;-1.2;-0.57;-0.63;19;0.0
14658;20170;22.6;16.2;11.7;15.3;20.8;1;0;3;2;1;0;2;0;1;-0.68;-0.17;-0.51;17;0.0
14689;21410;17.1;20.0;14.2;19.9;18.3;2;1;3;2;2;0;4;0;2;-0.4;-0.22;-0.18;22;0.0
14692;21810;15.4;24.2;16.1;22.4;16.2;1;0;4;2;1;0;6;1;1;1.11;0.33;0.78;7;0.0
14711;19610;21.8;16.1;12.9;15.7;16.1;0;1;3;2;1;0;2;0;1;-0.16;1.26;-1.42;8;0.0
14726;20250;17.9;19.1;13.7;17.4;22.1;1;2;3;2;1;0;2;2;1;-0.98;-1.01;0.03;17;1.0
14752;21320;19.3;17.2;14.4;16.0;16.7;4;2;7;2;1;0;7;3;2;0.13;1.22;-1.09;16;0.0
14754;22800;31.2;8.9;10.0;10.7;17.9;2;2;4;2;0;0;4;4;1;-1.59;-0.6;-1;16;2.0
14764;19180;23.5;15.8;11.7;18.2;20.5;0;1;2;1;0;0;4;0;1;-0.95;-0.62;-0.33;9;2.0
15001;19360;28.1;9.3;7.1;11.1;20.6;0;2;1;1;1;0;1;0;1;0.75;2.89;-2.13;8;0.0
15045;20210;25.6;9.8;10.5;12.1;19.3;0;1;2;1;1;0;3;1;1;-1.47;0.66;-2.13;8;0.0
15054;19860;25.8;10.2;9.6;15.4;19.2;1;1;2;1;1;0;4;0;1;-0.82;1.15;-1.97;7;0.0
15083;21690;19.1;17.3;12.2;16.8;21.9;1;0;1;1;0;0;3;0;1;0.09;0.18;-0.09;7;0.0
15094;21600;23.7;8.9;8.9;11.8;22.0;0;2;1;1;1;0;1;1;1;-1.75;1.81;-3.55;2;1.0
15119;20710;20.3;13.6;11.4;14.9;20.9;2;1;3;2;1;0;2;3;2;0.73;2.31;-1.58;10;2.0
15120;20690;22.5;11.0;12.7;13.6;20.7;7;2;6;2;2;2;5;5;4;-0.7;0.95;-1.65;21;0.0
15122;20320;22.4;11.8;12.2;13.7;18.5;0;3;3;1;1;0;1;2;1;-0.47;1.38;-1.85;11;0.0
15134;21290;20.5;9.7;10.6;12.4;19.8;0;2;2;1;1;0;2;0;1;-0.75;2.17;-2.92;10;0.0
15138;21090;25.6;11.4;10.6;14.2;18.8;1;3;6;2;1;1;3;2;1;-1.41;0.91;-2.32;9;0.0
15140;24360;21.8;15.8;11.8;15.7;24.1;2;0;1;1;0;0;2;0;1;1.38;1.17;0.21;6;0.0
15141;21330;27.6;9.1;11.2;12.7;22.5;0;4;4;2;1;0;2;1;1;-2.04;-0.62;-1.42;8;0.0
15152;21200;21.2;10.3;13.4;14.5;20.4;1;1;1;1;1;0;1;0;1;0.07;1.78;-1.7;10;0.0
15153;19940;30.7;10.8;8.3;12.1;18.1;0;3;2;2;1;0;4;2;1;-0.65;0.87;-1.52;12;0.0
15162;20840;28.2;10.2;10.3;13.5;18.2;3;1;4;2;2;0;8;2;1;-1.08;0.46;-1.54;11;0.0
15175;20650;21.5;14.6;13.8;17.1;21.4;0;1;1;1;1;0;4;0;1;-0.5;-0.2;-0.29;4;0.0
15187;20830;20.8;13.9;17.2;15.7;19.4;3;3;12;5;3;5;5;9;5;-0.53;-0.13;-0.39;28;3.0
15202;19610;26.6;10.0;10.7;14.5;19.4;0;1;0;2;0;0;3;1;1;-1.83;-1.19;-0.64;5;0.0
15204;22290;18.9;16.3;12.1;18.7;24.5;2;1;1;1;0;0;3;0;1;-0.07;-0.26;0.2;0;0.0
15215;23120;21.2;17.1;8.9;17.1;23.6;0;2;0;1;0;0;3;0;0;-0.58;-0.74;0.16;4;0.0
15221;22700;23.1;17.9;11.5;17.4;22.4;0;0;2;1;0;0;1;0;1;0.18;-0.31;0.49;4;0.0
15255;22260;17.4;17.8;14.3;18.4;23.6;0;2;1;1;0;0;0;0;0;1.65;1.26;0.38;5;0.0
15258;20820;21.4;13.3;10.2;14.9;22.0;1;1;3;2;1;0;3;1;1;0.1;1.7;-1.61;18;0.0
15265;20850;24.4;11.7;9.9;13.3;24.0;2;1;1;1;1;0;2;2;2;-1.49;0.17;-1.65;10;0.0
15267;23680;21.2;17.9;11.2;18.0;21.9;0;1;1;2;0;0;3;1;1;0.54;0.57;-0.03;12;0.0
15268;21660;21.6;13.3;12.8;14.9;17.9;0;1;2;1;0;0;1;2;1;0.14;2.02;-1.87;6;0.0
16005;19770;26.1;13.3;10.7;11.1;19.9;1;1;3;3;1;0;3;1;1;-0.3;1.78;-2.08;6;0.0
16028;19960;21.3;13.2;14.8;12.6;20.8;5;2;7;5;2;1;7;6;3;0.16;1.33;-1.17;23;0.0
16073;18120;22.0;13.6;12.1;11.8;18.1;3;0;4;3;1;0;4;2;1;0.08;1.64;-1.56;10;1.0
16090;21410;20.8;14.8;13.5;16.3;19.4;4;2;4;3;1;0;6;3;2;0.21;1.03;-0.82;12;0.0
16106;20760;24.2;10.8;14.0;11.5;17.5;4;3;6;3;1;1;3;1;2;0.07;2.77;-2.7;15;2.0
16167;21650;22.0;12.9;15.2;14.7;17.9;6;2;4;4;2;1;4;4;3;0.17;1.38;-1.2;14;1.0
16192;19440;24.6;13.8;12.1;14.2;20.8;2;1;3;3;1;1;4;1;1;-0.6;0.35;-0.95;22;0.0
16206;19110;20.7;16.2;13.6;15.6;16.8;2;0;2;2;1;0;3;0;1;0.24;1.6;-1.37;14;0.0
16223;20500;24.1;11.8;11.8;12.3;19.4;2;0;4;2;1;0;4;1;2;-0.52;1.13;-1.65;8;1.0
16230;19990;26.1;13.4;11.5;13.7;19.1;1;0;1;3;1;1;3;2;1;-0.81;0.47;-1.27;15;2.0
16281;20570;24.2;12.2;14.2;14.0;18.3;2;0;4;4;2;1;6;0;1;-0.1;0.42;-0.52;14;1.0
16286;20980;19.4;14.8;13.3;16.9;19.7;2;0;4;3;1;0;7;2;1;-0.23;0.72;-0.94;9;1.0
16292;18720;20.7;10.4;17.0;12.4;18.9;5;1;7;3;2;2;5;3;3;-0.6;0.73;-1.34;15;0.0
16366;22590;21.4;15.1;13.4;15.2;21.7;2;0;2;3;1;1;4;2;1;-0.24;0.39;-0.63;11;0.0
16408;21390;19.4;15.5;9.9;14.7;20.6;2;0;1;2;1;0;1;1;1;-0.95;1.7;-2.64;5;0.0
17024;19410;27.0;11.8;10.0;11.0;21.7;2;0;4;2;1;0;3;1;1;-1.34;0.07;-1.41;12;0.0
17127;21170;15.2;22.2;15.0;22.7;18.2;0;1;2;2;1;0;4;0;1;2.1;1.67;0.43;8;0.0
17172;20110;23.6;15.3;11.8;14.5;19.4;4;1;4;1;1;0;6;0;2;0.91;1.72;-0.81;13;0.0
17197;19800;22.7;10.3;17.4;12.0;18.2;5;1;5;3;1;1;17;5;3;0.47;1.72;-1.25;29;2.0
17218;21020;22.1;14.0;13.9;13.9;20.2;4;0;2;3;2;0;7;3;2;-0.19;0.77;-0.96;21;0.0
17219;20980;27.2;12.2;10.4;12.9;20.0;4;2;4;3;1;0;4;3;2;-0.31;0.75;-1.06;17;1.0
