code_insee;mediane_du_revenu_disponible_par_uc_2020;part_des_60-74_ans_2021;part_des_moins_de_15_ans_2021;part_des_15-29_ans_2021;part_des_30-44_ans_2021;part_des_45-59_ans_2021;nombre_grandes_surfaces_2023;nombre_de_superettes_et_epieries;nombre_boulangeries_et_patisseries;nombre_ecoles_primaires_maternelles_elementaires;nombre_de_colleges;nombre_de_lycees;nombre_de_medecins_generalistes;nombre_de_dentistes;nombre_de_pharmacies;taux_evolution;taux_evolution_due_solde_migratoire;taux_evolution_due_solde_naturel;nombre_d_equipements_sportifs;nombre_de_festivals
17224;19840;23.4;11.6;11.8;12.5;19.1;2;0;4;3;1;1;5;2;2;0.11;1.17;-1.05;11;0.0
17236;18650;25.6;14.2;13.6;13.7;18.3;1;0;2;2;1;0;4;2;1;0.44;1.62;-1.18;13;0.0
17240;19360;24.6;12.6;11.7;12.3;19.8;3;0;2;4;1;0;4;4;2;0.09;1;-0.91;21;2.0
17241;19400;23.9;15.0;12.7;13.9;19.3;2;1;4;2;1;0;2;1;1;-0.27;0.66;-0.94;7;0.0
17283;20190;21.0;12.4;15.9;14.7;20.0;3;2;7;3;1;1;8;4;2;0.61;1.45;-0.85;20;2.0
17284;21350;20.2;15.1;12.1;14.7;23.2;2;0;4;2;1;2;7;1;1;-0.13;0.19;-0.31;11;0.0
17309;19440;25.2;13.6;11.7;13.7;19.9;1;0;2;2;1;0;3;1;1;-0.06;0.56;-0.63;11;0.0
17331;19430;21.7;11.6;14.5;12.5;21.9;1;1;4;2;1;1;2;1;1;-0.2;1.85;-2.05;14;0.0
17347;19560;23.2;11.8;13.7;12.1;19.8;6;2;11;5;2;2;8;9;5;-0.96;0.55;-1.51;33;3.0
17385;22430;28.5;10.6;10.4;13.4;19.7;6;5;10;4;1;0;5;5;3;-0.31;0.77;-1.07;18;2.0
17387;22150;17.5;18.5;13.2;16.8;20.6;1;1;2;2;1;0;3;1;1;0.78;1.33;-0.56;12;0.0
17397;20530;26.1;12.7;9.7;14.8;19.6;1;3;3;2;1;0;4;2;1;0.18;1.48;-1.3;16;0.0
17421;21640;28.6;11.6;9.9;12.7;17.6;6;1;11;4;1;0;10;4;3;-0.04;1.1;-1.15;21;2.0
17434;20860;22.8;14.4;14.3;13.8;18.9;7;1;8;5;2;2;10;4;3;0.18;0.72;-0.53;18;4.0
18003;21090;21.8;14.5;12.2;16.7;19.0;1;0;2;2;0;0;1;2;1;-0.29;0.5;-0.79;5;2.0
18015;21330;21.8;15.1;12.4;15.9;19.0;6;2;4;3;1;0;5;4;3;-0.19;0.72;-0.91;20;1.0
18018;19570;9.6;18.5;27.7;21.1;17.9;1;0;3;1;1;0;3;1;1;1.34;0.89;0.45;22;0.0
18023;21740;16.1;20.1;14.3;17.9;22.8;1;2;4;2;0;0;1;0;1;-1.02;-1.07;0.05;8;0.0
18057;19700;26.6;10.6;10.0;10.0;17.2;2;2;2;2;1;0;1;0;1;-2.09;-0.25;-1.83;13;1.0
18058;20620;21.5;15.6;11.3;17.5;19.0;1;1;1;2;0;0;2;1;1;-0.79;0.43;-1.22;8;0.0
18087;21270;23.5;14.5;11.6;14.1;20.5;2;3;2;3;1;0;2;3;1;-1.75;-0.6;-1.15;13;0.0
18108;20770;21.6;15.5;12.0;15.0;20.1;2;3;4;2;1;0;3;1;1;-0.82;0.15;-0.97;16;0.0
18109;19910;21.9;13.7;11.7;12.9;20.6;1;3;3;1;1;0;1;2;2;-0.84;0.43;-1.27;11;0.0
18127;20360;24.3;11.9;9.7;11.8;18.4;1;0;1;1;1;0;1;1;2;-0.45;1.39;-1.85;9;1.0
18141;21960;22.3;13.9;13.7;15.7;20.7;5;3;4;5;1;0;7;3;3;-0.5;0.19;-0.68;20;0.0
18197;20170;23.8;10.8;15.3;10.8;19.9;8;3;9;6;2;3;7;7;6;-0.79;0.52;-1.3;45;1.0
18207;20830;21.8;15.3;12.8;15.8;20.5;5;0;6;4;1;0;3;6;3;-0.64;0.11;-0.75;15;1.0
18223;22820;16.6;20.5;13.2;22.8;19.1;2;0;2;2;0;0;2;3;1;1.14;0.78;0.37;8;0.0
18233;22610;23.7;11.5;11.7;14.3;21.8;2;0;3;2;0;0;0;3;2;-0.66;0.81;-1.47;9;0.0
18241;22820;21.0;11.3;12.3;12.5;19.0;1;1;1;3;1;0;6;0;1;-1.16;-0.01;-1.14;7;1.0
18242;18970;27.7;12.9;10.8;11.8;19.1;5;1;3;3;1;0;3;3;2;-0.97;0.17;-1.14;13;0.0
19010;21350;24.7;11.4;10.9;11.9;20.4;3;2;5;3;2;1;3;1;4;-1.2;0.35;-1.54;16;0.0
19011;20830;22.8;12.6;10.6;12.6;19.9;1;0;2;1;0;0;4;2;1;0.36;1.79;-1.43;7;0.0
19019;21030;27.1;9.1;12.1;10.9;17.0;0;1;7;1;1;0;4;1;1;-0.53;2.57;-3.1;7;0.0
19023;21590;19.0;15.1;11.1;17.4;21.0;1;0;1;1;1;0;4;0;1;-0.49;0.8;-1.29;13;0.0
19028;19810;24.0;9.4;11.5;13.3;22.4;4;1;6;2;1;1;3;4;2;-1.28;0.36;-1.64;16;0.0
19036;19770;26.0;12.0;9.0;13.7;19.3;1;0;1;1;0;0;2;1;1;0.59;2.86;-2.27;16;2.0
19073;20010;15.2;13.4;28.6;15.3;15.5;4;2;5;2;1;2;5;3;2;0.07;0.57;-0.5;32;0.0
19121;21140;25.7;12.4;10.7;14.3;20.5;2;2;3;1;1;0;4;4;2;0.2;1.17;-0.97;10;0.0
19138;22190;23.2;12.8;11.1;14.5;17.8;1;3;4;1;1;0;4;3;2;-0.42;1.44;-1.86;6;1.0
19148;20930;22.8;12.4;18.6;13.6;17.0;1;1;4;2;1;2;2;3;1;-0.62;1.5;-2.12;14;1.0
19269;21790;27.9;8.8;9.8;10.4;18.3;2;0;4;1;1;1;0;1;1;-1.07;1.65;-2.72;10;1.0
19275;20880;20.9;15.0;16.3;14.8;19.7;4;4;7;5;2;3;10;9;3;-1.09;-0.82;-0.28;36;1.0
19276;21300;16.6;11.1;19.6;21.2;18.3;3;1;4;1;1;0;4;1;2;-0.53;0.62;-1.15;16;4.0
21023;19880;25.0;9.3;12.3;11.4;20.2;4;1;3;3;1;0;4;1;2;-1.3;1.02;-2.32;8;0.0
21038;20200;17.2;15.2;22.0;16.2;18.3;7;2;9;6;1;1;6;5;5;-0.31;0.05;-0.36;30;0.0
21103;22390;18.5;18.0;15.1;17.2;21.5;1;0;3;2;1;0;5;1;1;-0.09;-0.01;-0.08;12;0.0
21154;19160;20.6;14.0;16.6;15.1;17.5;8;2;6;7;2;3;7;5;3;-0.02;0.83;-0.85;25;0.0
21292;22020;18.1;16.7;16.1;18.2;20.9;5;2;5;4;1;0;10;5;3;-0.56;-0.53;-0.03;16;0.0
21317;21940;17.2;17.4;16.3;16.8;20.2;6;1;6;3;1;0;7;5;2;-0.34;-0.13;-0.21;22;0.0
21425;19770;23.4;11.9;15.1;12.8;20.7;4;2;6;7;1;1;8;4;4;-1.77;-0.88;-0.89;25;0.0
21501;22620;18.5;15.8;17.3;14.3;18.7;2;2;5;4;2;1;4;2;2;0.99;2.23;-1.24;8;0.0
21554;17420;19.1;12.3;16.5;15.5;17.2;1;2;3;2;0;0;3;1;1;-1.61;0.97;-2.58;5;0.0
21584;19880;19.9;11.4;15.0;12.7;21.5;3;1;4;2;1;1;2;2;2;-1.03;0.19;-1.22;13;1.0
21603;21450;21.6;14.4;16.0;14.3;18.6;4;5;4;5;2;2;7;4;2;-0.23;0.85;-1.07;31;3.0
21607;20090;20.6;15.6;13.6;14.4;19.0;5;1;3;4;1;0;7;4;3;-0.66;0.33;-0.99;19;1.0
21663;19950;20.9;15.5;14.9;15.7;19.6;3;1;4;6;1;0;3;2;2;-0.68;-0.54;-0.14;17;0.0
21710;19990;24.0;10.5;12.1;14.4;20.1;1;0;2;2;1;0;3;0;1;-0.27;3.13;-3.4;7;1.0
22004;21020;21.4;16.9;13.3;16.0;20.5;3;1;2;4;1;0;6;3;2;0.3;1.02;-0.71;22;1.0
22020;21820;19.4;15.5;14.6;14.6;18.5;2;1;4;2;2;0;5;4;2;0.14;1.9;-1.76;15;0.0
22025;19520;23.9;10.8;9.2;10.2;20.5;3;1;3;1;1;0;4;2;1;0.18;2.41;-2.23;15;2.0
22032;21040;19.2;17.6;14.2;17.4;17.3;1;1;1;1;0;1;5;2;1;0.24;0.86;-0.62;5;0.0
22050;22480;21.7;12.8;14.6;14.0;19.9;4;11;25;7;4;4;11;30;4;0.7;1.97;-1.28;32;10.0
22070;17630;16.4;13.7;25.6;14.7;19.2;3;5;10;6;3;5;10;9;3;0.49;1.01;-0.52;22;3.0
22084;21470;17.4;20.4;14.4;19.4;18.8;0;1;2;2;0;0;5;1;1;0.32;0.26;0.06;16;0.0
22093;22920;20.2;17.4;13.9;17.2;19.6;6;8;13;12;2;3;14;18;6;0.2;0.38;-0.18;83;3.0
22121;21420;19.9;14.9;14.8;16.5;17.5;2;2;3;2;1;0;4;1;1;0.9;2.01;-1.11;11;1.0
22136;21110;18.8;15.9;16.3;15.8;18.5;7;6;11;7;2;4;7;2;4;0.25;0.63;-0.38;43;1.0
22137;19800;24.5;13.8;12.7;13.4;20.2;0;1;1;2;0;0;6;1;1;-0.66;0.35;-1;6;1.0
22143;22440;29.6;10.9;8.2;12.2;19.7;2;1;1;2;1;0;4;1;1;0.61;1.92;-1.31;6;1.0
22147;20860;15.8;15.5;17.7;13.6;20.1;1;1;3;2;2;1;3;4;1;0.15;1.06;-0.91;18;1.0
22158;20900;20.4;15.4;11.8;16.0;20.3;1;0;4;2;2;0;2;1;1;0.26;1;-0.75;20;0.0
22162;22920;28.4;9.3;11.4;11.2;16.3;7;2;10;3;2;2;13;9;4;-0.02;1.48;-1.5;33;3.0
22172;20630;23.8;13.7;14.2;13.7;18.5;2;2;2;3;1;0;4;5;2;0.12;0.85;-0.73;9;0.0
22183;20950;18.9;19.5;14.1;16.1;19.6;2;1;3;3;2;0;3;3;1;0.49;0.58;-0.09;14;0.0
22194;22630;30.4;10.8;9.3;9.5;18.2;3;0;3;2;1;0;5;4;2;0.17;2.15;-1.98;17;2.0
22203;21020;19.2;18.6;13.5;17.9;19.6;1;2;2;5;2;0;1;2;1;0.23;0.47;-0.24;21;2.0
22206;21480;16.9;19.8;14.7;19.7;17.1;3;4;4;2;1;0;8;1;2;0.63;0.77;-0.14;10;1.0
22207;20840;24.7;15.2;11.0;15.4;17.8;2;0;2;2;1;0;1;1;1;0.54;1.77;-1.23;7;0.0
22222;21970;28.6;11.7;9.4;10.6;18.1;1;2;4;2;1;0;5;3;1;0.44;2.12;-1.68;15;3.0
22262;21350;16.8;14.6;14.4;13.9;20.8;2;1;2;2;2;2;7;2;2;-0.15;1.48;-1.64;23;2.0
22266;19520;25.0;12.8;13.8;13.5;17.5;3;2;4;2;2;2;3;1;2;0.56;2.06;-1.5;21;4.0
22321;20070;24.7;12.3;11.8;12.8;21.0;1;0;1;2;1;0;1;0;1;-1.25;0.12;-1.37;13;0.0
22362;19430;19.8;9.9;14.4;10.2;17.2;1;1;6;2;2;2;6;5;3;-0.42;2.59;-3.01;12;2.0
23001;20920;19.8;12.9;17.9;14.3;20.1;1;2;2;1;1;1;2;1;1;-0.17;1.03;-1.2;16;0.0
23008;18620;25.4;9.8;13.7;12.7;18.6;5;2;4;3;1;2;5;5;3;-1.94;-0.02;-1.92;21;4.0
23013;19920;23.7;11.1;11.8;11.8;18.6;1;2;3;2;1;0;1;1;1;-1.17;0.75;-1.92;21;0.0
23021;19770;20.9;14.7;9.8;13.3;18.5;1;0;3;1;1;0;1;1;1;-1.15;2.35;-3.5;6;0.0
23025;20280;22.9;13.4;11.7;12.3;20.9;1;0;2;2;1;0;1;0;1;0.57;3;-2.44;14;0.0
23030;17760;20.6;14.9;13.8;12.7;19.3;3;2;4;3;1;1;4;3;1;-1.8;-0.3;-1.5;16;1.0
23031;18790;22.5;11.6;12.3;9.8;17.7;2;0;2;2;1;0;4;0;2;-0.45;2.22;-2.67;9;0.0
23045;19020;25.5;9.7;11.8;12.0;19.8;1;0;2;1;1;0;2;1;1;-1.33;1.2;-2.54;10;0.0
23061;19330;23.0;14.8;10.6;16.2;17.8;0;2;1;1;1;0;1;0;1;-0.46;-0.13;-0.33;11;0.0
23067;21270;22.8;13.3;13.1;15.5;20.4;0;0;1;1;0;0;1;1;1;1.3;2.55;-1.25;12;0.0
23069;18650;31.4;13.1;10.1;11.6;18.2;0;1;1;2;1;0;2;0;1;0.25;1.19;-0.93;8;0.0
23070;18120;31.0;5.6;5.6;7.3;25.2;0;1;1;0;0;0;0;0;0;-0.97;0.89;-1.86;2;1.0
23075;21280;25.7;10.2;11.4;10.7;20.5;1;1;2;2;1;0;2;1;3;-0.54;2.52;-3.06;15;0.0
23076;20120;26.9;10.7;10.2;11.0;19.8;1;0;3;3;0;0;4;0;1;-1.14;0.62;-1.76;11;0.0
23079;19300;20.8;10.8;20.6;11.8;17.9;2;1;4;2;1;2;4;1;1;-1.59;0.35;-1.94;22;2.0
23089;19750;23.4;15.6;11.7;15.3;20.6;0;1;2;1;0;0;1;0;1;-0.56;0.29;-0.85;4;0.0
23093;21120;22.3;12.6;12.6;14.7;19.0;1;0;2;2;0;0;1;3;2;-0.24;1.1;-1.35;7;0.0
23100;20270;22.3;14.0;13.8;15.7;20.2;0;1;0;1;0;0;1;1;1;-1.12;-0.63;-0.49;6;0.0
23105;17050;29.3;12.1;12.6;8.4;20.9;0;0;2;1;0;0;2;0;1;-1.1;-0.13;-0.98;3;0.0
23131;19880;25.5;9.2;12.0;12.6;24.1;0;1;1;2;0;0;1;0;1;-2.04;-0.98;-1.07;4;0.0
23176;19850;21.4;11.8;17.6;12.3;19.6;5;4;5;4;1;1;7;4;3;-1.24;-0.25;-0.99;31;1.0
23247;21890;21.4;14.3;14.6;15.5;21.2;0;1;1;2;1;1;2;1;1;-0.44;0.47;-0.91;21;0.0
24028;21420;26.3;10.9;11.2;12.1;20.6;1;0;3;2;1;0;3;0;1;-0.92;0.33;-1.25;13;0.0
24035;19530;24.1;12.4;8.1;13.0;21.3;0;2;2;1;1;0;2;2;1;-1.57;0.26;-1.84;8;1.0
24064;21500;23.0;12.3;11.8;15.2;20.6;3;1;5;2;1;0;3;6;1;-0.25;0.65;-0.9;11;0.0
24068;20510;28.7;9.9;9.4;12.5;19.7;0;2;4;1;0;0;2;1;1;-0.46;1.37;-1.83;7;0.0
24164;19870;23.5;10.9;9.6;10.2;16.7;1;0;3;1;1;1;2;0;1;0.16;2.9;-2.74;15;2.0
24167;20320;27.2;10.8;9.1;11.1;19.1;1;4;3;2;1;0;4;3;1;-0.81;0.51;-1.32;8;0.0
24212;20750;24.7;11.6;9.8;12.6;18.4;0;1;2;1;0;0;2;1;1;-0.31;2.08;-2.39;5;0.0
24223;21440;26.8;10.7;10.8;10.8;19.9;3;7;5;2;1;0;4;4;2;0.19;1.71;-1.52;24;2.0
24227;19590;22.7;10.0;9.0;11.8;22.4;1;1;2;1;1;0;2;0;1;-1.13;1.03;-2.16;5;0.0
24294;19820;25.4;12.5;11.7;12.7;19.3;5;4;6;3;1;0;6;6;3;1.09;2.37;-1.28;22;0.0
24299;18890;24.9;13.0;13.7;12.5;17.2;0;1;3;2;1;0;6;6;3;0.28;1.52;-1.24;10;0.0
24311;20390;22.2;12.0;13.2;13.6;19.1;5;3;4;3;1;1;2;1;1;-0.43;0.81;-1.24;14;1.0
24352;19820;23.0;12.7;12.5;12.3;20.1;4;4;7;3;2;2;4;2;1;-0.45;1.06;-1.5;24;2.0
24354;19060;23.1;15.5;13.0;14.6;19.7;2;0;3;3;1;0;3;1;1;0.27;1.37;-1.1;14;1.0
24376;20640;25.6;11.1;8.6;10.3;20.7;2;1;2;2;1;0;1;0;1;-0.4;1.01;-1.41;11;0.0
24396;18490;26.8;10.4;12.9;12.5;20.5;3;2;5;2;1;0;3;1;1;-0.48;0.7;-1.17;10;0.0
24520;20710;23.8;11.9;12.3;14.1;22.8;6;12;16;7;2;3;10;7;5;-0.41;0.39;-0.8;41;4.0
24547;18660;20.0;15.3;14.6;15.0;20.4;8;2;4;4;1;1;8;8;3;0.24;0.92;-0.68;33;1.0
24550;19590;23.8;14.7;11.5;13.0;19.6;2;1;2;1;1;0;3;0;1;0.03;0.8;-0.77;9;0.0
24551;19750;21.3;11.9;15.6;12.0;19.4;2;5;5;2;1;2;4;4;2;-0.16;1.26;-1.42;12;0.0
25022;24440;16.0;19.4;13.6;18.2;22.0;1;0;1;1;0;0;2;1;1;0.57;0.47;0.1;9;0.0
25047;21580;19.8;14.4;14.7;15.8;18.6;5;2;8;5;1;1;13;6;3;-0.81;-0.01;-0.8;22;0.0
25156;19350;18.7;19.0;12.3;17.9;22.4;0;1;2;2;1;0;2;0;1;-1.29;-1.31;0.01;9;0.0
25237;21620;16.0;16.5;16.4;18.7;23.5;0;0;2;2;0;0;1;1;1;-0.33;-0.52;0.18;4;0.0
25259;26550;12.2;21.1;17.9;21.1;18.8;1;0;1;2;1;0;2;2;1;-0.2;-0.32;0.12;11;0.0
25315;20190;21.0;14.6;13.9;15.5;22.1;4;2;3;2;1;0;8;0;2;-1.39;-0.57;-0.82;19;0.0
25334;23590;14.8;19.1;18.1;17.9;19.8;1;0;3;2;1;1;4;2;1;0.95;1.09;-0.14;15;0.0
25411;29730;14.6;16.3;19.8;21.6;18.2;6;9;8;6;2;1;10;4;3;0.04;0.08;-0.04;27;3.0
25434;23110;18.0;16.5;15.0;16.7;19.4;4;1;3;3;2;0;9;2;2;0.25;0.63;-0.38;19;1.0
25463;21490;23.7;13.0;14.0;15.0;19.9;3;1;3;5;1;0;6;3;2;-0.75;-0.1;-0.65;21;0.0
25475;21790;17.6;16.2;15.0;15.8;20.6;1;2;1;1;1;0;2;0;1;-0.61;1.21;-1.83;8;1.0
25505;21280;23.4;11.0;12.3;18.1;20.9;1;0;1;2;1;0;4;1;1;-2.29;-0.71;-1.58;5;0.0
25512;29600;13.8;20.5;17.9;22.1;18.8;1;0;1;2;2;0;2;1;1;1.54;1.03;0.51;12;2.0
25578;23020;12.9;18.6;25.3;19.6;15.3;7;2;5;4;1;0;5;8;2;0.75;0.08;0.67;19;0.0
26063;21190;27.6;10.7;10.9;13.5;17.8;2;2;4;2;1;0;4;1;1;-0.21;1.65;-1.86;16;1.0
26074;22030;20.5;14.5;11.8;16.2;23.5;0;4;2;1;1;0;2;0;1;1.48;1.92;-0.45;15;0.0
26095;20710;20.4;18.3;14.4;18.0;19.0;1;1;2;1;1;0;7;1;1;2.18;2.4;-0.22;10;0.0
26108;20180;19.6;16.1;13.9;17.7;19.4;4;5;11;6;3;2;11;11;3;0.96;1.39;-0.43;21;1.0
26113;20600;22.6;14.3;12.0;16.9;20.1;4;7;8;5;1;1;6;8;2;0.81;1.78;-0.97;18;0.0
26114;20910;27.9;11.3;9.5;12.0;19.6;1;5;5;3;1;0;5;3;2;0.72;2.06;-1.34;10;3.0
26165;21830;17.2;18.8;14.6;18.8;21.1;1;2;4;7;1;0;8;3;3;0.71;0.48;0.23;16;0.0
26166;21020;17.2;20.4;15.1;18.7;19.0;4;6;3;5;1;0;3;3;2;0.34;-0.06;0.4;11;0.0
26220;20390;27.8;10.9;10.3;11.9;16.9;5;8;7;5;1;1;13;6;4;0.2;1.85;-1.65;16;3.0
26301;22730;18.4;18.3;14.9;17.6;20.2;3;2;3;3;2;0;4;4;2;0.96;1.13;-0.17;15;1.0
26307;21510;21.8;13.4;12.4;15.2;21.8;1;2;4;3;1;0;4;3;2;-1.06;-0.24;-0.82;13;2.0
26333;18120;16.4;17.3;18.3;15.7;19.0;3;5;6;3;1;1;3;6;2;0.48;1.55;-1.07;19;0.0
27016;20260;18.7;19.3;15.8;17.0;18.1;4;2;11;5;2;1;9;4;3;-0.42;-0.07;-0.35;26;0.0
27022;21040;17.6;20.1;16.5;17.3;21.5;6;1;4;5;1;0;0;1;2;-1.05;-1.35;0.31;16;0.0
27049;21150;21.3;17.7;11.6;16.8;21.5;1;1;2;3;1;1;2;0;2;-0.83;-0.67;-0.16;20;0.0
27051;20300;17.4;17.6;14.8;16.4;20.3;3;2;3;3;2;0;5;3;1;-1.42;-1.39;-0.03;19;0.0
27056;19980;21.5;12.6;16.5;14.3;19.4;9;6;9;9;3;5;11;6;4;-1.34;-0.57;-0.77;44;1.0
27065;21370;18.5;17.9;15.7;19.5;17.7;3;1;6;2;1;0;6;3;2;0.51;0.82;-0.3;14;0.0
27103;23300;16.5;20.8;14.0;20.7;16.1;4;1;3;2;1;0;7;3;1;1.95;2.36;-0.41;15;0.0
27105;23740;16.9;21.1;13.8;20.2;19.9;1;1;4;2;1;0;4;2;1;1.37;0.94;0.43;13;0.0
27112;20230;18.9;16.9;13.1;15.2;19.9;2;1;4;2;1;0;3;1;1;-1.08;0.1;-1.19;16;1.0
27116;19340;19.0;16.5;17.2;15.0;19.6;3;4;3;3;1;1;5;0;1;-0.42;0.33;-0.75;16;1.0
27117;19620;23.2;15.6;15.4;12.4;21.3;1;1;2;2;1;0;1;0;1;-1.5;-1.41;-0.09;6;0.0
27151;20970;22.7;15.8;13.9;16.0;20.2;1;0;2;2;0;0;6;0;1;-1.15;-0.65;-0.5;3;0.0
27165;19810;18.0;18.4;16.0;17.0;18.6;5;3;5;4;1;0;4;1;2;-0.5;0.09;-0.59;16;1.0
27170;19570;21.4;17.0;16.1;14.6;17.3;2;1;3;2;1;0;4;3;1;0.16;0.42;-0.26;10;1.0
27198;22020;18.2;19.3;16.1;19.5;18.7;2;2;7;5;2;1;1;3;1;0.15;-0.02;0.17;43;0.0
27213;24540;17.6;20.8;13.8;20.2;21.9;0;1;5;7;0;0;2;1;1;-0.22;-0.65;0.43;21;1.0
27226;21370;20.5;16.4;16.2;15.5;22.0;4;2;3;3;1;0;6;3;2;-0.81;-0.71;-0.1;14;0.0
27230;22110;17.3;18.8;15.7;18.7;19.1;0;5;6;2;1;0;2;0;1;0.28;0.21;0.07;10;0.0
27246;19670;19.9;17.4;16.6;17.2;17.9;1;1;2;2;1;0;3;2;1;-0.46;-0.59;0.13;14;0.0
27275;18810;16.4;19.6;20.3;19.2;17.4;2;0;7;6;1;1;11;7;2;-0.54;-1.3;0.76;14;0.0
27279;22690;20.3;18.2;16.1;17.7;19.2;2;2;1;2;1;0;2;2;1;-0.1;-0.24;0.15;14;1.0
27284;20310;16.7;18.7;16.9;17.7;19.1;8;5;8;5;3;1;10;7;4;0.07;0.31;-0.24;27;3.0
27355;21570;16.5;18.0;15.8;18.4;20.2;1;1;2;2;0;0;3;1;1;-0.64;-0.19;-0.46;8;0.0
27377;21480;23.3;12.7;13.2;12.8;21.3;0;1;3;1;0;0;4;0;1;-0.72;1.04;-1.75;4;0.0
27413;20120;20.2;19.1;13.9;19.4;15.5;1;1;2;1;1;0;3;1;1;0.81;0.89;-0.09;6;0.0
27428;21480;20.3;13.3;17.9;12.6;19.7;5;7;8;3;2;1;8;9;2;0.68;1.6;-0.93;21;0.0
27438;19450;18.5;18.7;18.3;18.3;18.8;2;3;2;2;1;0;0;0;1;0.03;-0.32;0.35;10;0.0
27448;23160;18.5;15.8;14.7;16.3;20.8;5;2;7;5;1;0;5;2;2;-0.38;0.32;-0.7;20;0.0
27467;18830;19.1;15.6;16.6;15.1;20.3;10;5;10;7;2;5;13;8;6;-1.33;-0.43;-0.9;38;2.0
27469;23230;13.7;20.4;17.1;19.4;20.5;1;2;3;2;1;0;6;1;1;-0.12;-0.08;-0.04;15;1.0
27470;20740;15.1;17.6;18.3;16.7;21.6;1;1;2;1;0;0;0;1;1;-0.4;-0.52;0.12;13;0.0
27493;22450;15.4;21.0;13.4;22.3;17.9;1;0;2;1;1;0;7;1;1;0.09;-0.15;0.24;12;0.0
27502;19580;24.2;14.0;13.3;14.0;16.9;0;2;2;1;1;0;2;3;1;-0.84;0.68;-1.52;7;1.0
27507;20840;16.1;20.7;15.6;17.7;18.3;4;0;3;3;1;0;5;4;2;0.15;0.35;-0.2;16;0.0
27629;19590;20.8;15.5;15.3;14.6;18.7;2;2;2;3;1;0;2;1;2;-0.5;-0.49;-0.01;8;0.0
27679;19680;20.9;15.5;14.9;14.5;20.4;5;5;7;5;2;3;7;5;3;-1.85;-1.25;-0.6;44;1.0
28018;21410;22.5;15.9;12.5;15.9;17.8;0;3;1;2;1;0;4;0;1;-0.45;0.88;-1.34;8;1.0
28027;19940;25.9;11.5;10.8;11.1;17.1;2;0;2;1;0;0;1;0;1;-0.29;1.82;-2.11;4;0.0
28059;19220;15.5;20.7;18.4;17.3;17.7;1;3;1;2;1;0;3;1;1;-0.38;0.65;-1.03;8;0.0
28061;20340;24.5;12.6;11.8;10.6;18.5;4;1;4;3;2;0;2;2;1;-0.63;0.73;-1.37;23;0.0
28089;20660;16.2;18.8;16.1;17.1;18.4;1;2;4;3;1;0;6;0;1;-0.28;0.31;-0.59;12;0.0
28116;22020;18.3;17.4;14.5;16.9;21.5;2;1;3;3;1;0;3;2;1;-0.02;0.53;-0.55;15;0.0
28140;22760;16.1;16.1;18.5;19.9;21.5;0;4;4;3;1;0;10;5;2;0.03;-0.82;0.85;14;0.0
28149;19630;22.8;12.0;13.0;12.1;22.1;0;1;1;1;0;0;1;1;1;-3.66;-3.25;-0.41;5;0.0
28196;20780;18.8;17.0;13.5;15.8;19.3;2;2;2;3;1;0;2;1;1;-0.55;0.59;-1.14;16;0.0
28199;22220;18.1;17.2;15.2;16.7;20.1;1;0;2;3;1;0;0;2;1;-0.37;0.26;-0.63;9;0.0
28214;18680;20.9;16.2;15.2;13.9;17.2;3;1;3;3;1;0;3;3;1;-1.0;0.2;-1.2;12;1.0
28279;22440;17.0;17.5;16.4;17.7;20.6;2;2;2;4;1;0;1;2;1;-0.52;-0.04;-0.48;16;0.0
28348;21010;19.7;19.2;14.5;17.3;18.8;1;0;1;4;0;0;1;3;2;0.08;0.38;-0.3;13;1.0
28373;20970;22.9;14.6;11.6;14.3;18.6;1;2;3;3;1;0;4;2;1;-0.59;0.96;-1.54;10;0.0
28387;20100;19.3;15.9;13.5;11.7;19.5;1;2;3;2;0;0;2;2;1;-0.57;1.8;-2.36;9;0.0
28391;21720;17.0;20.1;14.4;17.6;21.0;0;2;2;2;1;0;1;2;1;-0.34;-0.59;0.25;12;0.0
28393;23960;12.6;22.1;14.7;21.7;24.3;0;1;2;1;0;0;0;1;1;-0.58;-1.45;0.87;11;0.0
29003;21920;30.3;8.9;8.8;10.7;20.5;1;5;6;3;0;0;8;3;2;-0.05;1.62;-1.67;10;1.0
29020;21330;15.0;21.2;14.2;21.2;20.5;1;3;3;3;2;0;7;2;2;0.54;0.51;0.02;17;1.0
29024;20940;22.6;12.1;15.9;14.1;18.4;7;3;7;6;2;2;8;8;5;-0.15;0.85;-1;33;3.0
29026;21330;16.3;15.4;16.6;16.8;22.8;5;1;3;5;2;3;14;2;2;-0.27;0.41;-0.67;39;0.0
29027;20630;22.1;14.8;12.0;14.5;21.6;2;2;3;2;2;0;8;3;1;-0.19;0.75;-0.94;15;1.0
29039;22680;24.4;12.1;12.5;14.1;21.9;9;7;20;12;3;3;21;12;9;1.2;2.03;-0.83;48;5.0
29042;22730;25.5;12.5;12.6;13.0;21.3;5;2;8;6;2;0;7;4;3;-0.62;0.31;-0.93;34;3.0
29043;24590;17.9;19.7;11.5;19.1;20.9;1;0;1;3;1;0;3;2;1;0.6;1.33;-0.72;7;0.0
29046;21160;24.4;11.5;12.0;14.6;21.2;10;7;13;8;2;3;22;8;7;-0.05;1.21;-1.26;49;6.0
29053;22850;16.9;17.7;15.1;21.0;17.2;1;2;2;2;0;1;4;0;1;1.03;1.63;-0.6;7;0.0
