Code;Libellé;Aires d'attraction des villes 2020;insee_com;lib_com;Proximité
12089;Decazeville;T01_10;12089;Decazeville;1.0
12094;Entraygues-sur-Truyère;T00_30;12094;Entraygues-sur-Truyère;4.0
12096;Espalion;T01_10;12096;Espalion;1.0
12119;Laguiole;T00_30;12119;Laguiole;4.0
12120;Laissac-Sévérac l'Église;T02_20;12120;Laissac-Sévérac l'Église;2.0
12138;Marcillac-Vallon;T02_20;12138;Marcillac-Vallon;2.0
12164;Mur-de-Barrez;T00_30;12164;Mur-de-Barrez;4.0
12169;Naucelle;T02_20;12169;Naucelle;2.0
12185;Pont-de-Salars;T02_20;12185;Pont-de-Salars;2.0
12197;Réquista;T00_30;12197;Réquista;4.0
12198;Rieupeyroux;T00_30;12198;Rieupeyroux;4.0
12199;Rignac;T02_20;12199;Rignac;2.0
12208;Saint-Affrique;T01_10;12208;Saint-Affrique;1.0
12209;Saint-Amans-des-Cots;T00_30;12209;Saint-Amans-des-Cots;4.0
12224;Saint Geniez d'Olt et d'Aubrac;T00_30;12224;Saint Geniez d'Olt et d'Aubrac;4.0
12270;Sévérac d'Aveyron;T00_30;12270;Sévérac d'Aveyron;4.0
12298;Villecomtal;T02_20;12298;Villecomtal;2.0
13014;Berre-l'Étang;T45_20;13014;Berre-l'Étang;3.0
13027;Châteaurenard;T03_20;13027;Châteaurenard;
13050;Lambesc;T45_20;13050;Lambesc;3.0
13078;Port-Saint-Louis-du-Rhône;T01_10;13078;Port-Saint-Louis-du-Rhône;1.0
13084;La Roque-d'Anthéron;T45_20;13084;La Roque-d'Anthéron;3.0
13097;Saint-Martin-de-Crau;T01_10;13097;Saint-Martin-de-Crau;1.0
13100;Saint-Rémy-de-Provence;T01_10;13100;Saint-Rémy-de-Provence;1.0
13105;Sénas;T02_20;13105;Sénas;2.0
13110;Trets;T45_20;13110;Trets;3.0
14027;Les Monts d'Aunay;T03_20;14027;Les Monts d'Aunay;
14035;Balleroy-sur-Drôme;T03_20;14035;Balleroy-sur-Drôme;
14047;Bayeux;T01_10;14047;Bayeux;1.0
14061;Souleuvre en Bocage;T01_20;14061;Souleuvre en Bocage;1.0
14098;Thue et Mue;T03_20;14098;Thue et Mue;
14100;Bretteville-sur-Laize;T03_20;14100;Bretteville-sur-Laize;
14126;Cambremer;T02_20;14126;Cambremer;2.0
14143;Caumont-sur-Aure;T03_20;14143;Caumont-sur-Aure;
14174;Condé-en-Normandie;T01_10;14174;Condé-en-Normandie;1.0
14191;Courseulles-sur-Mer;T03_20;14191;Courseulles-sur-Mer;
14200;Creully sur Seulles;T03_20;14200;Creully sur Seulles;
14225;Dives-sur-Mer;T01_10;14225;Dives-sur-Mer;1.0
14228;Douvres-la-Délivrande;T03_20;14228;Douvres-la-Délivrande;
14229;Dozulé;T03_20;14229;Dozulé;
14257;Évrecy;T03_20;14257;Évrecy;
14258;Falaise;T03_20;14258;Falaise;
14312;Grandcamp-Maisy;T00_30;14312;Grandcamp-Maisy;4.0
14333;Honfleur;T01_10;14333;Honfleur;1.0
14342;Isigny-sur-Mer;T01_10;14342;Isigny-sur-Mer;1.0
14370;Le Molay-Littry;T01_20;14370;Le Molay-Littry;1.0
14371;Livarot-Pays-d'Auge;T02_20;14371;Livarot-Pays-d'Auge;2.0
14384;Luc-sur-Mer;T03_20;14384;Luc-sur-Mer;
14431;Mézidon Vallée d'Auge;T03_20;14431;Mézidon Vallée d'Auge;
14478;Orbec;T00_30;14478;Orbec;4.0
14488;Ouistreham;T03_20;14488;Ouistreham;
14514;Pont-l'Évêque;T01_20;14514;Pont-l'Évêque;1.0
14515;Port-en-Bessin-Huppain;T01_20;14515;Port-en-Bessin-Huppain;1.0
14516;Potigny;T03_20;14516;Potigny;
14654;Saint-Pierre-en-Auge;T00_30;14654;Saint-Pierre-en-Auge;4.0
14658;Noues de Sienne;T01_20;14658;Noues de Sienne;1.0
14689;Thury-Harcourt-le-Hom;T03_20;14689;Thury-Harcourt-le-Hom;
14692;Tilly-sur-Seulles;T03_20;14692;Tilly-sur-Seulles;
14711;Trévières;T00_30;14711;Trévières;4.0
14726;Valdallière;T01_20;14726;Valdallière;1.0
14752;Villers-Bocage;T03_20;14752;Villers-Bocage;
14754;Villers-sur-Mer;T01_20;14754;Villers-sur-Mer;1.0
14764;Pont-d'Ouilly;T00_30;14764;Pont-d'Ouilly;4.0
15001;Allanche;T00_30;15001;Allanche;4.0
15045;Chaudes-Aigues;T00_30;15045;Chaudes-Aigues;4.0
15054;Condat;T00_30;15054;Condat;4.0
15083;Jussac;T02_20;15083;Jussac;2.0
15094;Laroquebrou;T02_20;15094;Laroquebrou;2.0
15119;Massiac;T00_30;15119;Massiac;4.0
15120;Mauriac;T01_10;15120;Mauriac;1.0
15122;Maurs;T00_30;15122;Maurs;4.0
15134;Montsalvy;T02_20;15134;Montsalvy;2.0
15138;Murat;T00_30;15138;Murat;4.0
15140;Naucelles;T02_20;15140;Naucelles;2.0
15141;Neussargues en Pinatelle;T00_30;15141;Neussargues en Pinatelle;4.0
15152;Pierrefort;T00_30;15152;Pierrefort;4.0
15153;Pleaux;T00_30;15153;Pleaux;4.0
15162;Riom-ès-Montagnes;T00_30;15162;Riom-ès-Montagnes;4.0
15175;Saint-Cernin;T02_20;15175;Saint-Cernin;2.0
15187;Saint-Flour;T01_10;15187;Saint-Flour;1.0
15202;Saint-Martin-Valmeroux;T00_30;15202;Saint-Martin-Valmeroux;4.0
15204;Saint-Paul-des-Landes;T02_20;15204;Saint-Paul-des-Landes;2.0
15215;Saint-Simon;T02_20;15215;Saint-Simon;2.0
15221;Sansac-de-Marmiesse;T02_20;15221;Sansac-de-Marmiesse;2.0
15255;Vézac;T02_20;15255;Vézac;2.0
15258;Vic-sur-Cère;T02_20;15258;Vic-sur-Cère;2.0
15265;Ydes;T01_20;15265;Ydes;1.0
15267;Ytrac;T02_20;15267;Ytrac;2.0
15268;Le Rouget-Pers;T02_20;15268;Le Rouget-Pers;2.0
16005;Aigre;T00_30;16005;Aigre;4.0
16028;Barbezieux-Saint-Hilaire;T01_10;16028;Barbezieux-Saint-Hilaire;1.0
16073;Chalais;T00_30;16073;Chalais;4.0
16090;Châteauneuf-sur-Charente;T00_30;16090;Châteauneuf-sur-Charente;4.0
16106;Confolens;T01_10;16106;Confolens;1.0
16167;Jarnac;T02_20;16167;Jarnac;2.0
16192;Terres-de-Haute-Charente;T00_30;16192;Terres-de-Haute-Charente;4.0
16206;Mansle-les-Fontaines;T00_30;16206;Mansle-les-Fontaines;4.0
16223;Montbron;T00_30;16223;Montbron;4.0
16230;Montmoreau;T00_30;16230;Montmoreau;4.0
16281;La Rochefoucauld-en-Angoumois;T02_20;16281;La Rochefoucauld-en-Angoumois;2.0
16286;Rouillac;T00_30;16286;Rouillac;4.0
16292;Ruffec;T01_10;16292;Ruffec;1.0
16366;Segonzac;T00_30;16366;Segonzac;4.0
16408;Villebois-Lavalette;T02_20;16408;Villebois-Lavalette;2.0
17024;Aulnay;T00_30;17024;Aulnay;4.0
17127;Courçon;T03_20;17127;Courçon;
17172;Gémozac;T00_30;17172;Gémozac;4.0
17197;Jonzac;T01_10;17197;Jonzac;1.0
17218;Marans;T03_20;17218;Marans;
17219;Marennes-Hiers-Brouage;T01_10;17219;Marennes-Hiers-Brouage;1.0
17224;Matha;T00_30;17224;Matha;4.0
17236;Mirambeau;T00_30;17236;Mirambeau;4.0
17240;Montendre;T00_30;17240;Montendre;4.0
17241;Montguyon;T00_30;17241;Montguyon;4.0
17283;Pons;T01_10;17283;Pons;1.0
17284;Pont-l'Abbé-d'Arnoult;T02_20;17284;Pont-l'Abbé-d'Arnoult;2.0
17309;Saint-Aigulin;T00_30;17309;Saint-Aigulin;4.0
17331;Saint-Genis-de-Saintonge;T00_30;17331;Saint-Genis-de-Saintonge;4.0
17347;Saint-Jean-d'Angély;T01_10;17347;Saint-Jean-d'Angély;1.0
17385;Saint-Pierre-d'Oléron;T00_30;17385;Saint-Pierre-d'Oléron;4.0
17387;Saint-Porchaire;T02_20;17387;Saint-Porchaire;2.0
17397;Saint-Savinien;T00_30;17397;Saint-Savinien;4.0
17421;Saujon;T02_20;17421;Saujon;2.0
17434;Surgères;T01_10;17434;Surgères;1.0
18003;Les Aix-d'Angillon;T02_20;18003;Les Aix-d'Angillon;2.0
18015;Aubigny-sur-Nère;T01_10;18015;Aubigny-sur-Nère;1.0
18018;Avord;T02_20;18018;Avord;2.0
18023;Baugy;T02_20;18023;Baugy;2.0
18057;Châteaumeillant;T00_30;18057;Châteaumeillant;4.0
18058;Châteauneuf-sur-Cher;T02_20;18058;Châteauneuf-sur-Cher;2.0
18087;Dun-sur-Auron;T02_20;18087;Dun-sur-Auron;2.0
18108;La Guerche-sur-l'Aubois;T02_20;18108;La Guerche-sur-l'Aubois;2.0
18109;Henrichemont;T02_20;18109;Henrichemont;2.0
18127;Lignières;T00_30;18127;Lignières;4.0
18141;Mehun-sur-Yèvre;T02_20;18141;Mehun-sur-Yèvre;2.0
18197;Saint-Amand-Montrond;T01_10;18197;Saint-Amand-Montrond;1.0
18207;Saint-Florent-sur-Cher;T02_20;18207;Saint-Florent-sur-Cher;2.0
18223;Saint-Martin-d'Auxigny;T02_20;18223;Saint-Martin-d'Auxigny;2.0
18233;Saint-Satur;T01_10;18233;Saint-Satur;1.0
18241;Sancerre;T01_10;18241;Sancerre;1.0
18242;Sancoins;T00_30;18242;Sancoins;4.0
19010;Argentat-sur-Dordogne;T01_10;19010;Argentat-sur-Dordogne;1.0
19011;Arnac-Pompadour;T00_30;19011;Arnac-Pompadour;4.0
19019;Beaulieu-sur-Dordogne;T01_20;19019;Beaulieu-sur-Dordogne;1.0
19023;Beynat;T02_20;19023;Beynat;2.0
19028;Bort-les-Orgues;T01_10;19028;Bort-les-Orgues;1.0
19036;Chamberet;T00_30;19036;Chamberet;4.0
19073;Égletons;T01_10;19073;Égletons;1.0
19121;Lubersac;T00_30;19121;Lubersac;4.0
19138;Meyssac;T02_20;19138;Meyssac;2.0
19148;Neuvic;T00_30;19148;Neuvic;4.0
19269;Treignac;T00_30;19269;Treignac;4.0
19275;Ussel;T01_10;19275;Ussel;1.0
19276;Uzerche;T01_10;19276;Uzerche;1.0
21023;Arnay-le-Duc;T00_30;21023;Arnay-le-Duc;4.0
21038;Auxonne;T03_20;21038;Auxonne;
21103;Brazey-en-Plaine;T03_20;21103;Brazey-en-Plaine;
21154;Châtillon-sur-Seine;T01_10;21154;Châtillon-sur-Seine;1.0
21292;Genlis;T03_20;21292;Genlis;
21317;Is-sur-Tille;T03_20;21317;Is-sur-Tille;
21425;Montbard;T01_10;21425;Montbard;1.0
21501;Pouilly-en-Auxois;T00_30;21501;Pouilly-en-Auxois;4.0
21554;Saint-Jean-de-Losne;T03_20;21554;Saint-Jean-de-Losne;
21584;Saulieu;T00_30;21584;Saulieu;4.0
21603;Semur-en-Auxois;T01_10;21603;Semur-en-Auxois;1.0
21607;Seurre;T00_30;21607;Seurre;4.0
21663;Venarey-les-Laumes;T01_10;21663;Venarey-les-Laumes;1.0
21710;Vitteaux;T00_30;21710;Vitteaux;4.0
22004;Bégard;T02_20;22004;Bégard;2.0
22020;Broons;T01_10;22020;Broons;1.0
22025;Callac;T00_30;22025;Callac;4.0
22032;Caulnes;T00_30;22032;Caulnes;4.0
22050;Dinan;T01_10;22050;Dinan;1.0
22070;Guingamp;T01_10;22070;Guingamp;1.0
22084;Jugon-les-Lacs;T00_30;22084;Jugon-les-Lacs - Commune nouvelle;4.0
22093;Lamballe-Armor;T03_20;22093;Lamballe-Armor;
22121;Lanvollon;T00_30;22121;Lanvollon;4.0
22136;Loudéac;T01_10;22136;Loudéac;1.0
22137;Maël-Carhaix;T01_20;22137;Maël-Carhaix;1.0
22143;Matignon;T00_30;22143;Matignon;4.0
22147;Merdrignac;T00_30;22147;Merdrignac;4.0
22158;Guerlédan;T00_30;22158;Guerlédan;4.0
22162;Paimpol;T01_10;22162;Paimpol;1.0
22172;Plancoët;T01_10;22172;Plancoët;1.0
22183;Plémet;T01_20;22183;Plémet;1.0
22194;Plestin-les-Grèves;T02_20;22194;Plestin-les-Grèves;2.0
22203;Plœuc-L'Hermitage;T03_20;22203;Plœuc-L'Hermitage;
22206;Châtelaudren-Plouagat;T03_20;22206;Châtelaudren-Plouagat;
22207;Plouaret;T02_20;22207;Plouaret;2.0
22222;Plouha;T00_30;22222;Plouha;4.0
22262;Quintin;T03_20;22262;Quintin;
22266;Rostrenen;T01_10;22266;Rostrenen;1.0
22321;Saint-Nicolas-du-Pélem;T00_30;22321;Saint-Nicolas-du-Pélem;4.0
22362;Tréguier;T01_10;22362;Tréguier;1.0
23001;Ahun;T01_20;23001;Ahun;1.0
23008;Aubusson;T01_10;23008;Aubusson;1.0
23013;Auzances;T00_30;23013;Auzances;4.0
23021;Bénévent-l'Abbaye;T01_20;23021;Bénévent-l'Abbaye;1.0
23025;Bonnat;T01_20;23025;Bonnat;1.0
23030;Bourganeuf;T00_30;23030;Bourganeuf;4.0
23031;Boussac;T00_30;23031;Boussac;4.0
23045;Chambon-sur-Voueize;T00_30;23045;Chambon-sur-Voueize;4.0
23061;Chénérailles;T00_30;23061;Chénérailles;4.0
23067;La Courtine;T00_30;23067;La Courtine;4.0
23069;Crocq;T00_30;23069;Crocq;4.0
23070;Crozant;T00_30;23070;Crozant;4.0
23075;Dun-le-Palestel;T01_20;23075;Dun-le-Palestel;1.0
23076;Évaux-les-Bains;T00_30;23076;Évaux-les-Bains;4.0
23079;Felletin;T00_30;23079;Felletin;4.0
23089;Genouillac;T00_30;23089;Genouillac;4.0
23093;Gouzon;T00_30;23093;Gouzon;4.0
23100;Jarnages;T01_20;23100;Jarnages;1.0
23105;Lavaveix-les-Mines;T01_20;23105;Lavaveix-les-Mines;1.0
23131;Mérinchal;T00_30;23131;Mérinchal;4.0
23176;La Souterraine;T01_10;23176;La Souterraine;1.0
23247;Saint-Vaury;T01_20;23247;Saint-Vaury;1.0
24028;Beaumontois en Périgord;T00_30;24028;Beaumontois en Périgord;4.0
24035;Pays de Belvès;T00_30;24035;Pays de Belvès;4.0
24064;Brantôme en Périgord;T00_30;24064;Brantôme en Périgord;4.0
24068;Le Buisson-de-Cadouin;T00_30;24068;Le Buisson-de-Cadouin;4.0
24164;Excideuil;T00_30;24164;Excideuil;4.0
24167;Eymet;T00_30;24167;Eymet;4.0
24212;Issigeac;T02_20;24212;Issigeac;2.0
24223;Lalinde;T00_30;24223;Lalinde;4.0
24227;Lanouaille;T00_30;24227;Lanouaille;4.0
24294;Montpon-Ménestérol;T01_10;24294;Montpon-Ménestérol;1.0
24299;Mussidan;T00_30;24299;Mussidan;4.0
24311;Nontron;T01_10;24311;Nontron;1.0
24352;Ribérac;T01_10;24352;Ribérac;1.0
24354;La Roche-Chalais;T00_30;24354;La Roche-Chalais;4.0
24376;Saint Aulaye-Puymangou;T00_30;24376;Saint Aulaye-Puymangou;4.0
24396;Saint-Cyprien;T00_30;24396;Saint-Cyprien;4.0
24520;Sarlat-la-Canéda;T01_10;24520;Sarlat-la-Canéda;1.0
24547;Terrasson-Lavilledieu;T02_20;24547;Terrasson-Lavilledieu;2.0
24550;Thenon;T00_30;24550;Thenon;4.0
24551;Thiviers;T01_10;24551;Thiviers;1.0
25022;Arcey;T02_20;25022;Arcey;2.0
25047;Baume-les-Dames;T03_20;25047;Baume-les-Dames;
25156;Pays-de-Clerval;T00_30;25156;Pays-de-Clerval;4.0
25237;Fesches-le-Châtel;T02_20;25237;Fesches-le-Châtel;2.0
25259;Frasne;T01_20;25259;Frasne;1.0
25315;L'Isle-sur-le-Doubs;T02_20;25315;L'Isle-sur-le-Doubs;2.0
25334;Levier;T01_20;25334;Levier;1.0
25411;Morteau;T01_10;25411;Morteau;1.0
25434;Ornans;T03_20;25434;Ornans;
25463;Pont-de-Roide-Vermondans;T02_20;25463;Pont-de-Roide-Vermondans;2.0
25475;Quingey;T03_20;25475;Quingey;
25505;Rougemont;T00_30;25505;Rougemont;4.0
25512;Le Russey;T01_20;25512;Le Russey;1.0
25578;Valdahon;T01_10;25578;Valdahon;1.0
26063;Buis-les-Baronnies;T00_30;26063;Buis-les-Baronnies;4.0
26074;La Chapelle-en-Vercors;T00_30;26074;La Chapelle-en-Vercors;4.0
26095;Cléon-d'Andran;T02_20;26095;Cléon-d'Andran;2.0
26108;Crest;T01_10;26108;Crest;1.0
26113;Die;T01_10;26113;Die;1.0
26114;Dieulefit;T00_30;26114;Dieulefit;4.0
26165;Livron-sur-Drôme;T03_20;26165;Livron-sur-Drôme;
26166;Loriol-sur-Drôme;T03_20;26166;Loriol-sur-Drôme;
26220;Nyons;T01_10;26220;Nyons;1.0
26301;Saint-Donat-sur-l'Herbasse;T02_20;26301;Saint-Donat-sur-l'Herbasse;2.0
26307;Saint-Jean-en-Royans;T00_30;26307;Saint-Jean-en-Royans;4.0
26333;Saint-Vallier;T01_10;26333;Saint-Vallier;1.0
27016;Les Andelys;T01_10;27016;Les Andelys;1.0
27022;Le Val d'Hazey;T45_20;27022;Le Val d'Hazey;3.0
27049;Mesnil-en-Ouche;T01_20;27049;Mesnil-en-Ouche;1.0
27051;Beaumont-le-Roger;T00_30;27051;Beaumont-le-Roger;4.0
27056;Bernay;T01_10;27056;Bernay;1.0
27065;Beuzeville;T01_10;27065;Beuzeville;1.0
27103;Bourg-Achard;T03_20;27103;Bourg-Achard;
27105;Grand Bourgtheroulde;T03_20;27105;Grand Bourgtheroulde;
27112;Breteuil;T00_30;27112;Breteuil;4.0
27116;Brionne;T01_10;27116;Brionne;1.0
27117;Broglie;T01_20;27117;Broglie;1.0
27151;Charleval;T00_30;27151;Charleval;4.0
27165;Conches-en-Ouche;T02_20;27165;Conches-en-Ouche;2.0
27170;Cormeilles;T00_30;27170;Cormeilles;4.0
27198;Mesnils-sur-Iton;T02_20;27198;Mesnils-sur-Iton;2.0
27213;Vexin-sur-Epte;T45_20;27213;Vexin-sur-Epte;3.0
27226;Étrépagny;T45_20;27226;Étrépagny;3.0
27230;Ézy-sur-Eure;T45_20;27230;Ézy-sur-Eure;3.0
27246;Fleury-sur-Andelle;T03_20;27246;Fleury-sur-Andelle;
27275;Gaillon;T01_10;27275;Gaillon;1.0
27279;Gasny;T45_20;27279;Gasny;3.0
27284;Gisors;T45_20;27284;Gisors;3.0
27355;Ivry-la-Bataille;T45_20;27355;Ivry-la-Bataille;3.0
27377;Lyons-la-Forêt;T00_30;27377;Lyons-la-Forêt;4.0
27413;Montfort-sur-Risle;T00_30;27413;Montfort-sur-Risle;4.0
27428;Le Neubourg;T01_10;27428;Le Neubourg;1.0
27438;Nonancourt;T01_10;27438;Nonancourt;1.0
27448;Pacy-sur-Eure;T45_20;27448;Pacy-sur-Eure;3.0
27467;Pont-Audemer;T01_10;27467;Pont-Audemer;1.0
27469;Pont-de-l'Arche;T03_20;27469;Pont-de-l'Arche;
27470;Pont-Saint-Pierre;T03_20;27470;Pont-Saint-Pierre;
27493;Romilly-sur-Andelle;T03_20;27493;Romilly-sur-Andelle;
27502;Rugles;T01_20;27502;Rugles;1.0
27507;Saint-André-de-l'Eure;T02_20;27507;Saint-André-de-l'Eure;2.0
27629;Thiberville;T01_20;27629;Thiberville;1.0
27679;Verneuil d'Avre et d'Iton;T01_10;27679;Verneuil d'Avre et d'Iton;1.0
28018;Authon-du-Perche;T00_30;28018;Authon-du-Perche;4.0
28027;La Bazoche-Gouet;T00_30;28027;La Bazoche-Gouet;4.0
28059;Brezolles;T00_30;28059;Brezolles;4.0
28061;Brou;T01_10;28061;Brou;1.0
28089;Châteauneuf-en-Thymerais;T02_20;28089;Châteauneuf-en-Thymerais;2.0
28116;Courville-sur-Eure;T02_20;28116;Courville-sur-Eure;2.0
28140;Épernon;T45_20;28140;Épernon;3.0
28149;La Ferté-Vidame;T00_30;28149;La Ferté-Vidame;4.0
28196;Illiers-Combray;T02_20;28196;Illiers-Combray;2.0
28199;Janville-en-Beauce;T00_30;28199;Janville-en-Beauce;4.0
28214;La Loupe;T01_10;28214;La Loupe;1.0
28279;Nogent-le-Roi;T45_20;28279;Nogent-le-Roi;3.0
28348;Saint-Lubin-des-Joncherets;T01_10;28348;Saint-Lubin-des-Joncherets;1.0
28373;Senonches;T00_30;28373;Senonches;4.0
28387;Thiron-Gardais;T01_20;28387;Thiron-Gardais;1.0
28391;Toury;T00_30;28391;Toury;4.0
28393;Tremblay-les-Villages;T02_20;28393;Tremblay-les-Villages;2.0
29003;Audierne;T00_30;29003;Audierne;4.0
29020;Briec;T03_20;29020;Briec;
29024;Carhaix-Plouguer;T01_10;29024;Carhaix-Plouguer;1.0
29026;Châteaulin;T01_10;29026;Châteaulin;1.0
29027;Châteauneuf-du-Faou;T01_10;29027;Châteauneuf-du-Faou;1.0
29039;Concarneau;T03_20;29039;Concarneau;
29042;Crozon;T01_10;29042;Crozon;1.0
29043;Daoulas;T03_20;29043;Daoulas;
29046;Douarnenez;T03_20;29046;Douarnenez;
29053;Le Faou;T03_20;29053;Le Faou;
29055;Le Folgoët;T03_20;29055;Le Folgoët;
29072;Guilvinec;T00_30;29072;Guilvinec;4.0
29081;Huelgoat;T00_30;29081;Huelgoat;4.0
29103;Landerneau;T03_20;29103;Landerneau;
29105;Landivisiau;T01_10;29105;Landivisiau;1.0
29117;Lannilis;T03_20;29117;Lannilis;
29124;Lesneven;T03_20;29124;Lesneven;
29135;Loctudy;T03_20;29135;Loctudy;
29158;Penmarch;T00_30;29158;Penmarch;4.0
29160;Plabennec;T03_20;29160;Plabennec;
29162;Pleyben;T01_10;29162;Pleyben;1.0
29163;Pleyber-Christ;T02_20;29163;Pleyber-Christ;2.0
29178;Ploudalmézeau;T03_20;29178;Ploudalmézeau;
29195;Plouguerneau;T03_20;29195;Plouguerneau;
29197;Plouhinec;T00_30;29197;Plouhinec;4.0
29199;Plouigneau;T02_20;29199;Plouigneau;2.0
29210;Plouvorn;T01_20;29210;Plouvorn;1.0
29217;Pont-Aven;T00_30;29217;Pont-Aven;4.0
29220;Pont-l'Abbé;T03_20;29220;Pont-l'Abbé;
29233;Quimperlé;T01_10;29233;Quimperlé;1.0
29241;Rosporden;T03_20;29241;Rosporden;
29259;Saint-Pol-de-Léon;T01_10;29259;Saint-Pol-de-Léon;1.0
29260;Saint-Renan;T03_20;29260;Saint-Renan;
29274;Scaër;T00_30;29274;Scaër;4.0
29277;Sizun;T00_30;29277;Sizun;4.0
29284;Treffiagat;T03_20;29284;Treffiagat;
29293;Trégunc;T00_30;29293;Trégunc;4.0
29302;Pont-de-Buis-lès-Quimerch;T01_10;29302;Pont-de-Buis-lès-Quimerch;1.0
2A041;Bonifacio;T00_30;2A041;Bonifacio;4.0
2A228;Pietrosella;T02_20;2A228;Pietrosella;2.0
2A247;Porto-Vecchio;T01_10;2A247;Porto-Vecchio;1.0
2A249;Propriano;T01_10;2A249;Propriano;1.0
2A272;Sartène;T00_30;2A272;Sartène;4.0
2A348;Vico;T02_20;2A348;Vico;2.0
2B050;Calvi;T01_10;2B050;Calvi;1.0
2B096;Corte;T01_10;2B096;Corte;1.0
2B123;Ghisonaccia;T00_30;2B123;Ghisonaccia;4.0
2B134;L'Île-Rousse;T01_10;2B134;L'Île-Rousse;1.0
2B152;Luri;T02_20;2B152;Luri;2.0
2B298;Saint-Florent;T00_30;2B298;Saint-Florent;4.0
30003;Aigues-Mortes;T01_10;30003;Aigues-Mortes;1.0
30010;Anduze;T02_20;30010;Anduze;2.0
30012;Aramon;T03_20;30012;Aramon;
30029;Barjac;T00_30;30029;Barjac;4.0
30032;Beaucaire;T01_10;30032;Beaucaire;1.0
30034;Bellegarde;T03_20;30034;Bellegarde;
30062;Calvisson;T03_20;30062;Calvisson;
30132;La Grand-Combe;T02_20;30132;La Grand-Combe;2.0
30133;Le Grau-du-Roi;T01_10;30133;Le Grau-du-Roi;1.0
30202;Pont-Saint-Esprit;T01_10;30202;Pont-Saint-Esprit;1.0
30210;Quissac;T00_30;30210;Quissac;4.0
30212;Remoulins;T03_20;30212;Remoulins;
30221;Roquemaure;T03_20;30221;Roquemaure;
30227;Saint-Ambroix;T02_20;30227;Saint-Ambroix;2.0
30258;Saint-Gilles;T03_20;30258;Saint-Gilles;
30259;Saint-Hilaire-de-Brethmas;T02_20;30259;Saint-Hilaire-de-Brethmas;2.0
30263;Saint-Hippolyte-du-Fort;T00_30;30263;Saint-Hippolyte-du-Fort;4.0
30269;Saint-Jean-du-Gard;T00_30;30269;Saint-Jean-du-Gard;4.0
30321;Sommières;T01_10;30321;Sommières;1.0
30341;Vauvert;T03_20;30341;Vauvert;
30350;Le Vigan;T01_10;30350;Le Vigan;1.0
31020;Aspet;T01_20;31020;Aspet;1.0
31028;Aurignac;T00_30;31028;Aurignac;4.0
31033;Auterive;T45_20;31033;Auterive;3.0
31042;Bagnères-de-Luchon;T01_10;31042;Bagnères-de-Luchon;1.0
31080;Boulogne-sur-Gesse;T00_30;31080;Boulogne-sur-Gesse;4.0
31098;Cadours;T45_20;31098;Cadours;3.0
31106;Caraman;T45_20;31106;Caraman;3.0
31107;Carbonne;T45_20;31107;Carbonne;3.0
31135;Cazères;T45_20;31135;Cazères;3.0
31202;Fronton;T45_20;31202;Fronton;3.0
31232;Grenade;T45_20;31232;Grenade;3.0
31239;L'Isle-en-Dodon;T00_30;31239;L'Isle-en-Dodon;4.0
31324;Martres-Tolosane;T45_20;31324;Martres-Tolosane;3.0
31396;Nailloux;T45_20;31396;Nailloux;3.0
31454;Rieumes;T45_20;31454;Rieumes;3.0
31503;Saint-Martory;T00_30;31503;Saint-Martory;4.0
31523;Salies-du-Salat;T00_30;31523;Salies-du-Salat;4.0
31582;Villefranche-de-Lauragais;T45_20;31582;Villefranche-de-Lauragais;3.0
31584;Villemur-sur-Tarn;T45_20;31584;Villemur-sur-Tarn;3.0
32079;Castelnau d'Auzan Labarrère;T00_30;32079;Castelnau d'Auzan Labarrère;4.0
32096;Cazaubon;T00_30;32096;Cazaubon;4.0
32106;Cologne;T45_20;32106;Cologne;3.0
32107;Condom;T01_10;32107;Condom;1.0
32119;Eauze;T01_10;32119;Eauze;1.0
32132;Fleurance;T02_20;32132;Fleurance;2.0
32147;Gimont;T45_20;32147;Gimont;3.0
32160;L'Isle-Jourdain;T45_20;32160;L'Isle-Jourdain;3.0
32208;Lectoure;T01_10;32208;Lectoure;1.0
32213;Lombez;T45_20;32213;Lombez;3.0
32233;Marciac;T00_30;32233;Marciac;4.0
32242;Masseube;T02_20;32242;Masseube;2.0
32249;Mauvezin;T00_30;32249;Mauvezin;4.0
32252;Miélan;T00_30;32252;Miélan;4.0
32256;Mirande;T01_10;32256;Mirande;1.0
32285;Montesquiou;T01_20;32285;Montesquiou;1.0
32296;Nogaro;T01_10;32296;Nogaro;1.0
32319;Plaisance;T00_30;32319;Plaisance;4.0
32344;Riscle;T00_30;32344;Riscle;4.0
32370;Saint-Clar;T00_30;32370;Saint-Clar;4.0
32410;Samatan;T45_20;32410;Samatan;3.0
32426;Seissan;T02_20;32426;Seissan;2.0
32459;Valence-sur-Baïse;T01_20;32459;Valence-sur-Baïse;1.0
32462;Vic-Fezensac;T01_10;32462;Vic-Fezensac;1.0
33036;Bazas;T01_10;33036;Bazas;1.0
33042;Belin-Béliet;T45_20;33042;Belin-Béliet;3.0
33058;Blaye;T01_10;33058;Blaye;1.0
33067;Bourg;T45_20;33067;Bourg;3.0
33081;Cadillac-sur-Garonne;T45_20;33081;Cadillac-sur-Garonne;3.0
33108;Castillon-la-Bataille;T00_30;33108;Castillon-la-Bataille;4.0
33138;Coutras;T02_20;33138;Coutras;2.0
33140;Créon;T45_20;33140;Créon;3.0
33227;Langon;T45_20;33227;Langon;3.0
