Code;Libellé;Aires d'attraction des villes 2020;insee_com;lib_com;Proximité
33240;Lesparre-Médoc;T01_10;33240;Lesparre-Médoc;1.0
33314;Pauillac;T01_10;33314;Pauillac;1.0
33327;Podensac;T45_20;33327;Podensac;3.0
33352;La Réole;T01_10;33352;La Réole;1.0
33366;Saint-André-de-Cubzac;T45_20;33366;Saint-André-de-Cubzac;3.0
33389;Saint-Ciers-sur-Gironde;T00_30;33389;Saint-Ciers-sur-Gironde;4.0
33402;Sainte-Foy-la-Grande;T01_10;33402;Sainte-Foy-la-Grande;1.0
34028;Bédarieux;T01_10;34028;Bédarieux;1.0
34069;Cazouls-lès-Béziers;T02_20;34069;Cazouls-lès-Béziers;2.0
34079;Clermont-l'Hérault;T45_20;34079;Clermont-l'Hérault;3.0
34081;Colombiers;T02_20;34081;Colombiers;2.0
34101;Florensac;T02_20;34101;Florensac;2.0
34111;Ganges;T45_20;34111;Ganges;3.0
34114;Gignac;T45_20;34114;Gignac;3.0
34142;Lodève;T01_10;34142;Lodève;1.0
34143;Loupian;T45_20;34143;Loupian;3.0
34147;Magalas;T02_20;34147;Magalas;2.0
34150;Marseillan;T02_20;34150;Marseillan;2.0
34162;Montagnac;T00_30;34162;Montagnac;4.0
34189;Olonzac;T02_20;34189;Olonzac;2.0
34199;Pézenas;T01_10;34199;Pézenas;1.0
34239;Saint-André-de-Sangonis;T45_20;34239;Saint-André-de-Sangonis;3.0
34245;Saint-Chinian;T00_30;34245;Saint-Chinian;4.0
34284;Saint-Pons-de-Thomières;T00_30;34284;Saint-Pons-de-Thomières;4.0
34293;La Salvetat-sur-Agout;T00_30;34293;La Salvetat-sur-Agout;4.0
35004;Val-Couesnon;T00_30;35004;Val-Couesnon;4.0
35012;Bain-de-Bretagne;T45_20;35012;Bain-de-Bretagne;3.0
35019;Bazouges-la-Pérouse;T00_30;35019;Bazouges-la-Pérouse;4.0
35023;Bédée;T45_20;35023;Bédée;3.0
35037;Bréal-sous-Montfort;T45_20;35037;Bréal-sous-Montfort;3.0
35049;Cancale;T02_20;35049;Cancale;2.0
35069;Châteaugiron;T45_20;35069;Châteaugiron;3.0
35072;Châtillon-en-Vendelais;T02_20;35072;Châtillon-en-Vendelais;2.0
35085;Combourg;T45_20;35085;Combourg;3.0
35093;Dinard;T02_20;35093;Dinard;2.0
35095;Dol-de-Bretagne;T02_20;35095;Dol-de-Bretagne;2.0
35109;Étrelles;T02_20;35109;Étrelles;2.0
35124;Grand-Fougeray;T00_30;35124;Grand-Fougeray;4.0
35125;La Guerche-de-Bretagne;T01_10;35125;La Guerche-de-Bretagne;1.0
35126;Guichen;T45_20;35126;Guichen;3.0
35136;Janzé;T45_20;35136;Janzé;3.0
35152;Liffré;T45_20;35152;Liffré;3.0
35162;Louvigné-du-Désert;T02_20;35162;Louvigné-du-Désert;2.0
35167;Martigné-Ferchaud;T00_30;35167;Martigné-Ferchaud;4.0
35168;Val d'Anast;T45_20;35168;Val d'Anast;3.0
35173;Melesse;T45_20;35173;Melesse;3.0
35176;Guipry-Messac;T45_20;35176;Guipry-Messac;3.0
35177;La Mézière;T45_20;35177;La Mézière;3.0
35184;Montauban-de-Bretagne;T45_20;35184;Montauban-de-Bretagne;3.0
35188;Montfort-sur-Meu;T45_20;35188;Montfort-sur-Meu;3.0
35207;Noyal-sur-Vilaine;T45_20;35207;Noyal-sur-Vilaine;3.0
35219;Pipriac;T00_30;35219;Pipriac;4.0
35222;Pleine-Fougères;T01_20;35222;Pleine-Fougères;1.0
35223;Plélan-le-Grand;T45_20;35223;Plélan-le-Grand;3.0
35227;Pleumeleuc;T45_20;35227;Pleumeleuc;3.0
35228;Pleurtuit;T02_20;35228;Pleurtuit;2.0
35239;Retiers;T45_20;35239;Retiers;3.0
35251;Saint-Aubin-d'Aubigné;T45_20;35251;Saint-Aubin-d'Aubigné;3.0
35253;Saint-Aubin-du-Cormier;T45_20;35253;Saint-Aubin-du-Cormier;3.0
35257;Maen Roch;T00_30;35257;Maen Roch;4.0
35282;Rives-du-Couesnon;T45_20;35282;Rives-du-Couesnon;3.0
35284;Saint-Jouan-des-Guérets;T02_20;35284;Saint-Jouan-des-Guérets;2.0
35297;Saint-Méen-le-Grand;T01_10;35297;Saint-Méen-le-Grand;1.0
35308;Mesnil-Roc'h;T02_20;35308;Mesnil-Roc'h;2.0
35337;Tinténiac;T45_20;35337;Tinténiac;3.0
36001;Aigurande;T00_30;36001;Aigurande;4.0
36005;Ardentes;T02_20;36005;Ardentes;2.0
36006;Argenton-sur-Creuse;T01_10;36006;Argenton-sur-Creuse;1.0
36018;Le Blanc;T01_10;36018;Le Blanc;1.0
36031;Buzançais;T02_20;36031;Buzançais;2.0
36034;Chabris;T01_20;36034;Chabris;1.0
36045;Châtillon-sur-Indre;T00_30;36045;Châtillon-sur-Indre;4.0
36046;La Châtre;T01_10;36046;La Châtre;1.0
36063;Déols;T02_10;36063;Déols;2.0
36093;Levroux;T02_20;36093;Levroux;2.0
36141;Neuvy-Saint-Sépulchre;T02_20;36141;Neuvy-Saint-Sépulchre;2.0
36192;Saint-Gaultier;T00_30;36192;Saint-Gaultier;4.0
36208;Sainte-Sévère-sur-Indre;T00_30;36208;Sainte-Sévère-sur-Indre;4.0
36228;Valençay;T00_30;36228;Valençay;4.0
36230;Vatan;T00_30;36230;Vatan;4.0
36241;Villedieu-sur-Indre;T02_20;36241;Villedieu-sur-Indre;2.0
37020;Beaulieu-lès-Loches;T01_10;37020;Beaulieu-lès-Loches;1.0
37027;Bléré;T03_20;37027;Bléré;
37031;Bourgueil;T00_30;37031;Bourgueil;4.0
37062;Château-la-Vallière;T03_20;37062;Château-la-Vallière;
37063;Château-Renault;T03_20;37063;Château-Renault;
37091;La Croix-en-Touraine;T03_20;37091;La Croix-en-Touraine;
37115;Descartes;T00_30;37115;Descartes;4.0
37119;L'Île-Bouchard;T00_30;37119;L'Île-Bouchard;4.0
37123;Langeais;T03_20;37123;Langeais;
37130;Ligueil;T00_30;37130;Ligueil;4.0
37132;Loches;T01_10;37132;Loches;1.0
37167;Neuillé-Pont-Pierre;T03_20;37167;Neuillé-Pont-Pierre;
37189;Preuilly-sur-Claise;T00_30;37189;Preuilly-sur-Claise;4.0
37196;Richelieu;T00_30;37196;Richelieu;4.0
37225;Saint-Martin-le-Beau;T03_20;37225;Saint-Martin-le-Beau;
37226;Sainte-Maure-de-Touraine;T03_20;37226;Sainte-Maure-de-Touraine;
38034;Beaurepaire;T01_10;38034;Beaurepaire;1.0
38052;Le Bourg-d'Oisans;T00_30;38052;Le Bourg-d'Oisans;4.0
38087;Chasse-sur-Rhône;T45_20;38087;Chasse-sur-Rhône;3.0
38130;La Côte-Saint-André;T01_10;38130;La Côte-Saint-André;1.0
38138;Crémieu;T45_20;38138;Crémieu;3.0
38226;Mens;T00_30;38226;Mens;4.0
38269;La Mure;T45_20;38269;La Mure;3.0
38314;Pontcharra;T45_20;38314;Pontcharra;3.0
38315;Le Pont-de-Beauvoisin;T01_10;38315;Le Pont-de-Beauvoisin;1.0
38412;Saint-Laurent-du-Pont;T45_20;38412;Saint-Laurent-du-Pont;3.0
38416;Saint-Marcellin;T01_10;38416;Saint-Marcellin;1.0
38509;La Tour-du-Pin;T01_10;38509;La Tour-du-Pin;1.0
38517;Tullins;T45_20;38517;Tullins;3.0
38548;Villard-de-Lans;T45_20;38548;Villard-de-Lans;3.0
39013;Arbois;T01_10;39013;Arbois;1.0
39016;Arinthod;T00_30;39016;Arinthod;4.0
39333;Moirans-en-Montagne;T00_30;39333;Moirans-en-Montagne;4.0
39368;Hauts de Bienne;T01_10;39368;Hauts de Bienne;1.0
39434;Poligny;T01_10;39434;Poligny;1.0
39478;Saint-Claude;T01_10;39478;Saint-Claude;1.0
39500;Salins-les-Bains;T01_10;39500;Salins-les-Bains;1.0
40001;Aire-sur-l'Adour;T01_10;40001;Aire-sur-l'Adour;1.0
40002;Amou;T00_30;40002;Amou;4.0
40102;Gabarret;T00_30;40102;Gabarret;4.0
40110;Geaune;T00_30;40110;Geaune;4.0
40117;Grenade-sur-l'Adour;T02_20;40117;Grenade-sur-l'Adour;2.0
40119;Hagetmau;T01_10;40119;Hagetmau;1.0
40134;Labouheyre;T00_30;40134;Labouheyre;4.0
40194;Montfort-en-Chalosse;T02_20;40194;Montfort-en-Chalosse;2.0
40197;Morcenx-la-Nouvelle;T01_10;40197;Morcenx-la-Nouvelle;1.0
40201;Mugron;T00_30;40201;Mugron;4.0
40224;Peyrehorade;T01_10;40224;Peyrehorade;1.0
40245;Roquefort;T02_20;40245;Roquefort;2.0
40282;Saint-Sever;T02_20;40282;Saint-Sever;2.0
40331;Villeneuve-de-Marsan;T02_20;40331;Villeneuve-de-Marsan;2.0
41025;Bracieux;T02_20;41025;Bracieux;2.0
41095;Fréteval;T01_20;41095;Fréteval;1.0
41106;Lamotte-Beuvron;T03_20;41106;Lamotte-Beuvron;
41123;Marchenoir;T00_30;41123;Marchenoir;4.0
41136;Mer;T02_20;41136;Mer;2.0
41143;Mondoubleau;T00_30;41143;Mondoubleau;4.0
41149;Montoire-sur-le-Loir;T01_10;41149;Montoire-sur-le-Loir;1.0
41151;Montrichard Val de Cher;T01_10;41151;Montrichard Val de Cher;1.0
41154;Morée;T01_20;41154;Morée;1.0
41159;Neung-sur-Beuvron;T00_30;41159;Neung-sur-Beuvron;4.0
41167;Veuzain-sur-Loire;T02_20;41167;Veuzain-sur-Loire;2.0
41171;Oucques La Nouvelle;T02_20;41171;Oucques La Nouvelle;2.0
41173;Beauce la Romaine;T03_20;41173;Beauce la Romaine;
41198;Saint-Aignan;T01_10;41198;Saint-Aignan;1.0
41232;Salbris;T01_10;41232;Salbris;1.0
41242;Selles-sur-Cher;T00_30;41242;Selles-sur-Cher;4.0
41269;Vendôme;T01_10;41269;Vendôme;1.0
42011;Balbigny;T00_30;42011;Balbigny;4.0
42019;Boën-sur-Lignon;T00_30;42019;Boën-sur-Lignon;4.0
42023;Bourg-Argental;T02_20;42023;Bourg-Argental;2.0
42052;Charlieu;T02_20;42052;Charlieu;2.0
42059;Chazelles-sur-Lyon;T01_10;42059;Chazelles-sur-Lyon;1.0
42094;Feurs;T01_10;42094;Feurs;1.0
42156;Neulise;T02_20;42156;Neulise;2.0
42159;Noirétable;T00_30;42159;Noirétable;4.0
42165;Panissières;T00_30;42165;Panissières;4.0
42168;Pélussin;T00_30;42168;Pélussin;4.0
42181;Régny;T02_20;42181;Régny;2.0
42204;Saint-Bonnet-le-Château;T00_30;42204;Saint-Bonnet-le-Château;4.0
42224;Saint-Genest-Malifaux;T03_20;42224;Saint-Genest-Malifaux;
42230;Saint-Germain-Laval;T00_30;42230;Saint-Germain-Laval;4.0
42249;Saint-Just-la-Pendue;T02_20;42249;Saint-Just-la-Pendue;2.0
42289;Saint-Symphorien-de-Lay;T02_20;42289;Saint-Symphorien-de-Lay;2.0
42304;Sury-le-Comtal;T03_20;42304;Sury-le-Comtal;
43003;Allègre;T00_30;43003;Allègre;4.0
43012;Aurec-sur-Loire;T03_20;43012;Aurec-sur-Loire;
43016;Auzon;T01_20;43016;Auzon;1.0
43040;Brioude;T01_10;43040;Brioude;1.0
43042;Cayres;T02_20;43042;Cayres;2.0
43051;Le Chambon-sur-Lignon;T00_30;43051;Le Chambon-sur-Lignon;4.0
43077;Costaros;T02_20;43077;Costaros;2.0
43080;Craponne-sur-Arzon;T00_30;43080;Craponne-sur-Arzon;4.0
43087;Dunières;T00_30;43087;Dunières;4.0
43111;Landos;T00_30;43111;Landos;4.0
43112;Langeac;T01_10;43112;Langeac;1.0
43135;Le Monastier-sur-Gazeille;T02_20;43135;Le Monastier-sur-Gazeille;2.0
43137;Monistrol-sur-Loire;T03_20;43137;Monistrol-sur-Loire;
43141;Montfaucon-en-Velay;T00_30;43141;Montfaucon-en-Velay;4.0
43148;Paulhaguet;T00_30;43148;Paulhaguet;4.0
43154;Pradelles;T00_30;43154;Pradelles;4.0
43162;Retournac;T00_30;43162;Retournac;4.0
43163;Riotord;T00_30;43163;Riotord;4.0
43177;Saint-Didier-en-Velay;T03_20;43177;Saint-Didier-en-Velay;
43185;Sainte-Florine;T01_20;43185;Sainte-Florine;1.0
43200;Saint-Julien-Chapteuil;T02_20;43200;Saint-Julien-Chapteuil;2.0
43205;Saint-Just-Malmont;T03_20;43205;Saint-Just-Malmont;
43224;Sainte-Sigolène;T01_10;43224;Sainte-Sigolène;1.0
43234;Saugues;T00_30;43234;Saugues;4.0
43244;Tence;T00_30;43244;Tence;4.0
43267;Vorey;T02_20;43267;Vorey;2.0
43268;Yssingeaux;T01_10;43268;Yssingeaux;1.0
44003;Ancenis-Saint-Géréon;T02_10;44003;Ancenis-Saint-Géréon;2.0
44015;Blain;T45_20;44015;Blain;3.0
44043;Clisson;T45_20;44043;Clisson;3.0
44067;Guémené-Penfao;T00_30;44067;Guémené-Penfao;4.0
44069;Guérande;T03_20;44069;Guérande;
44071;Haute-Goulaine;T45_20;44071;Haute-Goulaine;3.0
44072;Herbignac;T00_30;44072;Herbignac;4.0
44084;Le Loroux-Bottereau;T45_20;44084;Le Loroux-Bottereau;3.0
44087;Machecoul-Saint-Même;T01_10;44087;Machecoul-Saint-Même;1.0
44098;Missillac;T03_20;44098;Missillac;
44110;Nort-sur-Erdre;T45_20;44110;Nort-sur-Erdre;3.0
44113;Nozay;T45_20;44113;Nozay;3.0
44116;Paimbœuf;T03_20;44116;Paimbœuf;
44129;Pontchâteau;T03_20;44129;Pontchâteau;
44131;Pornic;T01_10;44131;Pornic;1.0
44154;Saint-Brevin-les-Pins;T03_20;44154;Saint-Brevin-les-Pins;
44158;Saint-Étienne-de-Montluc;T45_20;44158;Saint-Étienne-de-Montluc;3.0
44161;Saint-Gildas-des-Bois;T00_30;44161;Saint-Gildas-des-Bois;4.0
44180;Vallons-de-l'Erdre;T02_20;44180;Vallons-de-l'Erdre;2.0
44186;Sainte-Pazanne;T45_20;44186;Sainte-Pazanne;3.0
44188;Saint-Philbert-de-Grand-Lieu;T45_20;44188;Saint-Philbert-de-Grand-Lieu;3.0
44195;Savenay;T45_20;44195;Savenay;3.0
44212;Vallet;T45_20;44212;Vallet;3.0
44213;Loireauxence;T02_20;44213;Loireauxence;2.0
45028;Beaugency;T03_20;45028;Beaugency;
45030;Beaune-la-Rolande;T00_30;45030;Beaune-la-Rolande;4.0
45053;Briare;T01_20;45053;Briare;1.0
45082;Châteauneuf-sur-Loire;T03_20;45082;Châteauneuf-sur-Loire;
45085;Châtillon-Coligny;T00_30;45085;Châtillon-Coligny;4.0
45115;Courtenay;T00_30;45115;Courtenay;4.0
45145;Ferrières-en-Gâtinais;T45_20;45145;Ferrières-en-Gâtinais;3.0
45146;La Ferté-Saint-Aubin;T03_20;45146;La Ferté-Saint-Aubin;
45187;Lorris;T00_30;45187;Lorris;4.0
45191;Le Malesherbois;T45_20;45191;Le Malesherbois;3.0
45203;Meung-sur-Loire;T03_20;45203;Meung-sur-Loire;
45224;Neuville-aux-Bois;T03_20;45224;Neuville-aux-Bois;
45248;Patay;T03_20;45248;Patay;
45258;Puiseaux;T45_20;45258;Puiseaux;3.0
45315;Sully-sur-Loire;T01_10;45315;Sully-sur-Loire;1.0
46029;Biars-sur-Cère;T01_10;46029;Biars-sur-Cère;1.0
46038;Bretenoux;T01_10;46038;Bretenoux;1.0
46045;Cajarc;T00_30;46045;Cajarc;4.0
46063;Castelnau-Montratier;T02_20;46063;Castelnau Montratier-Sainte Alauzie;2.0
46066;Cazals;T00_30;46066;Cazals;4.0
46127;Gourdon;T01_10;46127;Gourdon;1.0
46128;Gramat;T01_10;46128;Gramat;1.0
46143;Lacapelle-Marival;T00_30;46143;Lacapelle-Marival;4.0
46148;Lalbenque;T02_20;46148;Lalbenque;2.0
46173;Limogne-en-Quercy;T00_30;46173;Limogne-en-Quercy;4.0
46182;Luzech;T02_20;46182;Luzech;2.0
46185;Martel;T00_30;46185;Martel;4.0
46201;Montcuq-en-Quercy-Blanc;T00_30;46201;Montcuq-en-Quercy-Blanc;4.0
46225;Prayssac;T00_30;46225;Prayssac;4.0
46231;Puy-l'Évêque;T00_30;46231;Puy-l'Évêque;4.0
46251;Saint-Céré;N/A - résultat non disponible;46251;Saint-Céré;
46297;Salviac;T01_20;46297;Salviac;1.0
46309;Souillac;T01_10;46309;Souillac;1.0
46330;Vayrac;T01_20;46330;Vayrac;1.0
47004;Aiguillon;T00_30;47004;Aiguillon;4.0
47015;Astaffort;T02_20;47015;Astaffort;2.0
47021;Barbaste;T01_20;47021;Barbaste;1.0
47048;Cancon;T02_20;47048;Cancon;2.0
47052;Casteljaloux;T01_10;47052;Casteljaloux;1.0
47054;Castelmoron-sur-Lot;T00_30;47054;Castelmoron-sur-Lot;4.0
47057;Castillonnès;T00_30;47057;Castillonnès;4.0
47078;Damazan;T00_30;47078;Damazan;4.0
47086;Duras;T00_30;47086;Duras;4.0
47106;Fumel;T01_10;47106;Fumel;1.0
47143;Lavardac;T01_10;47143;Lavardac;1.0
47168;Miramont-de-Guyenne;T01_10;47168;Miramont-de-Guyenne;1.0
47175;Monflanquin;T02_20;47175;Monflanquin;2.0
47179;Monsempron-Libos;T01_10;47179;Monsempron-Libos;1.0
47195;Nérac;T01_10;47195;Nérac;1.0
47210;Port-Sainte-Marie;T00_30;47210;Port-Sainte-Marie;4.0
47252;Sainte-Livrade-sur-Lot;T02_20;47252;Sainte-Livrade-sur-Lot;2.0
47324;Villeréal;T00_30;47324;Villeréal;4.0
48017;Banassac-Canilhac;T00_30;48017;Banassac-Canilhac;4.0
48034;La Canourgue;T00_30;48034;La Canourgue;4.0
48038;Bel-Air-Val-d'Ance;T00_30;48038;Bel-Air-Val-d'Ance;4.0
48039;Chanac;T01_20;48039;Chanac;1.0
48061;Florac Trois Rivières;T00_30;48061;Florac Trois Rivières;4.0
48075;Ispagnac;T01_20;48075;Ispagnac;1.0
48080;Langogne;T00_30;48080;Langogne;4.0
48092;Marvejols;T01_10;48092;Marvejols;1.0
48094;Massegros Causses Gorges;T00_30;48094;Massegros Causses Gorges;4.0
48096;Meyrueis;T00_30;48096;Meyrueis;4.0
48099;Bourgs sur Colagne;T01_10;48099;Bourgs sur Colagne;1.0
48140;Saint-Chély-d'Apcher;T01_10;48140;Saint-Chély-d'Apcher;1.0
48146;Gorges du Tarn Causses;T00_30;48146;Gorges du Tarn Causses;4.0
48156;Saint-Germain-du-Teil;T00_30;48156;Saint-Germain-du-Teil;4.0
49002;Allonnes;T02_20;49002;Allonnes;2.0
49018;Baugé-en-Anjou;T01_10;49018;Baugé-en-Anjou;1.0
49063;Chalonnes-sur-Loire;T03_20;49063;Chalonnes-sur-Loire;
49080;Les Hauts-d'Anjou;T03_20;49080;Les Hauts-d'Anjou;
49125;Doué-en-Anjou;T01_10;49125;Doué-en-Anjou;1.0
49127;Durtal;T01_10;49127;Durtal;1.0
49180;Longué-Jumelles;T01_10;49180;Longué-Jumelles;1.0
49215;Montreuil-Bellay;T02_20;49215;Montreuil-Bellay;2.0
49228;Noyant-Villages;T00_30;49228;Noyant-Villages;4.0
49244;Mauges-sur-Loire;T01_10;49244;Mauges-sur-Loire;1.0
49248;Ombrée d'Anjou;T01_20;49248;Ombrée d'Anjou;1.0
49261;Gennes-Val-de-Loire;T02_20;49261;Gennes-Val-de-Loire;2.0
49331;Segré-en-Anjou Bleu;T01_10;49331;Segré-en-Anjou Bleu;1.0
49373;Lys-Haut-Layon;T00_30;49373;Lys-Haut-Layon;4.0
50003;Agon-Coutainville;T01_20;50003;Agon-Coutainville;1.0
50025;Avranches;T01_10;50025;Avranches;1.0
50031;Barneville-Carteret;T00_30;50031;Barneville-Carteret;4.0
50041;La Hague;T02_20;50041;La Hague;2.0
50074;Brécey;T00_30;50074;Brécey;4.0
50076;Bréhal;T01_20;50076;Bréhal;1.0
50082;Bricquebec-en-Cotentin;T02_20;50082;Bricquebec-en-Cotentin;2.0
50099;Carentan-les-Marais;T01_10;50099;Carentan-les-Marais;1.0
50139;Condé-sur-Vire;T02_20;50139;Condé-sur-Vire;2.0
50147;Coutances;T01_10;50147;Coutances;1.0
50197;Gavray-sur-Sienne;T00_30;50197;Gavray-sur-Sienne;4.0
50218;Granville;T01_10;50218;Granville;1.0
50236;La Haye;T00_30;50236;La Haye;4.0
50237;La Haye-Pesnel;T01_20;50237;La Haye-Pesnel;1.0
50267;Lessay;T01_10;50267;Lessay;1.0
50292;Marigny-Le-Lozon;T02_20;50292;Marigny-Le-Lozon;2.0
50341;Montebourg;T00_30;50341;Montebourg;4.0
50359;Mortain-Bocage;T00_30;50359;Mortain-Bocage;4.0
50393;Percy-en-Normandie;T00_30;50393;Percy-en-Normandie;4.0
50394;Périers;T00_30;50394;Périers;4.0
50400;Picauville;T00_30;50400;Picauville;4.0
50402;Les Pieux;T02_20;50402;Les Pieux;2.0
50410;Pontorson;T01_10;50410;Pontorson;1.0
50412;Port-Bail-sur-Mer;T00_30;50412;Port-Bail-sur-Mer;4.0
50417;Quettehou;T00_30;50417;Quettehou;4.0
50484;Saint-Hilaire-du-Harcouët;T01_10;50484;Saint-Hilaire-du-Harcouët;1.0
50487;Saint-James;T00_30;50487;Saint-James;4.0
50523;Sainte-Mère-Église;T00_30;50523;Sainte-Mère-Église;4.0
50539;Saint-Pierre-Église;T02_20;50539;Saint-Pierre-Église;2.0
50551;Saint-Sauveur-le-Vicomte;T00_30;50551;Saint-Sauveur-le-Vicomte;4.0
50562;Saint-Vaast-la-Hougue;T00_30;50562;Saint-Vaast-la-Hougue;4.0
50565;Sartilly-Baie-Bocage;T01_20;50565;Sartilly-Baie-Bocage;1.0
50582;Sourdeval;T01_20;50582;Sourdeval;1.0
50591;Le Teilleul;T00_30;50591;Le Teilleul;4.0
50601;Torigny-les-Villes;T02_20;50601;Torigny-les-Villes;2.0
50615;Valognes;T02_20;50615;Valognes;2.0
50639;Villedieu-les-Poêles-Rouffigny;T01_10;50639;Villedieu-les-Poêles-Rouffigny;1.0
51217;Dormans;T00_30;51217;Dormans;4.0
51248;Fère-Champenoise;T00_30;51248;Fère-Champenoise;4.0
51250;Fismes;T03_20;51250;Fismes;
51380;Montmirail;T01_10;51380;Montmirail;1.0
51388;Mourmelon-le-Grand;T01_10;51388;Mourmelon-le-Grand;1.0
51423;Pargny-sur-Saulx;T01_20;51423;Pargny-sur-Saulx;1.0
51507;Sainte-Menehould;T01_10;51507;Sainte-Menehould;1.0
51531;Sermaize-les-Bains;T00_30;51531;Sermaize-les-Bains;4.0
51535;Sézanne;T01_10;51535;Sézanne;1.0
51612;Blancs-Coteaux;T01_10;51612;Blancs-Coteaux;1.0
52008;Andelot-Blancheville;T02_20;52008;Andelot-Blancheville;2.0
52017;Arc-en-Barrois;T02_20;52017;Arc-en-Barrois;2.0
52050;Biesles;T02_20;52050;Biesles;2.0
52058;Bologne;T02_20;52058;Bologne;2.0
52060;Bourbonne-les-Bains;T00_30;52060;Bourbonne-les-Bains;4.0
52064;Bourmont-entre-Meuse-et-Mouzon;T00_30;52064;Bourmont-entre-Meuse-et-Mouzon;4.0
52074;Breuvannes-en-Bassigny;T00_30;52074;Breuvannes-en-Bassigny;4.0
52093;Chalindrey;T01_20;52093;Chalindrey;1.0
52114;Châteauvillain;T02_20;52114;Châteauvillain;2.0
52177;Doulaincourt-Saucourt;T00_30;52177;Doulaincourt-Saucourt;4.0
52197;Fayl-Billot;T00_30;52197;Fayl-Billot;4.0
52211;Froncles;T02_20;52211;Froncles;2.0
52247;Illoud;T00_30;52247;Illoud;4.0
52250;Joinville;T01_10;52250;Joinville;1.0
52269;Langres;T01_10;52269;Langres;1.0
52331;La Porte du Der;T02_20;52331;La Porte du Der;2.0
52353;Nogent;T02_20;52353;Nogent;2.0
52405;Le Montsaugeonnais;T00_30;52405;Le Montsaugeonnais;4.0
52444;Saint-Blin;T00_30;52444;Saint-Blin;4.0
52550;Wassy;T02_20;52550;Wassy;2.0
53003;Ambrières-les-Vallées;T01_20;53003;Ambrières-les-Vallées;1.0
53062;Château-Gontier-sur-Mayenne;T01_10;53062;Château-Gontier-sur-Mayenne;1.0
53077;Cossé-le-Vivien;T02_20;53077;Cossé-le-Vivien;2.0
53084;Craon;T01_10;53084;Craon;1.0
53096;Ernée;T01_10;53096;Ernée;1.0
53097;Évron;T01_10;53097;Évron;1.0
53107;Gorron;T01_10;53107;Gorron;1.0
53127;Lassay-les-Châteaux;T00_30;53127;Lassay-les-Châteaux;4.0
53147;Mayenne;T01_10;53147;Mayenne;1.0
53152;Meslay-du-Maine;T02_20;53152;Meslay-du-Maine;2.0
53161;Montsûrs;T02_20;53161;Montsûrs;2.0
53182;Port-Brillet;T02_20;53182;Port-Brillet;2.0
53185;Pré-en-Pail-Saint-Samson;T00_30;53185;Pré-en-Pail-Saint-Samson;4.0
53188;Renazé;T00_30;53188;Renazé;4.0
53271;Villaines-la-Juhel;T01_10;53271;Villaines-la-Juhel;1.0
54039;Baccarat;T01_10;54039;Baccarat;1.0
54076;Blainville-sur-l'Eau;T03_20;54076;Blainville-sur-l'Eau;
54099;Val de Briey;T01_10;54099;Val de Briey;1.0
54129;Cirey-sur-Vezouze;T00_30;54129;Cirey-sur-Vezouze;4.0
54135;Colombey-les-Belles;T03_20;54135;Colombey-les-Belles;
54263;Homécourt;T01_10;54263;Homécourt;1.0
54273;Jarny;T01_10;54273;Jarny;1.0
54280;Jœuf;T01_10;54280;Jœuf;1.0
54322;Longuyon;T00_30;54322;Longuyon;4.0
54397;Neuves-Maisons;T03_20;54397;Neuves-Maisons;
54400;Nomeny;T03_20;54400;Nomeny;
54425;Piennes;T00_30;54425;Piennes;4.0
54431;Pont-à-Mousson;T01_10;54431;Pont-à-Mousson;1.0
54432;Pont-Saint-Vincent;T03_20;54432;Pont-Saint-Vincent;
54563;Vézelise;T03_20;54563;Vézelise;
55063;Bouligny;T00_30;55063;Bouligny;4.0
55122;Commercy;T01_10;55122;Commercy;1.0
55181;Étain;T01_10;55181;Étain;1.0
55291;Ligny-en-Barrois;T02_20;55291;Ligny-en-Barrois;2.0
55351;Montmédy;T00_30;55351;Montmédy;4.0
55427;Revigny-sur-Ornain;T02_20;55427;Revigny-sur-Ornain;2.0
55463;Saint-Mihiel;T01_10;55463;Saint-Mihiel;1.0
55502;Stenay;T00_30;55502;Stenay;4.0
55533;Vaucouleurs;T00_30;55533;Vaucouleurs;4.0
56001;Allaire;T01_20;56001;Allaire;1.0
56007;Auray;T01_10;56007;Auray;1.0
56010;Baud;T01_10;56010;Baud;1.0
56053;Elven;T02_20;56053;Elven;2.0
56057;Le Faouët;T00_30;56057;Le Faouët;4.0
56061;La Gacilly;T00_30;56061;La Gacilly;4.0
56066;Gourin;T01_10;56066;Gourin;1.0
56067;Grand-Champ;T02_20;56067;Grand-Champ;2.0
56073;Guémené-sur-Scorff;T00_30;56073;Guémené-sur-Scorff;4.0
56075;Guer;T01_10;56075;Guer;1.0
56083;Hennebont;T03_20;56083;Hennebont;
56091;Josselin;T01_10;56091;Josselin;1.0
56101;Languidic;T03_20;56101;Languidic;
56117;Locminé;T01_10;56117;Locminé;1.0
56123;Malansac;T00_30;56123;Malansac;4.0
56127;Mauron;T00_30;56127;Mauron;4.0
