code_insee;taux_evolution;taux_evolution_due_solde_migratoire;taux_evolution_due_solde_naturel;nombre_d_equipements_culturels;nombre_d_equipements_sportifs;nombre_de_festivals
48080;-0.16;1.1;-1.26;6.0;19;1.0
48140;-0.24;0.35;-0.59;5.0;29;0.0
49180;-0.38;-0.1;-0.28;6.0;18;0.0
49228;-0.76;-0.18;-0.59;25.0;44;1.0
49248;-0.24;0.12;-0.36;14.0;56;0.0
50031;-0.2;1.77;-1.98;5.0;11;0.0
50139;0.1;-0.04;0.14;2.0;14;0.0
50236;-0.18;0.5;-0.68;4.0;14;0.0
50359;-0.39;0.87;-1.26;4.0;15;0.0
50402;0.55;0.34;0.21;1.0;15;0.0
50417;0.01;0.27;-0.26;2.0;2;0.0
50523;-0.96;0.19;-1.15;9.0;10;0.0
51507;0.01;1.14;-1.13;8.0;28;0.0
51612;-1;0.49;-1.49;1.0;20;0.0
52050;-0.45;-0.56;0.11;2.0;9;0.0
52074;-0.37;0.02;-0.39;6.0;5;0.0
52269;-0.19;0.09;-0.28;54.0;26;6.0
53003;-1.07;0.01;-1.08;4.0;17;0.0
53084;-0.28;0.91;-1.19;7.0;23;1.0
53096;-0.53;0.31;-0.84;8.0;24;0.0
53107;-0.72;0.82;-1.54;3.0;17;0.0
53161;-0.62;-0.2;-0.41;8.0;15;0.0
54263;0.24;0.31;-0.07;1.0;14;0.0
54322;-0.65;-0.06;-0.59;2.0;15;0.0
55427;-1.25;-1.28;0.03;2.0;12;0.0
55463;-1.07;-0.06;-1.01;22.0;18;0.0
56001;0.36;1.25;-0.9;3.0;19;3.0
56057;-0.04;1.93;-1.97;12.0;14;0.0
56127;0.35;1.63;-1.29;2.0;17;0.0
56165;-0.14;0.41;-0.55;26.0;43;0.0
57207;-0.66;-0.77;0.11;0.0;22;0.0
58046;-0.84;0.8;-1.63;2.0;8;0.0
58062;-1.16;-0.37;-0.79;6.0;11;1.0
58083;-1.85;0.33;-2.19;4.0;7;3.0
58095;-1.45;0.03;-1.48;8.0;17;3.0
58227;-1.04;0.73;-1.77;5.0;5;0.0
58267;-1.09;0.95;-2.04;2.0;4;0.0
59015;0.65;1.1;-0.45;1.0;12;0.0
59035;-1.54;-1.25;-0.3;1.0;8;0.0
59037;-0.1;0.05;-0.15;1.0;15;0.0
59053;-0.46;0.17;-0.63;7.0;16;0.0
59331;-0.26;-0.01;-0.25;1.0;13;1.0
59481;-0.52;0.4;-0.93;5.0;16;0.0
60104;-1.44;-1.4;-0.04;5.0;21;0.0
60157;-0.12;0.31;-0.42;12.0;26;3.0
61230;-1.01;0.16;-1.17;8.0;15;0.0
61339;-0.55;0;-0.55;6.0;11;0.0
61464;-0.07;1.61;-1.68;15.0;14;1.0
61483;0.04;1.46;-1.42;5.0;10;3.0
61508;-1.86;0.28;-2.15;2.0;9;0.0
62063;-1.79;-1.92;0.13;3.0;3;0.0
62268;-0.63;-0.3;-0.33;3.0;16;0.0
62516;-0.34;-0.37;0.02;7.0;25;1.0
62588;-1.97;0.15;-2.12;19.0;5;1.0
63281;-0.83;2.22;-3.05;2.0;10;1.0
63291;-0.09;0.25;-0.33;3.0;13;0.0
63354;-1.13;0.27;-1.4;2.0;12;1.0
64371;-0.08;1.14;-1.23;6.0;17;1.0
64416;0.14;2.06;-1.91;5.0;13;1.0
64430;0.02;0.69;-0.67;17.0;65;2.0
64453;-0.07;1.08;-1.16;3.0;18;0.0
64485;-0.87;0.84;-1.71;8.0;20;0.0
65025;-0.74;0.8;-1.54;4.0;13;1.0
65375;-0.25;2.3;-2.55;2.0;8;0.0
65389;0.66;2.26;-1.6;2.0;5;0.0
66016;-0.35;1.22;-1.58;5.0;21;1.0
66071;0.37;0.53;-0.15;4.0;7;0.0
66124;-1.54;-1.37;-0.18;8.0;27;0.0
66148;-0.92;0.29;-1.21;13.0;16;2.0
66164;0.79;0.85;-0.05;5.0;22;0.0
66180;-0.48;-0.01;-0.46;1.0;25;0.0
66210;1.67;2.2;-0.53;4.0;23;2.0
67021;-0.22;-0.23;0.02;6.0;18;0.0
67061;-1.53;-1;-0.52;21.0;15;1.0
67101;0.18;1.04;-0.86;6.0;4;0.0
67414;-0.69;-0.17;-0.51;1.0;1;0.0
67507;-0.64;0.16;-0.8;5.0;10;0.0
68068;0.09;0.65;-0.56;2.0;10;0.0
68201;-0.65;0.28;-0.92;11.0;17;1.0
68226;0.37;1.43;-1.05;10.0;23;2.0
68249;-0.58;-0.12;-0.46;4.0;12;0.0
68298;-0.28;0.21;-0.49;13.0;18;2.0
68334;-0.28;0.06;-0.34;18.0;22;0.0
69141;1.97;1.88;0.09;11.0;19;2.0
70122;-0.93;0.03;-0.96;14.0;10;0.0
71073;-0.64;-0.11;-0.53;7.0;21;1.0
71133;-0.8;0.75;-1.54;4.0;17;2.0
71289;1.36;1.31;0.05;2.0;12;0.0
71394;0.4;1.17;-0.78;2.0;4;1.0
72023;0.56;1.31;-0.74;4.0;14;0.0
72035;-1.45;-0.27;-1.18;2.0;11;0.0
72039;-0.61;0.08;-0.69;3.0;13;0.0
72189;-1.13;0.87;-2;2.0;12;0.0
72223;-0.26;-0.44;0.18;2.0;13;0.0
73236;-0.13;0.06;-0.18;3.0;10;0.0
73270;0.97;0.96;0.01;3.0;14;0.0
73303;0.25;0.49;-0.24;2.0;21;0.0
74026;0.46;-0.29;0.74;1.0;11;0.0
74056;-0.5;-0.82;0.32;10.0;30;5.0
74081;-0.36;-0.94;0.58;8.0;17;0.0
74256;1.09;0.9;0.2;5.0;30;1.0
76051;0.07;-0.26;0.33;1.0;11;0.0
76114;-0.06;-0.09;0.03;10.0;18;0.0
76164;-0.26;0.63;-0.88;30.0;22;0.0
76400;-0.09;1.33;-1.42;2.0;4;0.0
76758;-0.97;-0.34;-0.63;10.0;23;0.0
77327;0.58;0.02;0.57;4.0;17;0.0
77475;0.35;-0.05;0.4;0.0;9;0.0
79013;0.01;1.06;-1.06;12.0;18;0.0
79062;0.05;0.28;-0.23;2.0;24;1.0
79148;-0.45;1.33;-1.78;1.0;11;0.0
79311;-0.4;0.99;-1.39;2.0;13;0.0
80010;-0.81;-0.71;-0.1;1.0;14;0.0
80222;-1.36;0.06;-1.41;1.0;7;0.0
80318;0.39;0.45;-0.06;3.0;20;0.0
80606;-0.65;0.37;-1.02;2.0;7;0.0
81037;0.06;1.16;-1.1;2.0;10;0.0
81060;0.76;1.51;-0.76;7.0;33;1.0
81140;0.2;0.44;-0.24;12.0;32;0.0
81220;0.98;1.09;-0.11;14.0;10;1.0
82087;-0.15;0.11;-0.26;4.0;15;0.0
82097;0.82;2.58;-1.76;1.0;7;0.0
82112;1.49;1.57;-0.08;16.0;44;0.0
82115;0.68;1.17;-0.49;2.0;9;0.0
82155;0.46;1.57;-1.11;21.0;16;2.0
83012;-0.25;0.59;-0.84;4.0;13;3.0
83031;0.88;0.89;-0.01;4.0;10;1.0
83071;1.98;2.5;-0.52;2.0;33;3.0
84019;-0.01;-0.23;0.21;18.0;39;1.0
84026;0.55;0.88;-0.34;4.0;9;0.0
84138;-0.26;0.28;-0.54;11.0;29;3.0
85059;0.39;1.95;-1.56;7.0;20;0.0
85215;0.32;0.32;0;3.0;10;0.0
86082;-0.19;0.18;-0.38;9.0;22;2.0
86137;0.01;1.03;-1.02;23.0;25;6.0
87064;0.31;1.67;-1.35;8.0;9;3.0
87161;-1.11;0.12;-1.23;19.0;16;1.0
88029;-1.3;-0.17;-1.12;4.0;8;0.0
88321;-0.09;0.68;-0.77;28.0;26;0.0
88372;-0.95;-0.33;-0.63;9.0;22;1.0
88487;-0.15;0.61;-0.76;5.0;10;0.0
88516;-1.39;-0.54;-0.85;11.0;28;0.0
89344;-1.8;-0.08;-1.72;8.0;10;0.0
91016;0.79;0.21;0.57;2.0;10;0.0
91105;0.7;0.33;0.37;1.0;23;0.0
95250;0.62;-0.32;0.94;4.0;14;0.0
97106;-1.54;-1.25;-0.29;5.0;21;0.0
97202;0.07;0.35;-0.28;3.0;9;0.0
97204;-0.77;-0.61;-0.15;4.0;13;1.0
97225;-0.36;-0.46;0.1;18.0;9;0.0
97403;0.78;0.41;0.37;2.0;25;1.0
97406;1.72;0.75;0.97;2.0;8;0.0
01034;0.33;0.66;-0.32;16.0;23;1.0
01072;0.87;1.03;-0.15;1.0;13;1.0
01074;1.03;1.19;-0.16;4.0;11;0.0
01304;0.02;0.29;-0.27;2.0;15;0.0
01333;1.23;1.25;-0.02;2.0;15;0.0
01457;1.59;1.5;0.09;2.0;13;0.0
02110;-0.09;0.83;-0.92;4.0;10;1.0
02304;-0.02;0.74;-0.77;6.0;25;0.0
02361;-1.35;-0.52;-0.83;9.0;27;1.0
03043;0.08;0.35;-0.26;5.0;7;1.0
03128;-0.52;-0.54;0.02;4.0;6;0.0
04018;1.64;3;-1.36;4.0;9;1.0
04143;0.36;1.19;-0.84;2.0;15;0.0
05017;0.71;0.26;0.45;1.0;13;2.0
07064;-1.17;0.2;-1.38;2.0;21;2.0
07319;0.87;0.78;0.1;5.0;17;0.0
07349;-1.07;-0.41;-0.66;5.0;13;2.0
08081;-0.76;-0.68;-0.08;3.0;23;1.0
08362;-0.74;-0.61;-0.13;6.0;34;1.0
08486;-0.98;-0.75;-0.23;2.0;9;0.0
10323;0.31;0.37;-0.06;5.0;37;0.0
11049;-0.08;0.81;-0.89;5.0;14;1.0
11106;-0.27;-0.06;-0.21;4.0;19;2.0
11116;0.36;0.92;-0.56;2.0;7;0.0
11315;-0.21;0.78;-0.99;4.0;8;0.0
11397;-0.52;-0.31;-0.21;3.0;17;1.0
12094;-1.02;1.91;-2.93;4.0;8;2.0
12096;0.29;1.18;-0.9;13.0;16;1.0
12138;0.35;1.49;-1.14;4.0;6;0.0
12164;-2.15;1.43;-3.58;8.0;5;0.0
12185;-0.16;1.21;-1.37;3.0;9;1.0
12199;0.75;1.26;-0.51;1.0;10;0.0
12298;1.11;1.28;-0.16;3.0;3;0.0
13097;0.07;-0.21;0.28;5.0;31;2.0
14047;-1.11;-0.47;-0.64;35.0;39;2.0
14191;0.08;1.79;-1.72;2.0;15;1.0
14229;0.23;1.39;-1.15;1.0;10;0.0
14478;-1.63;-0.22;-1.41;10.0;11;0.0
14515;-0.39;0.91;-1.3;4.0;10;1.0
14692;1.11;0.33;0.78;5.0;7;0.0
14752;0.13;1.22;-1.09;2.0;16;0.0
15045;-1.47;0.66;-2.13;6.0;8;0.0
15120;-0.7;0.95;-1.65;9.0;21;0.0
15138;-1.41;0.91;-2.32;14.0;9;0.0
15202;-1.83;-1.19;-0.64;5.0;5;0.0
15215;-0.58;-0.74;0.16;4.0;4;0.0
16005;-0.3;1.78;-2.08;1.0;6;0.0
16073;0.08;1.64;-1.56;4.0;10;1.0
16206;0.24;1.6;-1.37;1.0;14;0.0
16223;-0.52;1.13;-1.65;9.0;8;1.0
16230;-0.81;0.47;-1.27;5.0;15;2.0
16292;-0.6;0.73;-1.34;6.0;15;0.0
17397;0.18;1.48;-1.3;6.0;16;0.0
18003;-0.29;0.5;-0.79;2.0;5;2.0
18018;1.34;0.89;0.45;3.0;22;0.0
18023;-1.02;-1.07;0.05;1.0;8;0.0
18108;-0.82;0.15;-0.97;4.0;16;0.0
18242;-0.97;0.17;-1.14;3.0;13;0.0
19121;0.2;1.17;-0.97;3.0;10;0.0
21103;-0.09;-0.01;-0.08;3.0;12;0.0
21154;-0.02;0.83;-0.85;28.0;25;0.0
21425;-1.77;-0.88;-0.89;11.0;25;0.0
21607;-0.66;0.33;-0.99;6.0;19;1.0
22084;0.32;0.26;0.06;5.0;16;0.0
22121;0.9;2.01;-1.11;0.0;11;1.0
22158;0.26;1;-0.75;8.0;20;0.0
22207;0.54;1.77;-1.23;8.0;7;0.0
22262;-0.15;1.48;-1.64;18.0;23;2.0
22321;-1.25;0.12;-1.37;7.0;13;0.0
23001;-0.17;1.03;-1.2;6.0;16;0.0
23013;-1.17;0.75;-1.92;2.0;21;0.0
23076;-1.14;0.62;-1.76;7.0;11;0.0
24164;0.16;2.9;-2.74;5.0;15;2.0
24520;-0.41;0.39;-0.8;78.0;41;4.0
25475;-0.61;1.21;-1.83;2.0;8;1.0
26166;0.34;-0.06;0.4;5.0;11;0.0
27103;1.95;2.36;-0.41;2.0;15;0.0
27105;1.37;0.94;0.43;4.0;13;0.0
27198;0.15;-0.02;0.17;7.0;43;0.0
27213;-0.22;-0.65;0.43;11.0;21;1.0
27275;-0.54;-1.3;0.76;6.0;14;0.0
27507;0.15;0.35;-0.2;2.0;16;0.0
27629;-0.5;-0.49;-0.01;2.0;8;0.0
27679;-1.85;-1.25;-0.6;19.0;44;1.0
28018;-0.45;0.88;-1.34;1.0;8;1.0
28059;-0.38;0.65;-1.03;2.0;8;0.0
28116;-0.02;0.53;-0.55;4.0;15;0.0
28199;-0.37;0.26;-0.63;4.0;9;0.0
28348;0.08;0.38;-0.3;3.0;13;1.0
29003;-0.05;1.62;-1.67;5.0;10;1.0
29046;-0.05;1.21;-1.26;13.0;49;6.0
29135;-0.07;1.14;-1.22;5.0;20;1.0
29163;0.59;0.91;-0.33;3.0;16;0.0
29195;0.49;0.99;-0.5;5.0;16;0.0
2A041;1.21;0.98;0.23;26.0;11;1.0
2A348;1.09;2.04;-0.95;7.0;6;1.0
2B050;1.12;0.56;0.56;7.0;23;5.0
30010;-0.67;0.39;-1.06;5.0;11;1.0
30029;0.37;1.43;-1.06;4.0;11;1.0
30212;-0.47;-0.88;0.41;8.0;7;0.0
30259;1.69;1.83;-0.14;3.0;8;0.0
30350;-0.83;0.52;-1.35;10.0;17;4.0
31028;0.56;0.93;-0.37;7.0;11;0.0
31042;-1.69;-0.12;-1.57;16.0;13;0.0
31107;0.7;1.04;-0.34;4.0;16;0.0
31523;-0.72;0.84;-1.56;2.0;13;0.0
31584;0.83;0.88;-0.06;4.0;25;1.0
32119;0.62;1.59;-0.97;9.0;23;2.0
32160;1.42;1.18;0.23;6.0;29;1.0
32213;0.41;1.23;-0.82;4.0;10;0.0
32462;0.44;1.78;-1.34;4.0;13;3.0
33036;0.23;1.08;-0.85;13.0;25;2.0
33140;1.07;1.1;-0.03;3.0;11;2.0
33240;0.42;0.83;-0.41;3.0;21;0.0
33327;0.61;1.87;-1.26;7.0;14;1.0
34069;0.76;0.7;0.06;5.0;10;0.0
34142;-0.27;0.38;-0.65;22.0;23;1.0
34162;0.69;0.84;-0.15;7.0;12;0.0
35019;0.63;1.38;-0.75;6.0;3;1.0
35072;0.01;-0.23;0.24;2.0;7;1.0
35109;0.61;0.41;0.21;1.0;4;0.0
35124;0;N/A - division par 0;N/A - division par 0;4.0;7;0.0
35167;0.02;0.67;-0.65;1.0;6;0.0
35168;0.1;0.28;-0.17;4.0;10;1.0
35173;2.9;2.32;0.58;1.0;13;2.0
35284;1.35;1.34;0.01;2.0;7;0.0
36141;-0.12;0.35;-0.47;4.0;11;1.0
37020;-0.36;-0.16;-0.2;15.0;5;4.0
37167;1.74;1.44;0.3;3.0;6;0.0
38052;-0.93;-0.03;-0.9;5.0;10;0.0
38130;0.21;0.81;-0.6;15.0;20;1.0
38138;0.88;1.13;-0.25;22.0;18;0.0
38517;0.11;0.29;-0.18;14.0;15;0.0
39368;-0.7;-1.04;0.33;6.0;22;2.0
40110;1.88;4.3;-2.42;3.0;5;1.0
40134;0.72;0.84;-0.12;3.0;13;0.0
40224;0.26;1.05;-0.79;8.0;21;0.0
40245;0.68;1.82;-1.14;5.0;7;0.0
41025;0.47;2.07;-1.6;1.0;8;0.0
41095;-0.91;-0.55;-0.37;5.0;2;0.0
41173;-0.36;-0.22;-0.14;12.0;15;0.0
42156;0.53;1.79;-1.25;1.0;4;1.0
42159;-0.3;1.33;-1.64;3.0;9;0.0
42304;1.03;0.22;0.81;4.0;10;1.0
43051;-0.82;0.2;-1.01;2.0;19;6.0
43077;-0.74;-0.47;-0.27;2.0;5;0.0
43111;-0.47;0.26;-0.73;2.0;7;0.0
43163;0.07;1.03;-0.96;3.0;5;0.0
44067;0.03;0.65;-0.62;4.0;28;0.0
44098;1.03;1.06;-0.03;3.0;13;0.0
44113;0.57;0.92;-0.35;6.0;18;1.0
44158;1.9;1.34;0.56;3.0;14;0.0
44213;0.07;-0.11;0.17;5.0;25;1.0
45030;0.03;1.8;-1.77;3.0;12;0.0
45187;0.49;1.33;-0.84;4.0;13;1.0
45258;-0.05;0.27;-0.33;5.0;13;0.0
46201;0.92;1.74;-0.82;6.0;10;2.0
46225;0.05;1.58;-1.53;5.0;11;1.0
46231;-0.87;1.42;-2.29;6.0;11;1.0
47021;-0.02;0.54;-0.56;5.0;12;0.0
47052;-0.5;0.82;-1.31;7.0;24;0.0
47054;0.66;2.82;-2.15;2.0;9;0.0
47106;-0.58;0.44;-1.02;5.0;28;1.0
48061;0.06;0.33;-0.26;3.0;13;3.0
48092;-0.36;0.51;-0.87;11.0;30;0.0
48094;-0.42;0.32;-0.74;3.0;14;0.0
48099;-0.6;-0.1;-0.49;6.0;16;0.0
49002;-0.58;-0.42;-0.16;2.0;18;0.0
49215;-1.24;-0.84;-0.4;18.0;22;3.0
49261;-0.29;-0.23;-0.06;43.0;54;2.0
49373;-0.29;-0.13;-0.16;8.0;21;0.0
50147;-0.65;0.37;-1.02;24.0;43;4.0
50267;-0.04;0.38;-0.41;2.0;15;2.0
50393;0.03;0.94;-0.91;3.0;7;0.0
53188;-0.13;0.86;-0.99;3.0;13;0.0
54135;-0.17;0.29;-0.46;1.0;9;0.0
54425;-0.13;-0.14;0.01;3.0;7;0.0
54432;-0.84;-0.99;0.15;1.0;7;0.0
55502;-1.74;-0.27;-1.46;8.0;17;0.0
56053;1.99;1.65;0.34;4.0;12;1.0
56073;-0.09;2.74;-2.83;6.0;15;1.0
56075;-0.62;-0.94;0.31;6.0;34;1.0
56101;0.58;0.36;0.22;4.0;15;0.0
56143;0.18;1.04;-0.86;2.0;18;2.0
56166;0.75;0.9;-0.15;3.0;19;0.0
56190;-0.05;0;-0.05;4.0;13;0.0
56198;-0.79;-0.64;-0.15;2.0;18;0.0
56222;0.58;1.26;-0.68;3.0;22;0.0
56244;1.2;1.35;-0.15;4.0;12;0.0
57160;-0.95;-0.6;-0.36;1.0;53;2.0
57240;-0.04;0.08;-0.12;4.0;48;0.0
58134;-1.34;-0.04;-1.3;1.0;18;0.0
58218;-0.34;0.77;-1.12;3.0;7;0.0
59136;-0.25;-0.05;-0.2;9.0;17;1.0
59153;-0.41;-0.47;0.06;15.0;20;1.0
59525;-0.9;-0.78;-0.12;1.0;12;0.0
60471;-1.11;-1.4;0.29;16.0;41;0.0
61063;-0.32;1.08;-1.39;2.0;7;1.0
61168;-1.34;-0.01;-1.33;4.0;19;1.0
61258;-1.76;-1.16;-0.59;2.0;6;0.0
61484;-1.71;-1.82;0.11;11.0;15;0.0
61486;-0.39;0.45;-0.84;9.0;23;0.0
62186;-0.39;-0.52;0.13;7.0;24;1.0
62361;-1.34;-0.31;-1.03;4.0;7;0.0
62447;0.07;1.08;-1.01;12.0;6;1.0
62534;-0.76;-0.85;0.09;2.0;14;0.0
62758;-0.43;-0.41;-0.01;6.0;32;0.0
62907;-0.61;-0.96;0.35;3.0;27;0.0
63010;-1.03;0.11;-1.14;7.0;14;0.0
63047;-0.32;-0.11;-0.21;5.0;11;3.0
63048;-0.21;1.96;-2.17;2.0;5;1.0
63103;0.27;0.52;-0.25;6.0;22;3.0
63116;-0.17;-0.12;-0.05;6.0;7;0.0
63125;-0.73;0.15;-0.88;9.0;23;0.0
63165;-0.74;0.68;-1.41;2.0;9;0.0
63236;-1.18;0.44;-1.62;5.0;24;4.0
63285;-0.16;0.75;-0.91;4.0;7;0.0
63415;1.17;2.44;-1.27;7.0;9;2.0
63457;0.7;0.57;0.13;8.0;22;1.0
64410;-1.84;-1.48;-0.36;2.0;31;3.0
64417;-0.41;0.69;-1.1;4.0;22;1.0
65304;-1.38;0.4;-1.77;5.0;15;1.0
66003;0.34;1.76;-1.42;7.0;17;2.0
66004;0.34;0.84;-0.5;3.0;12;1.0
66024;-0.71;-0.1;-0.61;4.0;13;0.0
67095;-0.34;0.29;-0.63;5.0;8;0.0
67324;0.02;0.54;-0.52;6.0;9;1.0
67434;-0.78;-0.16;-0.63;20.0;16;0.0
67520;0.43;0.67;-0.24;8.0;20;0.0
68287;-1.22;-0.84;-0.37;29.0;14;2.0
69066;-0.88;0;-0.88;2.0;15;0.0
69176;0.79;-0.02;0.81;2.0;11;0.0
69238;0.39;1.06;-0.67;4.0;10;1.0
69287;0.17;0.39;-0.22;0.0;7;0.0
70026;-0.53;-0.07;-0.46;2.0;4;2.0
70228;0.64;0.52;0.12;9.0;7;0.0
70285;-0.26;-0.25;0;6.0;41;0.0
70421;-0.27;-0.48;0.21;4.0;15;2.0
70451;-0.37;0.04;-0.41;7.0;15;1.0
70467;-1.66;-0.75;-0.92;2.0;18;0.0
71047;-1.33;0.24;-1.58;9.0;25;1.0
71157;-0.3;1.59;-1.89;5.0;6;2.0
71190;-0.64;0.41;-1.05;3.0;12;0.0
71342;0.07;1.2;-1.13;12.0;42;0.0
71543;-0.11;0.84;-0.95;27.0;25;5.0
71566;-2.92;-1.25;-1.67;2.0;8;0.0
72132;-0.14;0.6;-0.74;13.0;40;3.0
72143;0.13;2.29;-2.16;3.0;15;0.0
72179;-0.26;-0.23;-0.04;3.0;9;1.0
72180;-0.64;0.08;-0.72;6.0;31;4.0
72205;0.03;-0.39;0.42;0.0;5;0.0
72289;-0.73;-0.38;-0.35;1.0;9;0.0
73105;0.65;0.22;0.44;3.0;3;3.0
73117;0.83;1.64;-0.81;4.0;3;0.0
73171;-0.22;0.21;-0.43;4.0;19;0.0
74002;0.88;-0.08;0.96;1.0;11;0.0
74137;2.22;1.34;0.87;1.0;12;0.0
74224;-0.57;-1.13;0.55;8.0;20;1.0
74276;0.27;0.46;-0.19;6.0;10;1.0
76219;-0.38;-0.41;0.03;3.0;11;0.0
76254;-1.95;0.21;-2.17;8.0;9;1.0
76255;-1.25;-0.37;-0.88;13.0;15;1.0
76258;0.56;0.91;-0.35;3.0;15;0.0
76276;-0.67;1.13;-1.8;3.0;20;0.0
76462;-0.17;1.12;-1.29;5.0;17;0.0
76711;-1.81;-0.97;-0.84;6.0;16;2.0
77159;-1;-0.62;-0.38;4.0;9;0.0
77316;0.21;0.35;-0.15;25.0;34;4.0
77379;0.39;0.37;0.01;64.0;25;2.0
78062;0.14;-0.32;0.46;6.0;9;0.0
78531;1.91;0.95;0.96;3.0;13;0.0
79195;-0.14;-0.05;-0.09;6.0;18;0.0
79299;-0.4;0.62;-1.02;4.0;8;1.0
80182;-1.03;0.41;-1.45;2.0;13;0.0
81105;0.92;1.11;-0.19;6.0;33;2.0
81219;-0.33;0.06;-0.39;5.0;17;0.0
81271;1.46;1.17;0.29;3.0;20;1.0
82013;0.11;1.42;-1.31;8.0;24;1.0
82151;-0.73;-0.53;-0.2;4.0;2;0.0
83072;0.9;1.45;-0.54;9.0;21;0.0
83107;1.52;1.68;-0.16;9.0;43;1.0
83116;1.59;1.49;0.1;10.0;39;3.0
84003;-1.93;-1.64;-0.29;23.0;45;6.0
84069;-0.55;0.43;-0.98;3.0;8;0.0
84076;2.58;1.98;0.6;3.0;4;0.0
84088;1.8;1.81;-0.01;27.0;28;5.0
84129;0.81;0.36;0.45;12.0;35;4.0
85128;0.16;1.16;-1;11.0;38;0.0
85151;0.28;0.44;-0.17;3.0;19;0.0
85154;-0.6;-0.06;-0.54;7.0;6;0.0
86112;0.16;3.25;-3.09;2.0;10;0.0
86165;-0.49;0.78;-1.27;15.0;37;4.0
86207;0.2;0.69;-0.49;5.0;12;3.0
87059;-1.82;0.58;-2.41;7.0;8;1.0
87106;-0.37;0.39;-0.76;3.0;7;2.0
88078;-0.73;1.23;-1.96;3.0;11;1.0
88310;0.21;1.56;-1.35;0.0;6;0.0
88351;-1.3;0.02;-1.32;18.0;13;1.0
89073;-2.43;-1.17;-1.26;3.0;5;1.0
90053;0.02;0.01;0.01;1.0;9;0.0
91200;0.92;0.88;0.05;14.0;31;0.0
91232;-1.14;-1.22;0.08;3.0;14;0.0
97116;-1.5;-1.63;0.13;2.0;27;0.0
97130;-2.39;-0.97;-1.42;2.0;8;0.0
97232;-1.29;-1.27;-0.02;3.0;12;1.0
97405;0.64;0.06;0.58;11.0;27;0.0
97424;0.12;-0.5;0.63;5.0;22;0.0
97614;N/A - résultat non disponible;N/A - résultat non disponible;N/A - résultat non disponible;0.0;22;0.0
01303;0.4;0.15;0.25;2.0;14;0.0
02360;0.88;0.67;0.21;1.0;16;0.0
02543;-0.9;-0.84;-0.06;2.0;10;0.0
02720;-0.26;-0.55;0.29;1.0;18;0.0
02789;0.64;0.87;-0.23;7.0;13;1.0
04019;-0.53;0.34;-0.88;9.0;23;2.0
04166;-1.76;-0.61;-1.15;15.0;13;1.0
05046;0.6;1.41;-0.81;16.0;36;7.0
06136;0.09;1.7;-1.6;19.0;17;1.0
07042;0.35;0.79;-0.45;27.0;20;2.0
07181;0.31;0.52;-0.21;4.0;7;0.0
07341;0.35;1.81;-1.46;8.0;4;1.0
08185;-1.57;-0.7;-0.87;1.0;13;0.0
08311;-0.88;-0.12;-0.76;10.0;9;0.0
08328;-1.16;-0.8;-0.36;1.0;16;0.0
09185;0.18;0.95;-0.76;5.0;17;1.0
10401;-0.47;0.57;-1.03;4.0;10;0.0
11170;0.33;1.26;-0.93;4.0;18;1.0
11203;-0.5;-0.06;-0.43;4.0;39;1.0
11206;0.14;1.03;-0.89;15.0;47;7.0
12224;-0.06;1.83;-1.89;9.0;11;1.0
13014;0.53;0.24;0.29;6.0;28;1.0
13050;0.7;0.75;-0.06;17.0;24;3.0
13084;-0.28;-0.36;0.08;4.0;22;9.0
13110;-0.44;-0.73;0.29;5.0;24;0.0
14371;-0.83;-0.47;-0.36;31.0;14;0.0
14689;-0.4;-0.22;-0.18;3.0;22;0.0
14726;-0.98;-1.01;0.03;6.0;17;1.0
14754;-1.59;-0.6;-1;6.0;16;2.0
15001;0.75;2.89;-2.13;5.0;8;0.0
15083;0.09;0.18;-0.09;1.0;7;0.0
15134;-0.75;2.17;-2.92;3.0;10;0.0
15140;1.38;1.17;0.21;1.0;6;0.0
15141;-2.04;-0.62;-1.42;10.0;8;0.0
15153;-0.65;0.87;-1.52;4.0;12;0.0
15204;-0.07;-0.26;0.2;2.0;0;0.0
15258;0.1;1.7;-1.61;11.0;18;0.0
16028;0.16;1.33;-1.17;6.0;23;0.0
16408;-0.95;1.7;-2.64;5.0;5;0.0
17024;-1.34;0.07;-1.41;6.0;12;0.0
17127;2.1;1.67;0.43;2.0;8;0.0
17219;-0.31;0.75;-1.06;12.0;17;1.0
17236;0.44;1.62;-1.18;2.0;13;0.0
17283;0.61;1.45;-0.85;14.0;20;2.0
17284;-0.13;0.19;-0.31;4.0;11;0.0
18127;-0.45;1.39;-1.85;4.0;9;1.0
18141;-0.5;0.19;-0.68;7.0;20;0.0
18197;-0.79;0.52;-1.3;12.0;45;1.0
18207;-0.64;0.11;-0.75;4.0;15;1.0
18223;1.14;0.78;0.37;2.0;8;0.0
19028;-1.28;0.36;-1.64;3.0;16;0.0
19148;-0.62;1.5;-2.12;7.0;14;1.0
19276;-0.53;0.62;-1.15;13.0;16;4.0
21663;-0.68;-0.54;-0.14;2.0;17;0.0
21710;-0.27;3.13;-3.4;10.0;7;1.0
22020;0.14;1.9;-1.76;1.0;15;0.0
22032;0.24;0.86;-0.62;3.0;5;0.0
22172;0.12;0.85;-0.73;3.0;9;0.0
23030;-1.8;-0.3;-1.5;6.0;16;1.0
23061;-0.46;-0.13;-0.33;3.0;11;0.0
23075;-0.54;2.52;-3.06;3.0;15;0.0
