Code;Libellé;Taux d'équipements socio-culturels pour 10 000 habitants 2023;Taux d'équipements sportifs pour 1 000 habitants 2023;Nombre d'équipements sportifs 2023;Nombre d'équipements socio-culturels 2023;Nombre de licenciés sportifs pour 100 habitants 2021
28149;La Ferté-Vidame;17.2;8.6;5.0;1.0;11.5
28279;Nogent-le-Roi;2.5;4.0;16.0;1.0;17.7
28387;Thiron-Gardais;10.2;9.2;9.0;1.0;14.1
29020;Briec;3.5;3.0;17.0;2.0;22.6
29158;Penmarch;1.9;2.9;15.0;1.0;16.1
29197;Plouhinec;5.1;3.0;12.0;2.0;14.5
29199;Plouigneau;2.0;3.7;19.0;1.0;22.5
29233;Quimperlé;1.7;4.1;49.0;2.0;24.5
29260;Saint-Renan;2.4;4.1;34.0;2.0;34.0
29302;Pont-de-Buis-lès-Quimerch;2.8;6.6;24.0;1.0;18.2
2A249;Propriano;5.4;2.7;10.0;2.0;15.4
2B096;Corte;7.9;2.8;21.0;6.0;11.2
30034;Bellegarde;1.3;2.1;16.0;1.0;24.1
30132;La Grand-Combe;2.0;3.2;16.0;1.0;10.3
30263;Saint-Hippolyte-du-Fort;2.7;2.4;9.0;1.0;17.5
31033;Auterive;2.0;2.6;26.0;2.0;19.6
31239;L'Isle-en-Dodon;12.2;3.7;6.0;2.0;13.5
31582;Villefranche-de-Lauragais;4.1;4.7;23.0;2.0;28.8
32079;Castelnau d'Auzan Labarrère;8.4;10.9;13.0;1.0;21.3
32233;Marciac;33.3;7.5;9.0;4.0;24.3
32296;Nogaro;9.5;8.1;17.0;2.0;24.6
32319;Plaisance;14.1;7.8;11.0;2.0;19.9
32410;Samatan;8.4;5.5;13.0;2.0;37.3
33042;Belin-Béliet;1.7;1.9;11.0;1.0;21.1
33108;Castillon-la-Bataille;6.2;4.0;13.0;2.0;12.0
33227;Langon;5.4;3.9;29.0;4.0;18.7
34079;Clermont-l'Hérault;3.3;2.0;18.0;3.0;18.7
34101;Florensac;2.0;3.4;17.0;1.0;14.6
34111;Ganges;4.9;3.9;16.0;2.0;14.2
34147;Magalas;2.9;3.5;12.0;1.0;18.7
34199;Pézenas;5.1;3.4;27.0;4.0;18.4
35023;Bédée;2.2;1.6;7.0;1.0;27.4
35126;Guichen;2.3;2.4;21.0;2.0;39.5
35152;Liffré;3.7;3.0;24.0;3.0;39.6
35176;Guipry-Messac;2.8;1.9;14.0;2.0;28.0
35184;Montauban-de-Bretagne;3.2;2.1;13.0;2.0;28.9
35188;Montfort-sur-Meu;4.4;2.8;19.0;3.0;30.1
35223;Plélan-le-Grand;5.0;3.0;12.0;2.0;26.1
35282;Rives-du-Couesnon;13.8;2.4;7.0;4.0;25.0
35297;Saint-Méen-le-Grand;4.4;2.4;11.0;2.0;21.5
36001;Aigurande;14.4;6.5;9.0;2.0;19.1
36005;Ardentes;2.6;2.9;11.0;1.0;24.4
36006;Argenton-sur-Creuse;8.2;6.4;31.0;4.0;23.0
36045;Châtillon-sur-Indre;4.3;5.6;13.0;1.0;14.5
36046;La Châtre;7.4;3.7;15.0;3.0;19.6
36093;Levroux;3.5;4.2;12.0;1.0;18.8
36228;Valençay;8.7;4.3;10.0;2.0;16.7
37031;Bourgueil;10.5;3.7;14.0;4.0;20.4
37063;Château-Renault;4.1;5.1;25.0;2.0;14.0
37225;Saint-Martin-le-Beau;3.2;1.9;6.0;1.0;30.2
38226;Mens;14.2;5.0;7.0;2.0;19.5
38269;La Mure;8.2;3.3;16.0;4.0;25.2
39478;Saint-Claude;5.6;3.0;27.0;5.0;15.7
40197;Morcenx-la-Nouvelle;8.0;4.4;22.0;4.0;20.5
41136;Mer;3.2;2.7;17.0;2.0;24.4
41151;Montrichard Val de Cher;5.4;3.8;14.0;2.0;15.5
41159;Neung-sur-Beuvron;8.0;4.8;6.0;1.0;30.7
41242;Selles-sur-Cher;4.5;3.8;17.0;2.0;14.6
42011;Balbigny;7.0;4.2;12.0;2.0;18.1
42165;Panissières;6.9;4.5;13.0;2.0;24.5
42204;Saint-Bonnet-le-Château;13.4;6.0;9.0;2.0;14.1
42224;Saint-Genest-Malifaux;6.8;2.4;7.0;2.0;27.0
43112;Langeac;2.9;4.3;15.0;1.0;17.1
43135;Le Monastier-sur-Gazeille;5.7;5.1;9.0;1.0;20.1
43185;Sainte-Florine;3.1;3.1;10.0;1.0;17.2
43200;Saint-Julien-Chapteuil;5.0;5.5;11.0;1.0;35.4
43267;Vorey;6.9;4.1;6.0;1.0;14.1
44015;Blain;4.0;2.8;28.0;4.0;26.0
44072;Herbignac;4.2;3.1;22.0;3.0;29.9
44087;Machecoul-Saint-Même;3.9;3.3;25.0;3.0;24.7
44161;Saint-Gildas-des-Bois;2.7;3.7;14.0;1.0;27.4
44180;Vallons-de-l'Erdre;10.8;7.1;46.0;7.0;19.0
44195;Savenay;2.2;3.9;36.0;2.0;31.5
44212;Vallet;3.2;2.4;23.0;3.0;29.5
45028;Beaugency;6.8;3.7;27.0;5.0;25.2
45115;Courtenay;5.2;4.4;17.0;2.0;10.8
45203;Meung-sur-Loire;10.7;3.4;22.0;7.0;25.5
45315;Sully-sur-Loire;5.8;3.3;17.0;3.0;20.2
46173;Limogne-en-Quercy;12.9;11.6;9.0;1.0;12.6
46185;Martel;12.2;4.3;7.0;2.0;43.0
46309;Souillac;9.4;4.4;14.0;3.0;23.1
46330;Vayrac;23.0;3.8;5.0;3.0;15.9
47004;Aiguillon;4.7;2.6;11.0;2.0;18.6
47048;Cancon;7.4;5.2;7.0;1.0;19.0
47078;Damazan;7.4;8.8;12.0;1.0;22.0
47086;Duras;8.2;6.6;8.0;1.0;28.7
47168;Miramont-de-Guyenne;3.2;4.2;13.0;1.0;17.9
48017;Banassac-Canilhac;9.3;4.6;5.0;1.0;38.3
48039;Chanac;6.9;11.0;16.0;1.0;28.0
48080;Langogne;7.0;6.6;19.0;2.0;32.2
48140;Saint-Chély-d'Apcher;4.7;6.9;29.0;2.0;29.5
49180;Longué-Jumelles;0.0;2.7;18.0;0.0;20.1
49228;Noyant-Villages;7.2;8.0;44.0;4.0;12.4
49248;Ombrée d'Anjou;10.1;6.3;56.0;9.0;20.6
50031;Barneville-Carteret;9.0;5.0;11.0;2.0;23.9
50139;Condé-sur-Vire;4.9;3.4;14.0;2.0;24.5
50236;La Haye;7.6;3.5;14.0;3.0;21.0
50359;Mortain-Bocage;3.4;5.1;15.0;1.0;20.8
50402;Les Pieux;3.1;4.6;15.0;1.0;26.6
50417;Quettehou;0.0;1.1;2.0;0.0;15.7
50523;Sainte-Mère-Église;9.9;3.3;10.0;3.0;16.9
51507;Sainte-Menehould;4.8;6.7;28.0;2.0;14.1
51612;Blancs-Coteaux;0.0;6.2;20.0;0.0;18.9
52050;Biesles;15.0;6.8;9.0;2.0;13.4
52074;Breuvannes-en-Bassigny;14.9;7.5;5.0;1.0;10.7
52269;Langres;10.4;3.4;26.0;8.0;18.3
53003;Ambrières-les-Vallées;7.6;6.5;17.0;2.0;31.6
53084;Craon;2.2;5.2;23.0;1.0;29.4
53096;Ernée;5.3;4.3;24.0;3.0;32.5
53107;Gorron;7.9;6.7;17.0;2.0;28.5
53161;Montsûrs;6.3;4.7;15.0;2.0;23.6
54263;Homécourt;1.6;2.2;14.0;1.0;9.6
54322;Longuyon;0.0;2.9;15.0;0.0;12.7
55427;Revigny-sur-Ornain;3.6;4.3;12.0;1.0;24.1
55463;Saint-Mihiel;5.0;4.5;18.0;2.0;24.1
56001;Allaire;2.6;4.9;19.0;1.0;25.7
56057;Le Faouët;10.7;5.0;14.0;3.0;26.2
56127;Mauron;3.1;5.4;17.0;1.0;22.3
56165;Ploërmel;2.0;4.4;43.0;2.0;32.0
57207;Farébersviller;0.0;4.1;22.0;0.0;10.1
58046;Cercy-la-Tour;5.9;4.7;8.0;1.0;13.7
58062;Château-Chinon (Ville);20.7;5.7;11.0;4.0;26.6
58083;Corbigny;7.2;5.0;7.0;1.0;21.0
58095;Decize;3.9;3.3;17.0;2.0;24.1
58227;Saint-Amand-en-Puisaye;16.4;4.1;5.0;2.0;13.6
58267;Saint-Saulge;13.9;5.6;4.0;1.0;15.8
59015;Arleux;3.2;3.8;12.0;1.0;18.0
59035;Avesnelles;4.3;3.5;8.0;1.0;16.2
59037;Avesnes-les-Aubert;2.8;4.1;15.0;1.0;15.2
59053;Bavay;6.2;4.9;16.0;2.0;15.3
59331;Landrecies;2.9;3.8;13.0;1.0;14.7
59481;Le Quesnoy;6.2;3.3;16.0;3.0;16.3
60104;Breteuil;2.4;5.0;21.0;1.0;13.8
60157;Clermont;3.9;2.5;26.0;4.0;14.8
61230;Longny les Villages;6.8;5.1;15.0;2.0;13.4
61339;Putanges-le-Lac;0.0;5.1;11.0;0.0;21.9
61464;Sées;7.1;3.3;14.0;3.0;19.8
61483;Bagnoles de l'Orne Normandie;7.4;3.7;10.0;2.0;18.6
61508;Vimoutiers;3.2;2.9;9.0;1.0;13.4
62063;Avesnes-le-Comte;5.5;1.6;3.0;1.0;19.0
62268;Desvres;6.2;3.3;16.0;3.0;12.6
62516;Lillers;2.0;2.5;25.0;2.0;16.3
62588;Montreuil-sur-Mer;10.5;2.6;5.0;2.0;29.5
63281;Pionsat;0.0;9.5;10.0;0.0;16.5
63291;Puy-Guillaume;3.7;4.8;13.0;1.0;17.7
63354;Saint-Gervais-d'Auvergne;8.1;9.7;12.0;1.0;18.7
64371;Mauléon-Licharre;6.8;5.8;17.0;2.0;20.9
64416;Navarrenx;0.0;12.3;13.0;0.0;32.4
64430;Orthez;5.7;6.2;65.0;6.0;24.6
64453;Pontacq;3.4;6.2;18.0;1.0;24.3
64485;Saint-Jean-Pied-de-Port;13.2;13.2;20.0;2.0;35.7
65025;Argelès-Gazost;6.9;4.5;13.0;2.0;27.1
65375;Rabastens-de-Bigorre;6.9;5.5;8.0;1.0;15.7
65389;Saint-Laurent-de-Neste;31.4;5.2;5.0;3.0;30.1
66016;Banyuls-sur-Mer;2.1;4.4;21.0;1.0;21.0
66071;Estagel;4.9;3.4;7.0;1.0;16.1
66124;Font-Romeu-Odeillo-Via;11.2;15.1;27.0;2.0;56.9
66148;Port-Vendres;10.0;4.0;16.0;4.0;16.1
66164;Rivesaltes;3.3;2.4;22.0;3.0;17.1
66180;Saint-Laurent-de-la-Salanque;1.0;2.5;25.0;1.0;14.4
66210;Thuir;2.5;2.9;23.0;2.0;20.2
67021;Barr;2.8;2.5;18.0;2.0;22.3
67061;Bouxwiller;5.4;4.0;15.0;2.0;21.1
67101;Dorlisheim;7.7;1.5;4.0;2.0;18.6
67414;Rothau;6.5;0.7;1.0;1.0;9.7
67507;Villé;0.0;5.6;10.0;0.0;17.1
68068;Dannemarie;4.4;4.4;10.0;1.0;31.4
68201;Masevaux-Niederbruck;0.0;4.6;17.0;0.0;23.9
68226;Munster;8.5;4.9;23.0;4.0;17.5
68249;Orbey;5.8;3.5;12.0;2.0;18.6
68298;Sainte-Marie-aux-Mines;2.0;3.6;18.0;1.0;11.7
68334;Thann;6.4;2.8;22.0;5.0;26.5
69141;Mornant;3.2;3.0;19.0;2.0;24.4
70122;Champlitte;12.2;6.1;10.0;2.0;13.2
71073;Chagny;1.8;3.8;21.0;1.0;16.9
71133;La Clayette;12.2;10.4;17.0;2.0;17.0
71289;Matour;17.3;10.4;12.0;2.0;23.9
71394;Saint-Bonnet-de-Joux;13.1;5.2;4.0;1.0;10.3
72023;Ballon-Saint Mars;8.8;6.2;14.0;2.0;19.0
72035;Bessé-sur-Braye;4.8;5.3;11.0;1.0;17.8
72039;Bonnétable;2.7;3.5;13.0;1.0;17.6
72189;Marolles-les-Braults;4.9;5.8;12.0;1.0;11.7
72223;Noyen-sur-Sarthe;3.8;4.9;13.0;1.0;19.6
73236;Saint-Genix-les-Villages;10.4;3.5;10.0;3.0;24.1
73270;Saint-Pierre-d'Albigny;2.4;3.4;14.0;1.0;24.7
73303;Ugine;2.8;2.9;21.0;2.0;18.8
74026;La Balme-de-Sillingy;2.0;2.1;11.0;1.0;22.7
74056;Chamonix-Mont-Blanc;6.9;3.5;30.0;6.0;58.4
74081;Cluses;2.9;1.0;17.0;5.0;20.5
74256;Sallanches;1.8;1.8;30.0;3.0;25.0
76051;Bacqueville-en-Caux;5.3;5.8;11.0;1.0;19.9
76114;Bolbec;2.6;1.6;18.0;3.0;12.6
76164;Rives-en-Seine;17.1;5.4;22.0;7.0;13.8
76400;Luneray;4.6;1.8;4.0;1.0;13.0
76758;Yvetot;6.2;2.0;23.0;7.0;17.1
77327;Nangis;2.2;1.9;17.0;2.0;14.2
77475;Trilport;0.0;1.8;9.0;0.0;14.6
79013;Argentonnay;9.4;5.6;18.0;3.0;20.7
79062;Cerizay;4.2;5.0;24.0;2.0;22.1
79148;Lezay;5.1;5.6;11.0;1.0;26.6
79311;Secondigny;5.6;7.3;13.0;1.0;30.5
80010;Ailly-sur-Noye;3.6;5.0;14.0;1.0;32.6
80222;Crécy-en-Ponthieu;7.3;5.1;7.0;1.0;14.6
80318;Flixecourt;3.1;6.2;20.0;1.0;15.5
80606;Oisemont;8.8;6.2;7.0;1.0;42.2
81037;Brassac;7.7;7.7;10.0;1.0;20.2
81060;Carmaux;3.0;3.3;33.0;3.0;22.9
81140;Lavaur;1.8;3.0;32.0;2.0;26.5
81220;Rabastens;5.2;1.7;10.0;3.0;24.3
82087;Lafrançaise;3.5;5.3;15.0;1.0;27.8
82097;Lavit;6.2;4.3;7.0;1.0;14.3
82112;Moissac;2.9;3.2;44.0;4.0;16.2
82115;Monclar-de-Quercy;9.9;4.5;9.0;2.0;15.3
82155;Saint-Antonin-Noble-Val;15.9;8.5;16.0;3.0;20.3
83012;Barjols;3.3;4.3;13.0;1.0;18.5
83031;Le Cannet-des-Maures;2.3;2.3;10.0;1.0;17.6
83071;La Londe-les-Maures;0.9;2.9;33.0;1.0;20.2
84019;Bollène;2.2;2.8;39.0;3.0;17.6
84026;Cadenet;2.4;2.1;9.0;1.0;25.1
84138;Valréas;3.2;3.1;29.0;3.0;15.4
85059;La Châtaigneraie;11.5;7.7;20.0;3.0;22.5
85215;Saint-Fulgent;2.6;2.6;10.0;1.0;22.8
86082;Valence-en-Poitou;11.3;5.0;22.0;5.0;17.5
86137;Loudun;6.0;3.7;25.0;4.0;17.4
87064;Eymoutiers;9.6;4.3;9.0;2.0;19.9
87161;Saint-Léonard-de-Noblat;6.9;3.7;16.0;3.0;18.9
88029;La Vôge-les-Bains;18.9;5.0;8.0;3.0;9.3
88321;Neufchâteau;6.0;3.9;26.0;4.0;13.8
88372;Raon-l'Étape;3.3;3.6;22.0;2.0;14.7
88487;Le Val-d'Ajol;2.6;2.6;10.0;1.0;15.6
88516;Vittel;4.2;5.8;28.0;2.0;23.1
89344;Saint-Fargeau;13.5;6.7;10.0;2.0;15.0
91016;Angerville;2.3;2.3;10.0;1.0;14.6
91105;Breuillet;1.1;2.6;23.0;1.0;23.0
95250;Fosses;3.1;1.4;14.0;3.0;17.7
97106;Bouillante;1.5;3.1;21.0;1.0;14.4
97202;Les Anses-d'Arlet;2.8;2.5;9.0;1.0;12.9
97204;Le Carbet;0.0;3.8;13.0;0.0;15.1
97225;Saint-Pierre;2.4;2.2;9.0;1.0;12.3
97403;Entre-Deux;1.4;3.6;25.0;1.0;14.2
97406;La Plaine-des-Palmistes;3.0;1.2;8.0;2.0;9.7
01034;Belley;4.3;2.5;23.0;4.0;26.5
01072;Ceyzériat;3.1;4.1;13.0;1.0;27.1
01074;Chalamont;3.9;4.3;11.0;1.0;21.6
01304;Pont-d'Ain;3.4;5.2;15.0;1.0;19.8
01333;Saint-André-de-Corcy;3.0;4.5;15.0;1.0;30.9
01457;Vonnas;3.1;4.1;13.0;1.0;21.1
02110;Braine;4.5;4.5;10.0;1.0;13.6
02304;La Fère;7.0;8.8;25.0;2.0;13.5
02361;Guise;8.8;5.9;27.0;4.0;11.6
03043;Broût-Vernet;8.4;5.9;7.0;1.0;19.0
03128;Huriel;3.8;2.3;6.0;1.0;24.9
04018;Banon;18.9;8.5;9.0;2.0;15.2
04143;Oraison;1.7;2.5;15.0;1.0;18.7
05017;La Bâtie-Neuve;3.9;5.0;13.0;1.0;26.2
07064;Le Cheylard;7.0;7.4;21.0;2.0;32.5
07319;Le Teil;2.3;1.9;17.0;2.0;21.3
07349;La Voulte-sur-Rhône;2.1;2.7;13.0;1.0;22.5
08081;Bogny-sur-Meuse;2.0;4.6;23.0;1.0;13.8
08362;Rethel;4.0;4.6;34.0;3.0;15.3
08486;Vireux-Molhain;6.8;6.1;9.0;1.0;14.0
10323;Romilly-sur-Seine;2.7;2.5;37.0;4.0;12.6
11049;Bram;6.2;4.3;14.0;2.0;23.3
11106;Coursan;1.7;3.3;19.0;1.0;20.2
11116;Cuxac-d'Aude;2.5;1.7;7.0;1.0;14.2
11315;Rieux-Minervois;5.2;4.1;8.0;1.0;14.1
11397;Trèbes;1.8;3.1;17.0;1.0;15.5
12094;Entraygues-sur-Truyère;20.4;8.2;8.0;2.0;19.3
12096;Espalion;8.6;3.4;16.0;4.0;29.5
12138;Marcillac-Vallon;5.8;3.5;6.0;1.0;44.4
12164;Mur-de-Barrez;28.7;7.2;5.0;2.0;29.3
12185;Pont-de-Salars;6.1;5.5;9.0;1.0;29.8
12199;Rignac;5.0;5.0;10.0;1.0;28.7
12298;Villecomtal;24.0;7.2;3.0;1.0;24.6
13097;Saint-Martin-de-Crau;3.7;2.3;31.0;5.0;24.8
14047;Bayeux;2.4;3.1;39.0;3.0;18.1
14191;Courseulles-sur-Mer;2.4;3.6;15.0;1.0;22.9
14229;Dozulé;4.3;4.3;10.0;1.0;16.8
14478;Orbec;10.3;5.7;11.0;2.0;17.2
14515;Port-en-Bessin-Huppain;0.0;5.2;10.0;0.0;12.4
14692;Tilly-sur-Seulles;11.3;4.0;7.0;2.0;19.3
14752;Villers-Bocage;3.2;5.1;16.0;1.0;16.2
15045;Chaudes-Aigues;24.4;9.8;8.0;2.0;17.4
15120;Mauriac;5.7;6.0;21.0;2.0;24.3
15138;Murat;11.0;5.0;9.0;2.0;19.6
15202;Saint-Martin-Valmeroux;14.1;7.1;5.0;1.0;17.3
15215;Saint-Simon;0.0;3.5;4.0;0.0;29.1
16005;Aigre;6.3;3.8;6.0;1.0;14.1
16073;Chalais;5.6;5.6;10.0;1.0;13.0
16206;Mansle-les-Fontaines;4.7;6.6;14.0;1.0;15.7
16223;Montbron;5.0;4.0;8.0;1.0;19.3
16230;Montmoreau;7.9;6.0;15.0;2.0;15.7
16292;Ruffec;5.9;4.5;15.0;2.0;16.2
17397;Saint-Savinien;8.2;6.5;16.0;2.0;17.1
18003;Les Aix-d'Angillon;5.3;2.7;5.0;1.0;16.0
18018;Avord;3.6;7.8;22.0;1.0;19.5
18023;Baugy;6.1;4.9;8.0;1.0;17.9
18108;La Guerche-sur-l'Aubois;3.2;5.1;16.0;1.0;19.6
18242;Sancoins;3.4;4.4;13.0;1.0;12.9
19121;Lubersac;4.5;4.5;10.0;1.0;27.9
21103;Brazey-en-Plaine;4.2;5.0;12.0;1.0;22.3
21154;Châtillon-sur-Seine;5.6;4.7;25.0;3.0;15.6
21425;Montbard;14.5;5.2;25.0;7.0;14.1
21607;Seurre;4.3;8.2;19.0;1.0;16.1
22084;Jugon-les-Lacs;3.9;6.3;16.0;1.0;19.7
22121;Lanvollon;0.0;6.2;11.0;0.0;23.4
22158;Guerlédan;8.1;8.1;20.0;2.0;19.8
22207;Plouaret;4.6;3.2;7.0;1.0;15.2
22262;Quintin;3.5;8.2;23.0;1.0;24.1
22321;Saint-Nicolas-du-Pélem;12.9;8.4;13.0;2.0;16.6
23001;Ahun;0.0;11.3;16.0;0.0;21.4
23013;Auzances;8.3;17.5;21.0;1.0;26.3
23076;Évaux-les-Bains;15.4;8.5;11.0;2.0;17.3
24164;Excideuil;8.5;12.8;15.0;1.0;26.0
24520;Sarlat-la-Canéda;4.6;4.7;41.0;4.0;20.1
25475;Quingey;7.1;5.7;8.0;1.0;29.6
26166;Loriol-sur-Drôme;4.5;1.7;11.0;3.0;21.6
27103;Bourg-Achard;2.5;3.8;15.0;1.0;19.9
27105;Grand Bourgtheroulde;2.5;3.2;13.0;1.0;21.6
27198;Mesnils-sur-Iton;3.3;7.0;43.0;2.0;14.2
27213;Vexin-sur-Epte;3.4;3.5;21.0;2.0;17.4
27275;Gaillon;4.4;2.0;14.0;3.0;13.9
27507;Saint-André-de-l'Eure;2.5;3.9;16.0;1.0;25.3
27629;Thiberville;5.6;4.5;8.0;1.0;19.7
27679;Verneuil d'Avre et d'Iton;4.1;6.0;44.0;3.0;17.4
28018;Authon-du-Perche;0.0;5.4;8.0;0.0;13.8
28059;Brezolles;5.5;4.4;8.0;1.0;15.7
28116;Courville-sur-Eure;3.6;5.3;15.0;1.0;19.8
28199;Janville-en-Beauce;3.9;3.5;9.0;1.0;20.0
28348;Saint-Lubin-des-Joncherets;2.5;3.2;13.0;1.0;11.1
29003;Audierne;5.4;2.7;10.0;2.0;10.4
29046;Douarnenez;2.9;3.5;49.0;4.0;18.4
29135;Loctudy;2.5;5.0;20.0;1.0;17.4
29163;Pleyber-Christ;3.1;5.0;16.0;1.0;19.7
29195;Plouguerneau;1.5;2.4;16.0;1.0;30.6
2A041;Bonifacio;6.2;3.4;11.0;2.0;25.8
2A348;Vico;10.8;6.5;6.0;1.0;18.3
2B050;Calvi;1.7;4.0;23.0;1.0;20.1
30010;Anduze;3.0;3.3;11.0;1.0;18.7
30029;Barjac;12.4;6.8;11.0;2.0;15.6
30212;Remoulins;4.4;3.1;7.0;1.0;16.2
30259;Saint-Hilaire-de-Brethmas;4.3;1.7;8.0;2.0;23.0
30350;Le Vigan;10.8;4.6;17.0;4.0;20.9
31028;Aurignac;16.1;8.9;11.0;2.0;18.5
31042;Bagnères-de-Luchon;9.0;5.9;13.0;2.0;26.3
31107;Carbonne;3.4;2.7;16.0;2.0;21.1
31523;Salies-du-Salat;5.7;7.4;13.0;1.0;24.2
31584;Villemur-sur-Tarn;1.6;4.1;25.0;1.0;16.5
32119;Eauze;7.5;5.8;23.0;3.0;22.2
32160;L'Isle-Jourdain;3.3;3.1;29.0;3.0;34.0
32213;Lombez;4.6;4.6;10.0;1.0;20.5
32462;Vic-Fezensac;5.6;3.6;13.0;2.0;23.8
33036;Bazas;6.2;5.2;25.0;3.0;19.3
33140;Créon;4.1;2.2;11.0;2.0;19.3
33240;Lesparre-Médoc;3.4;3.6;21.0;2.0;14.5
33327;Podensac;6.1;4.3;14.0;2.0;15.7
34069;Cazouls-lès-Béziers;3.9;2.0;10.0;2.0;17.3
34142;Lodève;4.1;3.1;23.0;3.0;14.3
34162;Montagnac;2.3;2.8;12.0;1.0;13.7
35019;Bazouges-la-Pérouse;10.8;1.6;3.0;2.0;15.9
35072;Châtillon-en-Vendelais;12.0;4.2;7.0;2.0;24.0
35109;Étrelles;3.8;1.5;4.0;1.0;28.8
35124;Grand-Fougeray;4.1;2.9;7.0;1.0;18.3
35167;Martigné-Ferchaud;3.8;2.3;6.0;1.0;16.4
35168;Val d'Anast;5.1;2.5;10.0;2.0;25.3
35173;Melesse;1.4;1.8;13.0;1.0;36.3
35284;Saint-Jouan-des-Guérets;3.6;2.5;7.0;1.0;30.2
36141;Neuvy-Saint-Sépulchre;6.1;6.7;11.0;1.0;19.8
37020;Beaulieu-lès-Loches;5.7;2.9;5.0;1.0;15.3
37167;Neuillé-Pont-Pierre;0.0;2.8;6.0;0.0;31.7
38052;Le Bourg-d'Oisans;12.2;3.0;10.0;4.0;29.6
38130;La Côte-Saint-André;6.2;4.2;20.0;3.0;22.7
38138;Crémieu;2.9;5.2;18.0;1.0;21.4
38517;Tullins;2.6;1.9;15.0;2.0;22.2
39368;Hauts de Bienne;5.7;4.2;22.0;3.0;16.1
40110;Geaune;13.3;6.7;5.0;1.0;44.2
40134;Labouheyre;10.7;4.7;13.0;3.0;21.1
40224;Peyrehorade;2.7;5.8;21.0;1.0;23.4
40245;Roquefort;5.2;3.6;7.0;1.0;20.7
41025;Bracieux;7.6;6.1;8.0;1.0;21.7
41095;Fréteval;9.5;1.9;2.0;1.0;11.7
41173;Beauce la Romaine;2.9;4.4;15.0;1.0;20.8
42156;Neulise;7.3;2.9;4.0;1.0;16.5
42159;Noirétable;12.7;5.7;9.0;2.0;17.0
42304;Sury-le-Comtal;1.5;1.5;10.0;1.0;16.6
43051;Le Chambon-sur-Lignon;8.3;7.9;19.0;2.0;17.4
43077;Costaros;18.4;9.2;5.0;1.0;32.5
43111;Landos;11.5;8.0;7.0;1.0;25.2
43163;Riotord;8.5;4.2;5.0;1.0;11.0
44067;Guémené-Penfao;5.7;5.3;28.0;3.0;22.3
44098;Missillac;3.7;2.4;13.0;2.0;29.9
44113;Nozay;4.7;4.3;18.0;2.0;3.1
44158;Saint-Étienne-de-Montluc;2.6;1.8;14.0;2.0;29.7
44213;Loireauxence;5.3;3.3;25.0;4.0;22.0
45030;Beaune-la-Rolande;5.0;6.0;12.0;1.0;24.8
45187;Lorris;3.3;4.4;13.0;1.0;19.5
45258;Puiseaux;2.9;3.8;13.0;1.0;24.2
46201;Montcuq-en-Quercy-Blanc;5.5;5.5;10.0;1.0;13.8
46225;Prayssac;8.3;4.5;11.0;2.0;15.0
46231;Puy-l'Évêque;5.2;5.7;11.0;1.0;18.1
47021;Barbaste;13.3;8.0;12.0;2.0;20.1
47052;Casteljaloux;4.4;5.3;24.0;2.0;19.1
47054;Castelmoron-sur-Lot;5.6;5.0;9.0;1.0;17.2
47106;Fumel;2.1;5.9;28.0;1.0;15.4
48061;Florac Trois Rivières;9.6;6.2;13.0;2.0;32.8
48092;Marvejols;4.2;6.4;30.0;2.0;31.2
48094;Massegros Causses Gorges;21.2;14.8;14.0;2.0;20.0
48099;Bourgs sur Colagne;14.3;7.7;16.0;3.0;32.6
49002;Allonnes;3.4;6.1;18.0;1.0;21.4
49215;Montreuil-Bellay;2.7;5.9;22.0;1.0;17.1
49261;Gennes-Val-de-Loire;5.9;6.4;54.0;5.0;21.0
49373;Lys-Haut-Layon;5.2;2.7;21.0;4.0;23.0
50147;Coutances;6.0;5.1;43.0;5.0;20.3
50267;Lessay;4.5;6.7;15.0;1.0;16.7
50393;Percy-en-Normandie;3.8;2.7;7.0;1.0;19.7
53188;Renazé;11.9;5.2;13.0;3.0;19.1
54135;Colombey-les-Belles;6.9;6.2;9.0;1.0;19.7
54425;Piennes;8.1;2.8;7.0;2.0;10.1
54432;Pont-Saint-Vincent;0.0;3.9;7.0;0.0;14.4
55502;Stenay;20.1;6.8;17.0;5.0;28.5
56053;Elven;1.6;1.9;12.0;1.0;31.0
56073;Guémené-sur-Scorff;18.9;14.2;15.0;2.0;24.8
56075;Guer;3.3;5.6;34.0;2.0;22.4
56101;Languidic;0.0;1.9;15.0;0.0;28.7
56143;Muzillac;4.0;3.6;18.0;2.0;27.1
56166;Plouay;1.7;3.3;19.0;1.0;33.9
56190;Réguiny;0.0;6.6;13.0;0.0;21.7
56198;Rohan;6.2;11.2;18.0;1.0;23.8
56222;Saint-Jean-Brévelay;3.5;7.7;22.0;1.0;29.4
56244;Sérent;3.2;3.8;12.0;1.0;24.9
57160;Creutzwald;0.8;4.1;53.0;1.0;16.7
57240;Freyming-Merlebach;2.3;3.7;48.0;3.0;15.2
58134;Imphy;3.1;5.6;18.0;1.0;16.6
58218;Prémery;5.5;3.8;7.0;1.0;15.9
59136;Le Cateau-Cambrésis;4.3;2.4;17.0;3.0;18.1
59153;Condé-sur-l'Escaut;1.1;2.1;20.0;1.0;9.2
59525;Sains-du-Nord;3.6;4.3;12.0;1.0;10.9
60471;Noyon;4.5;3.1;41.0;6.0;15.6
