Code;Libellé;Aires d'attraction des villes 2020;insee_com;lib_com;Echelle_influence;Dans_influence
24376;Saint Aulaye-Puymangou;T00_30;24376;Saint Aulaye-Puymangou;1.0;Non
24396;Saint-Cyprien;T00_30;24396;Saint-Cyprien;1.0;Non
24520;Sarlat-la-Canéda;T01_10;24520;Sarlat-la-Canéda;2.0;Oui
24547;Terrasson-Lavilledieu;T02_20;24547;Terrasson-Lavilledieu;3.0;Oui
24550;Thenon;T00_30;24550;Thenon;1.0;Non
24551;Thiviers;T01_10;24551;Thiviers;2.0;Oui
25022;Arcey;T02_20;25022;Arcey;3.0;Oui
25047;Baume-les-Dames;T03_20;25047;Baume-les-Dames;;Non
25156;Pays-de-Clerval;T00_30;25156;Pays-de-Clerval;1.0;Non
25237;Fesches-le-Châtel;T02_20;25237;Fesches-le-Châtel;3.0;Oui
25259;Frasne;T01_20;25259;Frasne;;Non
25315;L'Isle-sur-le-Doubs;T02_20;25315;L'Isle-sur-le-Doubs;3.0;Oui
25334;Levier;T01_20;25334;Levier;;Non
25411;Morteau;T01_10;25411;Morteau;2.0;Oui
25434;Ornans;T03_20;25434;Ornans;;Non
25463;Pont-de-Roide-Vermondans;T02_20;25463;Pont-de-Roide-Vermondans;3.0;Oui
25475;Quingey;T03_20;25475;Quingey;;Non
25505;Rougemont;T00_30;25505;Rougemont;1.0;Non
25512;Le Russey;T01_20;25512;Le Russey;;Non
25578;Valdahon;T01_10;25578;Valdahon;2.0;Oui
26063;Buis-les-Baronnies;T00_30;26063;Buis-les-Baronnies;1.0;Non
26074;La Chapelle-en-Vercors;T00_30;26074;La Chapelle-en-Vercors;1.0;Non
26095;Cléon-d'Andran;T02_20;26095;Cléon-d'Andran;3.0;Oui
26108;Crest;T01_10;26108;Crest;2.0;Oui
26113;Die;T01_10;26113;Die;2.0;Oui
26114;Dieulefit;T00_30;26114;Dieulefit;1.0;Non
26165;Livron-sur-Drôme;T03_20;26165;Livron-sur-Drôme;;Non
26166;Loriol-sur-Drôme;T03_20;26166;Loriol-sur-Drôme;;Non
26220;Nyons;T01_10;26220;Nyons;2.0;Oui
26301;Saint-Donat-sur-l'Herbasse;T02_20;26301;Saint-Donat-sur-l'Herbasse;3.0;Oui
26307;Saint-Jean-en-Royans;T00_30;26307;Saint-Jean-en-Royans;1.0;Non
26333;Saint-Vallier;T01_10;26333;Saint-Vallier;2.0;Oui
27016;Les Andelys;T01_10;27016;Les Andelys;2.0;Oui
27022;Le Val d'Hazey;T45_20;27022;Le Val d'Hazey;4.0;Oui
27049;Mesnil-en-Ouche;T01_20;27049;Mesnil-en-Ouche;;Non
27051;Beaumont-le-Roger;T00_30;27051;Beaumont-le-Roger;1.0;Non
27056;Bernay;T01_10;27056;Bernay;2.0;Oui
27065;Beuzeville;T01_10;27065;Beuzeville;2.0;Oui
27103;Bourg-Achard;T03_20;27103;Bourg-Achard;;Non
27105;Grand Bourgtheroulde;T03_20;27105;Grand Bourgtheroulde;;Non
27112;Breteuil;T00_30;27112;Breteuil;1.0;Non
27116;Brionne;T01_10;27116;Brionne;2.0;Oui
27117;Broglie;T01_20;27117;Broglie;;Non
27151;Charleval;T00_30;27151;Charleval;1.0;Non
27165;Conches-en-Ouche;T02_20;27165;Conches-en-Ouche;3.0;Oui
27170;Cormeilles;T00_30;27170;Cormeilles;1.0;Non
27198;Mesnils-sur-Iton;T02_20;27198;Mesnils-sur-Iton;3.0;Oui
27213;Vexin-sur-Epte;T45_20;27213;Vexin-sur-Epte;4.0;Oui
27226;Étrépagny;T45_20;27226;Étrépagny;4.0;Oui
27230;Ézy-sur-Eure;T45_20;27230;Ézy-sur-Eure;4.0;Oui
27246;Fleury-sur-Andelle;T03_20;27246;Fleury-sur-Andelle;;Non
27275;Gaillon;T01_10;27275;Gaillon;2.0;Oui
27279;Gasny;T45_20;27279;Gasny;4.0;Oui
27284;Gisors;T45_20;27284;Gisors;4.0;Oui
27355;Ivry-la-Bataille;T45_20;27355;Ivry-la-Bataille;4.0;Oui
27377;Lyons-la-Forêt;T00_30;27377;Lyons-la-Forêt;1.0;Non
27413;Montfort-sur-Risle;T00_30;27413;Montfort-sur-Risle;1.0;Non
27428;Le Neubourg;T01_10;27428;Le Neubourg;2.0;Oui
27438;Nonancourt;T01_10;27438;Nonancourt;2.0;Oui
27448;Pacy-sur-Eure;T45_20;27448;Pacy-sur-Eure;4.0;Oui
27467;Pont-Audemer;T01_10;27467;Pont-Audemer;2.0;Oui
27469;Pont-de-l'Arche;T03_20;27469;Pont-de-l'Arche;;Non
27470;Pont-Saint-Pierre;T03_20;27470;Pont-Saint-Pierre;;Non
27493;Romilly-sur-Andelle;T03_20;27493;Romilly-sur-Andelle;;Non
27502;Rugles;T01_20;27502;Rugles;;Non
27507;Saint-André-de-l'Eure;T02_20;27507;Saint-André-de-l'Eure;3.0;Oui
27629;Thiberville;T01_20;27629;Thiberville;;Non
27679;Verneuil d'Avre et d'Iton;T01_10;27679;Verneuil d'Avre et d'Iton;2.0;Oui
28018;Authon-du-Perche;T00_30;28018;Authon-du-Perche;1.0;Non
28027;La Bazoche-Gouet;T00_30;28027;La Bazoche-Gouet;1.0;Non
28059;Brezolles;T00_30;28059;Brezolles;1.0;Non
28061;Brou;T01_10;28061;Brou;2.0;Oui
28089;Châteauneuf-en-Thymerais;T02_20;28089;Châteauneuf-en-Thymerais;3.0;Oui
28116;Courville-sur-Eure;T02_20;28116;Courville-sur-Eure;3.0;Oui
28140;Épernon;T45_20;28140;Épernon;4.0;Oui
28149;La Ferté-Vidame;T00_30;28149;La Ferté-Vidame;1.0;Non
28196;Illiers-Combray;T02_20;28196;Illiers-Combray;3.0;Oui
28199;Janville-en-Beauce;T00_30;28199;Janville-en-Beauce;1.0;Non
28214;La Loupe;T01_10;28214;La Loupe;2.0;Oui
28279;Nogent-le-Roi;T45_20;28279;Nogent-le-Roi;4.0;Oui
28348;Saint-Lubin-des-Joncherets;T01_10;28348;Saint-Lubin-des-Joncherets;2.0;Oui
28373;Senonches;T00_30;28373;Senonches;1.0;Non
28387;Thiron-Gardais;T01_20;28387;Thiron-Gardais;;Non
28391;Toury;T00_30;28391;Toury;1.0;Non
28393;Tremblay-les-Villages;T02_20;28393;Tremblay-les-Villages;3.0;Oui
29003;Audierne;T00_30;29003;Audierne;1.0;Non
29020;Briec;T03_20;29020;Briec;;Non
29024;Carhaix-Plouguer;T01_10;29024;Carhaix-Plouguer;2.0;Oui
29026;Châteaulin;T01_10;29026;Châteaulin;2.0;Oui
29027;Châteauneuf-du-Faou;T01_10;29027;Châteauneuf-du-Faou;2.0;Oui
29039;Concarneau;T03_20;29039;Concarneau;;Non
29042;Crozon;T01_10;29042;Crozon;2.0;Oui
29043;Daoulas;T03_20;29043;Daoulas;;Non
29046;Douarnenez;T03_20;29046;Douarnenez;;Non
29053;Le Faou;T03_20;29053;Le Faou;;Non
29055;Le Folgoët;T03_20;29055;Le Folgoët;;Non
29072;Guilvinec;T00_30;29072;Guilvinec;1.0;Non
29081;Huelgoat;T00_30;29081;Huelgoat;1.0;Non
29103;Landerneau;T03_20;29103;Landerneau;;Non
29105;Landivisiau;T01_10;29105;Landivisiau;2.0;Oui
29117;Lannilis;T03_20;29117;Lannilis;;Non
29124;Lesneven;T03_20;29124;Lesneven;;Non
29135;Loctudy;T03_20;29135;Loctudy;;Non
29158;Penmarch;T00_30;29158;Penmarch;1.0;Non
29160;Plabennec;T03_20;29160;Plabennec;;Non
29162;Pleyben;T01_10;29162;Pleyben;2.0;Oui
29163;Pleyber-Christ;T02_20;29163;Pleyber-Christ;3.0;Oui
29178;Ploudalmézeau;T03_20;29178;Ploudalmézeau;;Non
29195;Plouguerneau;T03_20;29195;Plouguerneau;;Non
29197;Plouhinec;T00_30;29197;Plouhinec;1.0;Non
29199;Plouigneau;T02_20;29199;Plouigneau;3.0;Oui
29210;Plouvorn;T01_20;29210;Plouvorn;;Non
29217;Pont-Aven;T00_30;29217;Pont-Aven;1.0;Non
29220;Pont-l'Abbé;T03_20;29220;Pont-l'Abbé;;Non
29233;Quimperlé;T01_10;29233;Quimperlé;2.0;Oui
29241;Rosporden;T03_20;29241;Rosporden;;Non
29259;Saint-Pol-de-Léon;T01_10;29259;Saint-Pol-de-Léon;2.0;Oui
29260;Saint-Renan;T03_20;29260;Saint-Renan;;Non
29274;Scaër;T00_30;29274;Scaër;1.0;Non
29277;Sizun;T00_30;29277;Sizun;1.0;Non
29284;Treffiagat;T03_20;29284;Treffiagat;;Non
29293;Trégunc;T00_30;29293;Trégunc;1.0;Non
29302;Pont-de-Buis-lès-Quimerch;T01_10;29302;Pont-de-Buis-lès-Quimerch;2.0;Oui
2A041;Bonifacio;T00_30;2A041;Bonifacio;1.0;Non
2A228;Pietrosella;T02_20;2A228;Pietrosella;3.0;Oui
2A247;Porto-Vecchio;T01_10;2A247;Porto-Vecchio;2.0;Oui
2A249;Propriano;T01_10;2A249;Propriano;2.0;Oui
2A272;Sartène;T00_30;2A272;Sartène;1.0;Non
2A348;Vico;T02_20;2A348;Vico;3.0;Oui
2B050;Calvi;T01_10;2B050;Calvi;2.0;Oui
2B096;Corte;T01_10;2B096;Corte;2.0;Oui
2B123;Ghisonaccia;T00_30;2B123;Ghisonaccia;1.0;Non
2B134;L'Île-Rousse;T01_10;2B134;L'Île-Rousse;2.0;Oui
2B152;Luri;T02_20;2B152;Luri;3.0;Oui
2B298;Saint-Florent;T00_30;2B298;Saint-Florent;1.0;Non
30003;Aigues-Mortes;T01_10;30003;Aigues-Mortes;2.0;Oui
30010;Anduze;T02_20;30010;Anduze;3.0;Oui
30012;Aramon;T03_20;30012;Aramon;;Non
30029;Barjac;T00_30;30029;Barjac;1.0;Non
30032;Beaucaire;T01_10;30032;Beaucaire;2.0;Oui
30034;Bellegarde;T03_20;30034;Bellegarde;;Non
30062;Calvisson;T03_20;30062;Calvisson;;Non
30132;La Grand-Combe;T02_20;30132;La Grand-Combe;3.0;Oui
30133;Le Grau-du-Roi;T01_10;30133;Le Grau-du-Roi;2.0;Oui
30202;Pont-Saint-Esprit;T01_10;30202;Pont-Saint-Esprit;2.0;Oui
30210;Quissac;T00_30;30210;Quissac;1.0;Non
30212;Remoulins;T03_20;30212;Remoulins;;Non
30221;Roquemaure;T03_20;30221;Roquemaure;;Non
30227;Saint-Ambroix;T02_20;30227;Saint-Ambroix;3.0;Oui
30258;Saint-Gilles;T03_20;30258;Saint-Gilles;;Non
30259;Saint-Hilaire-de-Brethmas;T02_20;30259;Saint-Hilaire-de-Brethmas;3.0;Oui
30263;Saint-Hippolyte-du-Fort;T00_30;30263;Saint-Hippolyte-du-Fort;1.0;Non
30269;Saint-Jean-du-Gard;T00_30;30269;Saint-Jean-du-Gard;1.0;Non
30321;Sommières;T01_10;30321;Sommières;2.0;Oui
30341;Vauvert;T03_20;30341;Vauvert;;Non
30350;Le Vigan;T01_10;30350;Le Vigan;2.0;Oui
31020;Aspet;T01_20;31020;Aspet;;Non
31028;Aurignac;T00_30;31028;Aurignac;1.0;Non
31033;Auterive;T45_20;31033;Auterive;4.0;Oui
31042;Bagnères-de-Luchon;T01_10;31042;Bagnères-de-Luchon;2.0;Oui
31080;Boulogne-sur-Gesse;T00_30;31080;Boulogne-sur-Gesse;1.0;Non
31098;Cadours;T45_20;31098;Cadours;4.0;Oui
31106;Caraman;T45_20;31106;Caraman;4.0;Oui
31107;Carbonne;T45_20;31107;Carbonne;4.0;Oui
31135;Cazères;T45_20;31135;Cazères;4.0;Oui
31202;Fronton;T45_20;31202;Fronton;4.0;Oui
31232;Grenade;T45_20;31232;Grenade;4.0;Oui
31239;L'Isle-en-Dodon;T00_30;31239;L'Isle-en-Dodon;1.0;Non
31324;Martres-Tolosane;T45_20;31324;Martres-Tolosane;4.0;Oui
31396;Nailloux;T45_20;31396;Nailloux;4.0;Oui
31454;Rieumes;T45_20;31454;Rieumes;4.0;Oui
31503;Saint-Martory;T00_30;31503;Saint-Martory;1.0;Non
31523;Salies-du-Salat;T00_30;31523;Salies-du-Salat;1.0;Non
31582;Villefranche-de-Lauragais;T45_20;31582;Villefranche-de-Lauragais;4.0;Oui
31584;Villemur-sur-Tarn;T45_20;31584;Villemur-sur-Tarn;4.0;Oui
32079;Castelnau d'Auzan Labarrère;T00_30;32079;Castelnau d'Auzan Labarrère;1.0;Non
32096;Cazaubon;T00_30;32096;Cazaubon;1.0;Non
32106;Cologne;T45_20;32106;Cologne;4.0;Oui
32107;Condom;T01_10;32107;Condom;2.0;Oui
32119;Eauze;T01_10;32119;Eauze;2.0;Oui
32132;Fleurance;T02_20;32132;Fleurance;3.0;Oui
32147;Gimont;T45_20;32147;Gimont;4.0;Oui
32160;L'Isle-Jourdain;T45_20;32160;L'Isle-Jourdain;4.0;Oui
32208;Lectoure;T01_10;32208;Lectoure;2.0;Oui
32213;Lombez;T45_20;32213;Lombez;4.0;Oui
32233;Marciac;T00_30;32233;Marciac;1.0;Non
32242;Masseube;T02_20;32242;Masseube;3.0;Oui
32249;Mauvezin;T00_30;32249;Mauvezin;1.0;Non
32252;Miélan;T00_30;32252;Miélan;1.0;Non
32256;Mirande;T01_10;32256;Mirande;2.0;Oui
32285;Montesquiou;T01_20;32285;Montesquiou;;Non
32296;Nogaro;T01_10;32296;Nogaro;2.0;Oui
32319;Plaisance;T00_30;32319;Plaisance;1.0;Non
32344;Riscle;T00_30;32344;Riscle;1.0;Non
32370;Saint-Clar;T00_30;32370;Saint-Clar;1.0;Non
32410;Samatan;T45_20;32410;Samatan;4.0;Oui
32426;Seissan;T02_20;32426;Seissan;3.0;Oui
32459;Valence-sur-Baïse;T01_20;32459;Valence-sur-Baïse;;Non
32462;Vic-Fezensac;T01_10;32462;Vic-Fezensac;2.0;Oui
33036;Bazas;T01_10;33036;Bazas;2.0;Oui
33042;Belin-Béliet;T45_20;33042;Belin-Béliet;4.0;Oui
33058;Blaye;T01_10;33058;Blaye;2.0;Oui
33067;Bourg;T45_20;33067;Bourg;4.0;Oui
33081;Cadillac-sur-Garonne;T45_20;33081;Cadillac-sur-Garonne;4.0;Oui
33108;Castillon-la-Bataille;T00_30;33108;Castillon-la-Bataille;1.0;Non
33138;Coutras;T02_20;33138;Coutras;3.0;Oui
33140;Créon;T45_20;33140;Créon;4.0;Oui
33227;Langon;T45_20;33227;Langon;4.0;Oui
33240;Lesparre-Médoc;T01_10;33240;Lesparre-Médoc;2.0;Oui
33314;Pauillac;T01_10;33314;Pauillac;2.0;Oui
33327;Podensac;T45_20;33327;Podensac;4.0;Oui
33352;La Réole;T01_10;33352;La Réole;2.0;Oui
33366;Saint-André-de-Cubzac;T45_20;33366;Saint-André-de-Cubzac;4.0;Oui
33389;Saint-Ciers-sur-Gironde;T00_30;33389;Saint-Ciers-sur-Gironde;1.0;Non
33402;Sainte-Foy-la-Grande;T01_10;33402;Sainte-Foy-la-Grande;2.0;Oui
34028;Bédarieux;T01_10;34028;Bédarieux;2.0;Oui
34069;Cazouls-lès-Béziers;T02_20;34069;Cazouls-lès-Béziers;3.0;Oui
34079;Clermont-l'Hérault;T45_20;34079;Clermont-l'Hérault;4.0;Oui
34081;Colombiers;T02_20;34081;Colombiers;3.0;Oui
34101;Florensac;T02_20;34101;Florensac;3.0;Oui
34111;Ganges;T45_20;34111;Ganges;4.0;Oui
34114;Gignac;T45_20;34114;Gignac;4.0;Oui
34142;Lodève;T01_10;34142;Lodève;2.0;Oui
34143;Loupian;T45_20;34143;Loupian;4.0;Oui
34147;Magalas;T02_20;34147;Magalas;3.0;Oui
34150;Marseillan;T02_20;34150;Marseillan;3.0;Oui
34162;Montagnac;T00_30;34162;Montagnac;1.0;Non
34189;Olonzac;T02_20;34189;Olonzac;3.0;Oui
34199;Pézenas;T01_10;34199;Pézenas;2.0;Oui
34239;Saint-André-de-Sangonis;T45_20;34239;Saint-André-de-Sangonis;4.0;Oui
34245;Saint-Chinian;T00_30;34245;Saint-Chinian;1.0;Non
34284;Saint-Pons-de-Thomières;T00_30;34284;Saint-Pons-de-Thomières;1.0;Non
34293;La Salvetat-sur-Agout;T00_30;34293;La Salvetat-sur-Agout;1.0;Non
35004;Val-Couesnon;T00_30;35004;Val-Couesnon;1.0;Non
35012;Bain-de-Bretagne;T45_20;35012;Bain-de-Bretagne;4.0;Oui
35019;Bazouges-la-Pérouse;T00_30;35019;Bazouges-la-Pérouse;1.0;Non
35023;Bédée;T45_20;35023;Bédée;4.0;Oui
35037;Bréal-sous-Montfort;T45_20;35037;Bréal-sous-Montfort;4.0;Oui
35049;Cancale;T02_20;35049;Cancale;3.0;Oui
35069;Châteaugiron;T45_20;35069;Châteaugiron;4.0;Oui
35072;Châtillon-en-Vendelais;T02_20;35072;Châtillon-en-Vendelais;3.0;Oui
35085;Combourg;T45_20;35085;Combourg;4.0;Oui
35093;Dinard;T02_20;35093;Dinard;3.0;Oui
35095;Dol-de-Bretagne;T02_20;35095;Dol-de-Bretagne;3.0;Oui
35109;Étrelles;T02_20;35109;Étrelles;3.0;Oui
35124;Grand-Fougeray;T00_30;35124;Grand-Fougeray;1.0;Non
35125;La Guerche-de-Bretagne;T01_10;35125;La Guerche-de-Bretagne;2.0;Oui
35126;Guichen;T45_20;35126;Guichen;4.0;Oui
35136;Janzé;T45_20;35136;Janzé;4.0;Oui
35152;Liffré;T45_20;35152;Liffré;4.0;Oui
35162;Louvigné-du-Désert;T02_20;35162;Louvigné-du-Désert;3.0;Oui
35167;Martigné-Ferchaud;T00_30;35167;Martigné-Ferchaud;1.0;Non
35168;Val d'Anast;T45_20;35168;Val d'Anast;4.0;Oui
35173;Melesse;T45_20;35173;Melesse;4.0;Oui
35176;Guipry-Messac;T45_20;35176;Guipry-Messac;4.0;Oui
35177;La Mézière;T45_20;35177;La Mézière;4.0;Oui
35184;Montauban-de-Bretagne;T45_20;35184;Montauban-de-Bretagne;4.0;Oui
35188;Montfort-sur-Meu;T45_20;35188;Montfort-sur-Meu;4.0;Oui
35207;Noyal-sur-Vilaine;T45_20;35207;Noyal-sur-Vilaine;4.0;Oui
35219;Pipriac;T00_30;35219;Pipriac;1.0;Non
35222;Pleine-Fougères;T01_20;35222;Pleine-Fougères;;Non
35223;Plélan-le-Grand;T45_20;35223;Plélan-le-Grand;4.0;Oui
35227;Pleumeleuc;T45_20;35227;Pleumeleuc;4.0;Oui
35228;Pleurtuit;T02_20;35228;Pleurtuit;3.0;Oui
35239;Retiers;T45_20;35239;Retiers;4.0;Oui
35251;Saint-Aubin-d'Aubigné;T45_20;35251;Saint-Aubin-d'Aubigné;4.0;Oui
35253;Saint-Aubin-du-Cormier;T45_20;35253;Saint-Aubin-du-Cormier;4.0;Oui
35257;Maen Roch;T00_30;35257;Maen Roch;1.0;Non
35282;Rives-du-Couesnon;T45_20;35282;Rives-du-Couesnon;4.0;Oui
35284;Saint-Jouan-des-Guérets;T02_20;35284;Saint-Jouan-des-Guérets;3.0;Oui
35297;Saint-Méen-le-Grand;T01_10;35297;Saint-Méen-le-Grand;2.0;Oui
35308;Mesnil-Roc'h;T02_20;35308;Mesnil-Roc'h;3.0;Oui
35337;Tinténiac;T45_20;35337;Tinténiac;4.0;Oui
36001;Aigurande;T00_30;36001;Aigurande;1.0;Non
36005;Ardentes;T02_20;36005;Ardentes;3.0;Oui
36006;Argenton-sur-Creuse;T01_10;36006;Argenton-sur-Creuse;2.0;Oui
36018;Le Blanc;T01_10;36018;Le Blanc;2.0;Oui
36031;Buzançais;T02_20;36031;Buzançais;3.0;Oui
36034;Chabris;T01_20;36034;Chabris;;Non
36045;Châtillon-sur-Indre;T00_30;36045;Châtillon-sur-Indre;1.0;Non
36046;La Châtre;T01_10;36046;La Châtre;2.0;Oui
36063;Déols;T02_10;36063;Déols;;Non
36093;Levroux;T02_20;36093;Levroux;3.0;Oui
36141;Neuvy-Saint-Sépulchre;T02_20;36141;Neuvy-Saint-Sépulchre;3.0;Oui
36192;Saint-Gaultier;T00_30;36192;Saint-Gaultier;1.0;Non
36208;Sainte-Sévère-sur-Indre;T00_30;36208;Sainte-Sévère-sur-Indre;1.0;Non
36228;Valençay;T00_30;36228;Valençay;1.0;Non
36230;Vatan;T00_30;36230;Vatan;1.0;Non
36241;Villedieu-sur-Indre;T02_20;36241;Villedieu-sur-Indre;3.0;Oui
37020;Beaulieu-lès-Loches;T01_10;37020;Beaulieu-lès-Loches;2.0;Oui
37027;Bléré;T03_20;37027;Bléré;;Non
37031;Bourgueil;T00_30;37031;Bourgueil;1.0;Non
37062;Château-la-Vallière;T03_20;37062;Château-la-Vallière;;Non
37063;Château-Renault;T03_20;37063;Château-Renault;;Non
37091;La Croix-en-Touraine;T03_20;37091;La Croix-en-Touraine;;Non
37115;Descartes;T00_30;37115;Descartes;1.0;Non
37119;L'Île-Bouchard;T00_30;37119;L'Île-Bouchard;1.0;Non
37123;Langeais;T03_20;37123;Langeais;;Non
37130;Ligueil;T00_30;37130;Ligueil;1.0;Non
37132;Loches;T01_10;37132;Loches;2.0;Oui
37167;Neuillé-Pont-Pierre;T03_20;37167;Neuillé-Pont-Pierre;;Non
37189;Preuilly-sur-Claise;T00_30;37189;Preuilly-sur-Claise;1.0;Non
37196;Richelieu;T00_30;37196;Richelieu;1.0;Non
37225;Saint-Martin-le-Beau;T03_20;37225;Saint-Martin-le-Beau;;Non
37226;Sainte-Maure-de-Touraine;T03_20;37226;Sainte-Maure-de-Touraine;;Non
38034;Beaurepaire;T01_10;38034;Beaurepaire;2.0;Oui
38052;Le Bourg-d'Oisans;T00_30;38052;Le Bourg-d'Oisans;1.0;Non
38087;Chasse-sur-Rhône;T45_20;38087;Chasse-sur-Rhône;4.0;Oui
38130;La Côte-Saint-André;T01_10;38130;La Côte-Saint-André;2.0;Oui
38138;Crémieu;T45_20;38138;Crémieu;4.0;Oui
38226;Mens;T00_30;38226;Mens;1.0;Non
38269;La Mure;T45_20;38269;La Mure;4.0;Oui
38314;Pontcharra;T45_20;38314;Pontcharra;4.0;Oui
38315;Le Pont-de-Beauvoisin;T01_10;38315;Le Pont-de-Beauvoisin;2.0;Oui
38412;Saint-Laurent-du-Pont;T45_20;38412;Saint-Laurent-du-Pont;4.0;Oui
38416;Saint-Marcellin;T01_10;38416;Saint-Marcellin;2.0;Oui
38509;La Tour-du-Pin;T01_10;38509;La Tour-du-Pin;2.0;Oui
38517;Tullins;T45_20;38517;Tullins;4.0;Oui
38548;Villard-de-Lans;T45_20;38548;Villard-de-Lans;4.0;Oui
39013;Arbois;T01_10;39013;Arbois;2.0;Oui
39016;Arinthod;T00_30;39016;Arinthod;1.0;Non
39333;Moirans-en-Montagne;T00_30;39333;Moirans-en-Montagne;1.0;Non
39368;Hauts de Bienne;T01_10;39368;Hauts de Bienne;2.0;Oui
39434;Poligny;T01_10;39434;Poligny;2.0;Oui
39478;Saint-Claude;T01_10;39478;Saint-Claude;2.0;Oui
39500;Salins-les-Bains;T01_10;39500;Salins-les-Bains;2.0;Oui
40001;Aire-sur-l'Adour;T01_10;40001;Aire-sur-l'Adour;2.0;Oui
40002;Amou;T00_30;40002;Amou;1.0;Non
40102;Gabarret;T00_30;40102;Gabarret;1.0;Non
40110;Geaune;T00_30;40110;Geaune;1.0;Non
40117;Grenade-sur-l'Adour;T02_20;40117;Grenade-sur-l'Adour;3.0;Oui
40119;Hagetmau;T01_10;40119;Hagetmau;2.0;Oui
40134;Labouheyre;T00_30;40134;Labouheyre;1.0;Non
40194;Montfort-en-Chalosse;T02_20;40194;Montfort-en-Chalosse;3.0;Oui
40197;Morcenx-la-Nouvelle;T01_10;40197;Morcenx-la-Nouvelle;2.0;Oui
40201;Mugron;T00_30;40201;Mugron;1.0;Non
40224;Peyrehorade;T01_10;40224;Peyrehorade;2.0;Oui
40245;Roquefort;T02_20;40245;Roquefort;3.0;Oui
40282;Saint-Sever;T02_20;40282;Saint-Sever;3.0;Oui
40331;Villeneuve-de-Marsan;T02_20;40331;Villeneuve-de-Marsan;3.0;Oui
41025;Bracieux;T02_20;41025;Bracieux;3.0;Oui
41095;Fréteval;T01_20;41095;Fréteval;;Non
41106;Lamotte-Beuvron;T03_20;41106;Lamotte-Beuvron;;Non
41123;Marchenoir;T00_30;41123;Marchenoir;1.0;Non
41136;Mer;T02_20;41136;Mer;3.0;Oui
41143;Mondoubleau;T00_30;41143;Mondoubleau;1.0;Non
41149;Montoire-sur-le-Loir;T01_10;41149;Montoire-sur-le-Loir;2.0;Oui
41151;Montrichard Val de Cher;T01_10;41151;Montrichard Val de Cher;2.0;Oui
41154;Morée;T01_20;41154;Morée;;Non
41159;Neung-sur-Beuvron;T00_30;41159;Neung-sur-Beuvron;1.0;Non
41167;Veuzain-sur-Loire;T02_20;41167;Veuzain-sur-Loire;3.0;Oui
41171;Oucques La Nouvelle;T02_20;41171;Oucques La Nouvelle;3.0;Oui
41173;Beauce la Romaine;T03_20;41173;Beauce la Romaine;;Non
41198;Saint-Aignan;T01_10;41198;Saint-Aignan;2.0;Oui
41232;Salbris;T01_10;41232;Salbris;2.0;Oui
41242;Selles-sur-Cher;T00_30;41242;Selles-sur-Cher;1.0;Non
41269;Vendôme;T01_10;41269;Vendôme;2.0;Oui
42011;Balbigny;T00_30;42011;Balbigny;1.0;Non
42019;Boën-sur-Lignon;T00_30;42019;Boën-sur-Lignon;1.0;Non
42023;Bourg-Argental;T02_20;42023;Bourg-Argental;3.0;Oui
42052;Charlieu;T02_20;42052;Charlieu;3.0;Oui
42059;Chazelles-sur-Lyon;T01_10;42059;Chazelles-sur-Lyon;2.0;Oui
42094;Feurs;T01_10;42094;Feurs;2.0;Oui
42156;Neulise;T02_20;42156;Neulise;3.0;Oui
42159;Noirétable;T00_30;42159;Noirétable;1.0;Non
42165;Panissières;T00_30;42165;Panissières;1.0;Non
42168;Pélussin;T00_30;42168;Pélussin;1.0;Non
42181;Régny;T02_20;42181;Régny;3.0;Oui
42204;Saint-Bonnet-le-Château;T00_30;42204;Saint-Bonnet-le-Château;1.0;Non
42224;Saint-Genest-Malifaux;T03_20;42224;Saint-Genest-Malifaux;;Non
42230;Saint-Germain-Laval;T00_30;42230;Saint-Germain-Laval;1.0;Non
42249;Saint-Just-la-Pendue;T02_20;42249;Saint-Just-la-Pendue;3.0;Oui
42289;Saint-Symphorien-de-Lay;T02_20;42289;Saint-Symphorien-de-Lay;3.0;Oui
42304;Sury-le-Comtal;T03_20;42304;Sury-le-Comtal;;Non
43003;Allègre;T00_30;43003;Allègre;1.0;Non
43012;Aurec-sur-Loire;T03_20;43012;Aurec-sur-Loire;;Non
43016;Auzon;T01_20;43016;Auzon;;Non
43040;Brioude;T01_10;43040;Brioude;2.0;Oui
43042;Cayres;T02_20;43042;Cayres;3.0;Oui
43051;Le Chambon-sur-Lignon;T00_30;43051;Le Chambon-sur-Lignon;1.0;Non
43077;Costaros;T02_20;43077;Costaros;3.0;Oui
43080;Craponne-sur-Arzon;T00_30;43080;Craponne-sur-Arzon;1.0;Non
43087;Dunières;T00_30;43087;Dunières;1.0;Non
43111;Landos;T00_30;43111;Landos;1.0;Non
43112;Langeac;T01_10;43112;Langeac;2.0;Oui
43135;Le Monastier-sur-Gazeille;T02_20;43135;Le Monastier-sur-Gazeille;3.0;Oui
43137;Monistrol-sur-Loire;T03_20;43137;Monistrol-sur-Loire;;Non
43141;Montfaucon-en-Velay;T00_30;43141;Montfaucon-en-Velay;1.0;Non
43148;Paulhaguet;T00_30;43148;Paulhaguet;1.0;Non
43154;Pradelles;T00_30;43154;Pradelles;1.0;Non
43162;Retournac;T00_30;43162;Retournac;1.0;Non
43163;Riotord;T00_30;43163;Riotord;1.0;Non
43177;Saint-Didier-en-Velay;T03_20;43177;Saint-Didier-en-Velay;;Non
