Code;Libellé;Aires d'attraction des villes 2020;insee_com;lib_com;Echelle_influence;Dans_influence
43185;Sainte-Florine;T01_20;43185;Sainte-Florine;;Non
43200;Saint-Julien-Chapteuil;T02_20;43200;Saint-Julien-Chapteuil;3.0;Oui
43205;Saint-Just-Malmont;T03_20;43205;Saint-Just-Malmont;;Non
43224;Sainte-Sigolène;T01_10;43224;Sainte-Sigolène;2.0;Oui
43234;Saugues;T00_30;43234;Saugues;1.0;Non
43244;Tence;T00_30;43244;Tence;1.0;Non
43267;Vorey;T02_20;43267;Vorey;3.0;Oui
43268;Yssingeaux;T01_10;43268;Yssingeaux;2.0;Oui
44003;Ancenis-Saint-Géréon;T02_10;44003;Ancenis-Saint-Géréon;;Non
44015;Blain;T45_20;44015;Blain;4.0;Oui
44043;Clisson;T45_20;44043;Clisson;4.0;Oui
44067;Guémené-Penfao;T00_30;44067;Guémené-Penfao;1.0;Non
44069;Guérande;T03_20;44069;Guérande;;Non
44071;Haute-Goulaine;T45_20;44071;Haute-Goulaine;4.0;Oui
44072;Herbignac;T00_30;44072;Herbignac;1.0;Non
44084;Le Loroux-Bottereau;T45_20;44084;Le Loroux-Bottereau;4.0;Oui
44087;Machecoul-Saint-Même;T01_10;44087;Machecoul-Saint-Même;2.0;Oui
44098;Missillac;T03_20;44098;Missillac;;Non
44110;Nort-sur-Erdre;T45_20;44110;Nort-sur-Erdre;4.0;Oui
44113;Nozay;T45_20;44113;Nozay;4.0;Oui
44116;Paimbœuf;T03_20;44116;Paimbœuf;;Non
44129;Pontchâteau;T03_20;44129;Pontchâteau;;Non
44131;Pornic;T01_10;44131;Pornic;2.0;Oui
44154;Saint-Brevin-les-Pins;T03_20;44154;Saint-Brevin-les-Pins;;Non
44158;Saint-Étienne-de-Montluc;T45_20;44158;Saint-Étienne-de-Montluc;4.0;Oui
44161;Saint-Gildas-des-Bois;T00_30;44161;Saint-Gildas-des-Bois;1.0;Non
44180;Vallons-de-l'Erdre;T02_20;44180;Vallons-de-l'Erdre;3.0;Oui
44186;Sainte-Pazanne;T45_20;44186;Sainte-Pazanne;4.0;Oui
44188;Saint-Philbert-de-Grand-Lieu;T45_20;44188;Saint-Philbert-de-Grand-Lieu;4.0;Oui
44195;Savenay;T45_20;44195;Savenay;4.0;Oui
44212;Vallet;T45_20;44212;Vallet;4.0;Oui
44213;Loireauxence;T02_20;44213;Loireauxence;3.0;Oui
45028;Beaugency;T03_20;45028;Beaugency;;Non
45030;Beaune-la-Rolande;T00_30;45030;Beaune-la-Rolande;1.0;Non
45053;Briare;T01_20;45053;Briare;;Non
45082;Châteauneuf-sur-Loire;T03_20;45082;Châteauneuf-sur-Loire;;Non
45085;Châtillon-Coligny;T00_30;45085;Châtillon-Coligny;1.0;Non
45115;Courtenay;T00_30;45115;Courtenay;1.0;Non
45145;Ferrières-en-Gâtinais;T45_20;45145;Ferrières-en-Gâtinais;4.0;Oui
45146;La Ferté-Saint-Aubin;T03_20;45146;La Ferté-Saint-Aubin;;Non
45187;Lorris;T00_30;45187;Lorris;1.0;Non
45191;Le Malesherbois;T45_20;45191;Le Malesherbois;4.0;Oui
45203;Meung-sur-Loire;T03_20;45203;Meung-sur-Loire;;Non
45224;Neuville-aux-Bois;T03_20;45224;Neuville-aux-Bois;;Non
45248;Patay;T03_20;45248;Patay;;Non
45258;Puiseaux;T45_20;45258;Puiseaux;4.0;Oui
45315;Sully-sur-Loire;T01_10;45315;Sully-sur-Loire;2.0;Oui
46029;Biars-sur-Cère;T01_10;46029;Biars-sur-Cère;2.0;Oui
46038;Bretenoux;T01_10;46038;Bretenoux;2.0;Oui
46045;Cajarc;T00_30;46045;Cajarc;1.0;Non
46063;Castelnau-Montratier;T02_20;46063;Castelnau Montratier-Sainte Alauzie;3.0;Oui
46066;Cazals;T00_30;46066;Cazals;1.0;Non
46127;Gourdon;T01_10;46127;Gourdon;2.0;Oui
46128;Gramat;T01_10;46128;Gramat;2.0;Oui
46143;Lacapelle-Marival;T00_30;46143;Lacapelle-Marival;1.0;Non
46148;Lalbenque;T02_20;46148;Lalbenque;3.0;Oui
46173;Limogne-en-Quercy;T00_30;46173;Limogne-en-Quercy;1.0;Non
46182;Luzech;T02_20;46182;Luzech;3.0;Oui
46185;Martel;T00_30;46185;Martel;1.0;Non
46201;Montcuq-en-Quercy-Blanc;T00_30;46201;Montcuq-en-Quercy-Blanc;1.0;Non
46225;Prayssac;T00_30;46225;Prayssac;1.0;Non
46231;Puy-l'Évêque;T00_30;46231;Puy-l'Évêque;1.0;Non
46251;Saint-Céré;N/A - résultat non disponible;46251;Saint-Céré;;Non
46297;Salviac;T01_20;46297;Salviac;;Non
46309;Souillac;T01_10;46309;Souillac;2.0;Oui
46330;Vayrac;T01_20;46330;Vayrac;;Non
47004;Aiguillon;T00_30;47004;Aiguillon;1.0;Non
47015;Astaffort;T02_20;47015;Astaffort;3.0;Oui
47021;Barbaste;T01_20;47021;Barbaste;;Non
47048;Cancon;T02_20;47048;Cancon;3.0;Oui
47052;Casteljaloux;T01_10;47052;Casteljaloux;2.0;Oui
47054;Castelmoron-sur-Lot;T00_30;47054;Castelmoron-sur-Lot;1.0;Non
47057;Castillonnès;T00_30;47057;Castillonnès;1.0;Non
47078;Damazan;T00_30;47078;Damazan;1.0;Non
47086;Duras;T00_30;47086;Duras;1.0;Non
47106;Fumel;T01_10;47106;Fumel;2.0;Oui
47143;Lavardac;T01_10;47143;Lavardac;2.0;Oui
47168;Miramont-de-Guyenne;T01_10;47168;Miramont-de-Guyenne;2.0;Oui
47175;Monflanquin;T02_20;47175;Monflanquin;3.0;Oui
47179;Monsempron-Libos;T01_10;47179;Monsempron-Libos;2.0;Oui
47195;Nérac;T01_10;47195;Nérac;2.0;Oui
47210;Port-Sainte-Marie;T00_30;47210;Port-Sainte-Marie;1.0;Non
47252;Sainte-Livrade-sur-Lot;T02_20;47252;Sainte-Livrade-sur-Lot;3.0;Oui
47324;Villeréal;T00_30;47324;Villeréal;1.0;Non
48017;Banassac-Canilhac;T00_30;48017;Banassac-Canilhac;1.0;Non
48034;La Canourgue;T00_30;48034;La Canourgue;1.0;Non
48038;Bel-Air-Val-d'Ance;T00_30;48038;Bel-Air-Val-d'Ance;1.0;Non
48039;Chanac;T01_20;48039;Chanac;;Non
48061;Florac Trois Rivières;T00_30;48061;Florac Trois Rivières;1.0;Non
48075;Ispagnac;T01_20;48075;Ispagnac;;Non
48080;Langogne;T00_30;48080;Langogne;1.0;Non
48092;Marvejols;T01_10;48092;Marvejols;2.0;Oui
48094;Massegros Causses Gorges;T00_30;48094;Massegros Causses Gorges;1.0;Non
48096;Meyrueis;T00_30;48096;Meyrueis;1.0;Non
48099;Bourgs sur Colagne;T01_10;48099;Bourgs sur Colagne;2.0;Oui
48140;Saint-Chély-d'Apcher;T01_10;48140;Saint-Chély-d'Apcher;2.0;Oui
48146;Gorges du Tarn Causses;T00_30;48146;Gorges du Tarn Causses;1.0;Non
48156;Saint-Germain-du-Teil;T00_30;48156;Saint-Germain-du-Teil;1.0;Non
49002;Allonnes;T02_20;49002;Allonnes;3.0;Oui
49018;Baugé-en-Anjou;T01_10;49018;Baugé-en-Anjou;2.0;Oui
49063;Chalonnes-sur-Loire;T03_20;49063;Chalonnes-sur-Loire;;Non
49080;Les Hauts-d'Anjou;T03_20;49080;Les Hauts-d'Anjou;;Non
49125;Doué-en-Anjou;T01_10;49125;Doué-en-Anjou;2.0;Oui
49127;Durtal;T01_10;49127;Durtal;2.0;Oui
49180;Longué-Jumelles;T01_10;49180;Longué-Jumelles;2.0;Oui
49215;Montreuil-Bellay;T02_20;49215;Montreuil-Bellay;3.0;Oui
49228;Noyant-Villages;T00_30;49228;Noyant-Villages;1.0;Non
49244;Mauges-sur-Loire;T01_10;49244;Mauges-sur-Loire;2.0;Oui
49248;Ombrée d'Anjou;T01_20;49248;Ombrée d'Anjou;;Non
49261;Gennes-Val-de-Loire;T02_20;49261;Gennes-Val-de-Loire;3.0;Oui
49331;Segré-en-Anjou Bleu;T01_10;49331;Segré-en-Anjou Bleu;2.0;Oui
49373;Lys-Haut-Layon;T00_30;49373;Lys-Haut-Layon;1.0;Non
50003;Agon-Coutainville;T01_20;50003;Agon-Coutainville;;Non
50025;Avranches;T01_10;50025;Avranches;2.0;Oui
50031;Barneville-Carteret;T00_30;50031;Barneville-Carteret;1.0;Non
50041;La Hague;T02_20;50041;La Hague;3.0;Oui
50074;Brécey;T00_30;50074;Brécey;1.0;Non
50076;Bréhal;T01_20;50076;Bréhal;;Non
50082;Bricquebec-en-Cotentin;T02_20;50082;Bricquebec-en-Cotentin;3.0;Oui
50099;Carentan-les-Marais;T01_10;50099;Carentan-les-Marais;2.0;Oui
50139;Condé-sur-Vire;T02_20;50139;Condé-sur-Vire;3.0;Oui
50147;Coutances;T01_10;50147;Coutances;2.0;Oui
50197;Gavray-sur-Sienne;T00_30;50197;Gavray-sur-Sienne;1.0;Non
50218;Granville;T01_10;50218;Granville;2.0;Oui
50236;La Haye;T00_30;50236;La Haye;1.0;Non
50237;La Haye-Pesnel;T01_20;50237;La Haye-Pesnel;;Non
50267;Lessay;T01_10;50267;Lessay;2.0;Oui
50292;Marigny-Le-Lozon;T02_20;50292;Marigny-Le-Lozon;3.0;Oui
50341;Montebourg;T00_30;50341;Montebourg;1.0;Non
50359;Mortain-Bocage;T00_30;50359;Mortain-Bocage;1.0;Non
50393;Percy-en-Normandie;T00_30;50393;Percy-en-Normandie;1.0;Non
50394;Périers;T00_30;50394;Périers;1.0;Non
50400;Picauville;T00_30;50400;Picauville;1.0;Non
50402;Les Pieux;T02_20;50402;Les Pieux;3.0;Oui
50410;Pontorson;T01_10;50410;Pontorson;2.0;Oui
50412;Port-Bail-sur-Mer;T00_30;50412;Port-Bail-sur-Mer;1.0;Non
50417;Quettehou;T00_30;50417;Quettehou;1.0;Non
50484;Saint-Hilaire-du-Harcouët;T01_10;50484;Saint-Hilaire-du-Harcouët;2.0;Oui
50487;Saint-James;T00_30;50487;Saint-James;1.0;Non
50523;Sainte-Mère-Église;T00_30;50523;Sainte-Mère-Église;1.0;Non
50539;Saint-Pierre-Église;T02_20;50539;Saint-Pierre-Église;3.0;Oui
50551;Saint-Sauveur-le-Vicomte;T00_30;50551;Saint-Sauveur-le-Vicomte;1.0;Non
50562;Saint-Vaast-la-Hougue;T00_30;50562;Saint-Vaast-la-Hougue;1.0;Non
50565;Sartilly-Baie-Bocage;T01_20;50565;Sartilly-Baie-Bocage;;Non
50582;Sourdeval;T01_20;50582;Sourdeval;;Non
50591;Le Teilleul;T00_30;50591;Le Teilleul;1.0;Non
50601;Torigny-les-Villes;T02_20;50601;Torigny-les-Villes;3.0;Oui
50615;Valognes;T02_20;50615;Valognes;3.0;Oui
50639;Villedieu-les-Poêles-Rouffigny;T01_10;50639;Villedieu-les-Poêles-Rouffigny;2.0;Oui
51217;Dormans;T00_30;51217;Dormans;1.0;Non
51248;Fère-Champenoise;T00_30;51248;Fère-Champenoise;1.0;Non
51250;Fismes;T03_20;51250;Fismes;;Non
51380;Montmirail;T01_10;51380;Montmirail;2.0;Oui
51388;Mourmelon-le-Grand;T01_10;51388;Mourmelon-le-Grand;2.0;Oui
51423;Pargny-sur-Saulx;T01_20;51423;Pargny-sur-Saulx;;Non
51507;Sainte-Menehould;T01_10;51507;Sainte-Menehould;2.0;Oui
51531;Sermaize-les-Bains;T00_30;51531;Sermaize-les-Bains;1.0;Non
51535;Sézanne;T01_10;51535;Sézanne;2.0;Oui
51612;Blancs-Coteaux;T01_10;51612;Blancs-Coteaux;2.0;Oui
52008;Andelot-Blancheville;T02_20;52008;Andelot-Blancheville;3.0;Oui
52017;Arc-en-Barrois;T02_20;52017;Arc-en-Barrois;3.0;Oui
52050;Biesles;T02_20;52050;Biesles;3.0;Oui
52058;Bologne;T02_20;52058;Bologne;3.0;Oui
52060;Bourbonne-les-Bains;T00_30;52060;Bourbonne-les-Bains;1.0;Non
52064;Bourmont-entre-Meuse-et-Mouzon;T00_30;52064;Bourmont-entre-Meuse-et-Mouzon;1.0;Non
52074;Breuvannes-en-Bassigny;T00_30;52074;Breuvannes-en-Bassigny;1.0;Non
52093;Chalindrey;T01_20;52093;Chalindrey;;Non
52114;Châteauvillain;T02_20;52114;Châteauvillain;3.0;Oui
52177;Doulaincourt-Saucourt;T00_30;52177;Doulaincourt-Saucourt;1.0;Non
52197;Fayl-Billot;T00_30;52197;Fayl-Billot;1.0;Non
52211;Froncles;T02_20;52211;Froncles;3.0;Oui
52247;Illoud;T00_30;52247;Illoud;1.0;Non
52250;Joinville;T01_10;52250;Joinville;2.0;Oui
52269;Langres;T01_10;52269;Langres;2.0;Oui
52331;La Porte du Der;T02_20;52331;La Porte du Der;3.0;Oui
52353;Nogent;T02_20;52353;Nogent;3.0;Oui
52405;Le Montsaugeonnais;T00_30;52405;Le Montsaugeonnais;1.0;Non
52444;Saint-Blin;T00_30;52444;Saint-Blin;1.0;Non
52550;Wassy;T02_20;52550;Wassy;3.0;Oui
53003;Ambrières-les-Vallées;T01_20;53003;Ambrières-les-Vallées;;Non
53062;Château-Gontier-sur-Mayenne;T01_10;53062;Château-Gontier-sur-Mayenne;2.0;Oui
53077;Cossé-le-Vivien;T02_20;53077;Cossé-le-Vivien;3.0;Oui
53084;Craon;T01_10;53084;Craon;2.0;Oui
53096;Ernée;T01_10;53096;Ernée;2.0;Oui
53097;Évron;T01_10;53097;Évron;2.0;Oui
53107;Gorron;T01_10;53107;Gorron;2.0;Oui
53127;Lassay-les-Châteaux;T00_30;53127;Lassay-les-Châteaux;1.0;Non
53147;Mayenne;T01_10;53147;Mayenne;2.0;Oui
53152;Meslay-du-Maine;T02_20;53152;Meslay-du-Maine;3.0;Oui
53161;Montsûrs;T02_20;53161;Montsûrs;3.0;Oui
53182;Port-Brillet;T02_20;53182;Port-Brillet;3.0;Oui
53185;Pré-en-Pail-Saint-Samson;T00_30;53185;Pré-en-Pail-Saint-Samson;1.0;Non
53188;Renazé;T00_30;53188;Renazé;1.0;Non
53271;Villaines-la-Juhel;T01_10;53271;Villaines-la-Juhel;2.0;Oui
54039;Baccarat;T01_10;54039;Baccarat;2.0;Oui
54076;Blainville-sur-l'Eau;T03_20;54076;Blainville-sur-l'Eau;;Non
54099;Val de Briey;T01_10;54099;Val de Briey;2.0;Oui
54129;Cirey-sur-Vezouze;T00_30;54129;Cirey-sur-Vezouze;1.0;Non
54135;Colombey-les-Belles;T03_20;54135;Colombey-les-Belles;;Non
54263;Homécourt;T01_10;54263;Homécourt;2.0;Oui
54273;Jarny;T01_10;54273;Jarny;2.0;Oui
54280;Jœuf;T01_10;54280;Jœuf;2.0;Oui
54322;Longuyon;T00_30;54322;Longuyon;1.0;Non
54397;Neuves-Maisons;T03_20;54397;Neuves-Maisons;;Non
54400;Nomeny;T03_20;54400;Nomeny;;Non
54425;Piennes;T00_30;54425;Piennes;1.0;Non
54431;Pont-à-Mousson;T01_10;54431;Pont-à-Mousson;2.0;Oui
54432;Pont-Saint-Vincent;T03_20;54432;Pont-Saint-Vincent;;Non
54563;Vézelise;T03_20;54563;Vézelise;;Non
55063;Bouligny;T00_30;55063;Bouligny;1.0;Non
55122;Commercy;T01_10;55122;Commercy;2.0;Oui
55181;Étain;T01_10;55181;Étain;2.0;Oui
55291;Ligny-en-Barrois;T02_20;55291;Ligny-en-Barrois;3.0;Oui
55351;Montmédy;T00_30;55351;Montmédy;1.0;Non
55427;Revigny-sur-Ornain;T02_20;55427;Revigny-sur-Ornain;3.0;Oui
55463;Saint-Mihiel;T01_10;55463;Saint-Mihiel;2.0;Oui
55502;Stenay;T00_30;55502;Stenay;1.0;Non
55533;Vaucouleurs;T00_30;55533;Vaucouleurs;1.0;Non
56001;Allaire;T01_20;56001;Allaire;;Non
56007;Auray;T01_10;56007;Auray;2.0;Oui
56010;Baud;T01_10;56010;Baud;2.0;Oui
56053;Elven;T02_20;56053;Elven;3.0;Oui
56057;Le Faouët;T00_30;56057;Le Faouët;1.0;Non
56061;La Gacilly;T00_30;56061;La Gacilly;1.0;Non
56066;Gourin;T01_10;56066;Gourin;2.0;Oui
56067;Grand-Champ;T02_20;56067;Grand-Champ;3.0;Oui
56073;Guémené-sur-Scorff;T00_30;56073;Guémené-sur-Scorff;1.0;Non
56075;Guer;T01_10;56075;Guer;2.0;Oui
56083;Hennebont;T03_20;56083;Hennebont;;Non
56091;Josselin;T01_10;56091;Josselin;2.0;Oui
56101;Languidic;T03_20;56101;Languidic;;Non
56117;Locminé;T01_10;56117;Locminé;2.0;Oui
56123;Malansac;T00_30;56123;Malansac;1.0;Non
56127;Mauron;T00_30;56127;Mauron;1.0;Non
56143;Muzillac;T02_20;56143;Muzillac;3.0;Oui
56147;Nivillac;T00_30;56147;Nivillac;1.0;Non
56152;Le Palais;T00_30;56152;Le Palais;1.0;Non
56165;Ploërmel;T01_10;56165;Ploërmel;2.0;Oui
56166;Plouay;T03_20;56166;Plouay;;Non
56169;Plouhinec;T03_20;56169;Plouhinec;;Non
56184;Questembert;T00_30;56184;Questembert;1.0;Non
56186;Quiberon;T01_10;56186;Quiberon;2.0;Oui
56190;Réguiny;T00_30;56190;Réguiny;1.0;Non
56195;La Roche-Bernard;T00_30;56195;La Roche-Bernard;1.0;Non
56198;Rohan;T01_20;56198;Rohan;;Non
56222;Saint-Jean-Brévelay;T02_20;56222;Saint-Jean-Brévelay;3.0;Oui
56240;Sarzeau;T00_30;56240;Sarzeau;1.0;Non
56244;Sérent;T00_30;56244;Sérent;1.0;Non
57089;Bitche;T01_10;57089;Bitche;2.0;Oui
57097;Boulay-Moselle;T03_20;57097;Boulay-Moselle;;Non
57106;Bouzonville;T01_10;57106;Bouzonville;2.0;Oui
57132;Château-Salins;T00_30;57132;Château-Salins;1.0;Non
57160;Creutzwald;T01_10;57160;Creutzwald;2.0;Oui
57177;Dieuze;T01_10;57177;Dieuze;2.0;Oui
57207;Farébersviller;T01_10;57207;Farébersviller;2.0;Oui
57240;Freyming-Merlebach;T01_10;57240;Freyming-Merlebach;2.0;Oui
57332;Hombourg-Haut;T01_10;57332;Hombourg-Haut;2.0;Oui
57483;Morhange;T01_10;57483;Morhange;2.0;Oui
57650;Sierck-les-Bains;T45_20;57650;Sierck-les-Bains;4.0;Oui
58046;Cercy-la-Tour;T00_30;58046;Cercy-la-Tour;1.0;Non
58059;La Charité-sur-Loire;T01_10;58059;La Charité-sur-Loire;2.0;Oui
58062;Château-Chinon (Ville);T00_30;58062;Château-Chinon (Ville);1.0;Non
58065;Châtillon-en-Bazois;T00_30;58065;Châtillon-en-Bazois;1.0;Non
58079;Clamecy;T01_10;58079;Clamecy;2.0;Oui
58083;Corbigny;T00_30;58083;Corbigny;1.0;Non
58095;Decize;T01_10;58095;Decize;2.0;Oui
58131;Guérigny;T02_20;58131;Guérigny;3.0;Oui
58134;Imphy;T02_20;58134;Imphy;3.0;Oui
58145;Lormes;T00_30;58145;Lormes;1.0;Non
58149;Luzy;T00_30;58149;Luzy;1.0;Non
58151;La Machine;T01_20;58151;La Machine;;Non
58182;Moulins-Engilbert;T00_30;58182;Moulins-Engilbert;1.0;Non
58218;Prémery;T02_20;58218;Prémery;3.0;Oui
58227;Saint-Amand-en-Puisaye;T00_30;58227;Saint-Amand-en-Puisaye;1.0;Non
58232;Saint-Benin-d'Azy;T02_20;58232;Saint-Benin-d'Azy;3.0;Oui
58250;Saint-Léger-des-Vignes;T01_10;58250;Saint-Léger-des-Vignes;2.0;Oui
58267;Saint-Saulge;T00_30;58267;Saint-Saulge;1.0;Non
58304;Varzy;T01_20;58304;Varzy;;Non
59008;Aniche;T02_20;59008;Aniche;3.0;Oui
59015;Arleux;T02_20;59015;Arleux;3.0;Oui
59035;Avesnelles;T01_10;59035;Avesnelles;2.0;Oui
59036;Avesnes-sur-Helpe;T01_10;59036;Avesnes-sur-Helpe;2.0;Oui
59037;Avesnes-les-Aubert;T02_20;59037;Avesnes-les-Aubert;3.0;Oui
59053;Bavay;T02_20;59053;Bavay;3.0;Oui
59136;Le Cateau-Cambrésis;T01_10;59136;Le Cateau-Cambrésis;2.0;Oui
59139;Caudry;T01_10;59139;Caudry;2.0;Oui
59153;Condé-sur-l'Escaut;T03_20;59153;Condé-sur-l'Escaut;;Non
59249;Fourmies;T01_10;59249;Fourmies;2.0;Oui
59331;Landrecies;T00_30;59331;Landrecies;1.0;Non
59481;Le Quesnoy;T03_20;59481;Le Quesnoy;;Non
59525;Sains-du-Nord;T00_30;59525;Sains-du-Nord;1.0;Non
59571;Solesmes;T01_10;59571;Solesmes;2.0;Oui
59574;Somain;T01_10;59574;Somain;2.0;Oui
60029;Auneuil;T02_20;60029;Auneuil;3.0;Oui
60103;Bresles;T02_20;60103;Bresles;3.0;Oui
60104;Breteuil;T01_10;60104;Breteuil;2.0;Oui
60157;Clermont;T45_20;60157;Clermont;4.0;Oui
60178;Crèvecœur-le-Grand;T02_20;60178;Crèvecœur-le-Grand;3.0;Oui
60245;Formerie;T00_30;60245;Formerie;1.0;Non
60286;Grandvilliers;T02_20;60286;Grandvilliers;3.0;Oui
60333;Lachapelle-aux-Pots;T02_20;60333;Lachapelle-aux-Pots;3.0;Oui
60395;Méru;T45_20;60395;Méru;4.0;Oui
60439;Mouy;T45_20;60439;Mouy;4.0;Oui
60471;Noyon;T01_10;60471;Noyon;2.0;Oui
60509;Pont-Sainte-Maxence;T45_20;60509;Pont-Sainte-Maxence;4.0;Oui
60577;Saint-Germer-de-Fly;T02_20;60577;Saint-Germer-de-Fly;3.0;Oui
61007;Athis-Val de Rouvre;T02_20;61007;Athis-Val de Rouvre;3.0;Oui
61038;Bellême;T00_30;61038;Bellême;1.0;Non
61063;Briouze;T00_30;61063;Briouze;1.0;Non
61074;Carrouges;T00_30;61074;Carrouges;1.0;Non
61145;Domfront en Poiraie;T01_10;61145;Domfront en Poiraie;2.0;Oui
61153;Écouché-les-Vallées;T01_20;61153;Écouché-les-Vallées;;Non
61168;La Ferté Macé;T01_10;61168;La Ferté Macé;2.0;Oui
61181;Gacé;T00_30;61181;Gacé;1.0;Non
61214;L'Aigle;T01_10;61214;L'Aigle;2.0;Oui
61230;Longny les Villages;T00_30;61230;Longny les Villages;1.0;Non
61258;Le Mêle-sur-Sarthe;T02_20;61258;Le Mêle-sur-Sarthe;3.0;Oui
61293;Mortagne-au-Perche;T01_10;61293;Mortagne-au-Perche;2.0;Oui
61339;Putanges-le-Lac;T00_30;61339;Putanges-le-Lac;1.0;Non
61345;Rémalard en Perche;T00_30;61345;Rémalard en Perche;1.0;Non
61464;Sées;T01_10;61464;Sées;2.0;Oui
61483;Bagnoles de l'Orne Normandie;T01_10;61483;Bagnoles de l'Orne Normandie;2.0;Oui
61484;Val-au-Perche;T01_20;61484;Val-au-Perche;;Non
61486;Tinchebray-Bocage;T02_20;61486;Tinchebray-Bocage;3.0;Oui
61494;Trun;T01_20;61494;Trun;;Non
61508;Vimoutiers;T00_30;61508;Vimoutiers;1.0;Non
62014;Aire-sur-la-Lys;T01_10;62014;Aire-sur-la-Lys;2.0;Oui
62048;Auchel;T02_10;62048;Auchel;;Non
62060;Auxi-le-Château;T00_30;62060;Auxi-le-Château;1.0;Non
62063;Avesnes-le-Comte;T02_20;62063;Avesnes-le-Comte;3.0;Oui
62080;Bapaume;T01_10;62080;Bapaume;2.0;Oui
62186;Bully-les-Mines;T03_20;62186;Bully-les-Mines;;Non
62194;Calonne-Ricouart;T02_10;62194;Calonne-Ricouart;;Non
62215;Carvin;T45_20;62215;Carvin;4.0;Oui
62268;Desvres;T02_20;62268;Desvres;3.0;Oui
62361;Frévent;T00_30;62361;Frévent;1.0;Non
62364;Fruges;T01_10;62364;Fruges;2.0;Oui
62397;Guînes;T02_20;62397;Guînes;3.0;Oui
62447;Hesdin;T01_10;62447;Hesdin;2.0;Oui
62516;Lillers;T02_10;62516;Lillers;;Non
62534;Lumbres;T02_20;62534;Lumbres;3.0;Oui
62560;Marquise;T02_20;62560;Marquise;3.0;Oui
62563;Mazingarbe;T03_20;62563;Mazingarbe;;Non
62588;Montreuil-sur-Mer;T01_10;62588;Montreuil-sur-Mer;2.0;Oui
62667;Le Portel;T02_10;62667;Le Portel;;Non
62758;Saint-Martin-Boulogne;T02_10;62758;Saint-Martin-Boulogne;;Non
62894;Wimille;T02_20;62894;Wimille;3.0;Oui
62907;Libercourt;T45_20;62907;Libercourt;4.0;Oui
63001;Aigueperse;T03_20;63001;Aigueperse;;Non
63003;Ambert;T01_10;63003;Ambert;2.0;Oui
63004;Les Ancizes-Comps;T00_30;63004;Les Ancizes-Comps;1.0;Non
63009;Ardes;T01_20;63009;Ardes;;Non
63010;Arlanc;T01_20;63010;Arlanc;;Non
63038;Besse-et-Saint-Anastaise;T00_30;63038;Besse-et-Saint-Anastaise;1.0;Non
63040;Billom;T03_20;63040;Billom;;Non
63047;La Bourboule;T00_30;63047;La Bourboule;1.0;Non
63048;Bourg-Lastic;T00_30;63048;Bourg-Lastic;1.0;Non
63050;Brassac-les-Mines;T01_20;63050;Brassac-les-Mines;;Non
63080;Champeix;T03_20;63080;Champeix;;Non
63103;Châtel-Guyon;T03_20;63103;Châtel-Guyon;;Non
63116;Combronde;T03_20;63116;Combronde;;Non
63125;Courpière;T01_20;63125;Courpière;;Non
63132;Cunlhat;T00_30;63132;Cunlhat;1.0;Non
63165;Giat;T00_30;63165;Giat;1.0;Non
63195;Lezoux;T03_20;63195;Lezoux;;Non
63210;Maringues;T03_20;63210;Maringues;;Non
63236;Mont-Dore;T00_30;63236;Mont-Dore;1.0;Non
63245;Mozac;T03_20;63245;Mozac;;Non
63281;Pionsat;T00_30;63281;Pionsat;1.0;Non
63283;Pontaumur;T00_30;63283;Pontaumur;1.0;Non
63285;Pontgibaud;T03_20;63285;Pontgibaud;;Non
63291;Puy-Guillaume;T01_20;63291;Puy-Guillaume;;Non
63295;Randan;T00_30;63295;Randan;1.0;Non
63305;Rochefort-Montagne;T00_30;63305;Rochefort-Montagne;1.0;Non
63338;Saint-Éloy-les-Mines;T01_10;63338;Saint-Éloy-les-Mines;2.0;Oui
63352;Saint-Germain-Lembron;T01_20;63352;Saint-Germain-Lembron;;Non
63354;Saint-Gervais-d'Auvergne;T00_30;63354;Saint-Gervais-d'Auvergne;1.0;Non
63415;Sauxillanges;T01_20;63415;Sauxillanges;;Non
63457;Vic-le-Comte;T03_20;63457;Vic-le-Comte;;Non
63470;Volvic;T03_20;63470;Volvic;;Non
64062;Arudy;T03_20;64062;Arudy;;Non
64063;Arzacq-Arraziguet;T03_20;64063;Arzacq-Arraziguet;;Non
64233;Garlin;T00_30;64233;Garlin;1.0;Non
64256;Hasparren;T03_20;64256;Hasparren;;Non
64260;Hendaye;T01_10;64260;Hendaye;2.0;Oui
64320;Laruns;T00_30;64320;Laruns;1.0;Non
64331;Lembeye;T03_20;64331;Lembeye;;Non
64371;Mauléon-Licharre;T01_10;64371;Mauléon-Licharre;2.0;Oui
64405;Morlaàs;T03_20;64405;Morlaàs;;Non
64410;Mourenx;T01_10;64410;Mourenx;2.0;Oui
64416;Navarrenx;T00_30;64416;Navarrenx;1.0;Non
64417;Nay;T03_20;64417;Nay;;Non
64422;Oloron-Sainte-Marie;T01_10;64422;Oloron-Sainte-Marie;2.0;Oui
64430;Orthez;T01_10;64430;Orthez;2.0;Oui
64453;Pontacq;T03_20;64453;Pontacq;;Non
64485;Saint-Jean-Pied-de-Port;T01_10;64485;Saint-Jean-Pied-de-Port;2.0;Oui
64493;Saint-Palais;T01_10;64493;Saint-Palais;2.0;Oui
64499;Salies-de-Béarn;T01_10;64499;Salies-de-Béarn;2.0;Oui
