Code;M�diane du revenu disponible par UC 2020;Part des 60-74 ans 2021;Part des moins de 15 ans 2021;Part des 15-29 ans 2021;Part des 30-44 ans 2021;Part des 45-59 ans 2021;Nombre grandes surfaces 2023;Nombre de sup�rettes et �pieries;Nombre boulangeries et patisseries;Nombre �coles primaires maternelles �l�mentaires;Nombre de coll�ges;Nombre de lyc�es;Nombre de m�decins g�n�ralistes;Nombre de dentistes;Nombre de pharmacies
16240;N/A - r�sultat non disponible;25.3;17.2;10.1;11.1;23.2;0;0;0;0;0;0;0;0;0
16241;22270;19.8;17.1;8.5;15.5;27.7;0;0;0;0;0;0;0;0;0
16242;19780;27.4;13.7;10.1;14;20.8;0;1;0;1;0;0;1;0;1
16243;23720;25.1;13.9;12.5;14.9;24;0;1;1;1;0;0;0;0;1
16244;21170;20.3;15.2;15.2;16.6;22.9;0;1;2;1;0;0;1;2;1
16245;19460;23.9;14.1;11.6;16.8;22;0;0;0;1;0;0;0;0;0
16246;20460;29.5;9.4;8.9;14.1;26.2;0;0;0;0;0;0;0;0;0
16248;20160;35.5;5.1;8.4;7.7;21.9;0;0;0;0;0;0;0;0;0
16249;14790;23.9;16;12.5;12.6;20.2;0;0;0;1;0;0;0;0;0
16250;19370;24;8.5;10.9;12.4;23;0;0;0;0;0;0;0;0;0
16251;19140;26.8;13.1;17;15.5;18.9;0;0;0;0;0;0;0;0;0
16252;23570;29.3;9.9;9.9;8.6;26.7;0;0;0;0;0;0;0;0;0
16253;19280;27.4;12.4;12.9;13.2;19.1;0;1;0;0;0;0;0;0;0
16254;18190;25.2;8.9;8.7;10.4;29.1;0;0;0;0;0;0;0;0;0
16255;18340;40.1;4.2;7;6.4;29.6;0;0;0;0;0;0;0;0;0
16256;18700;31.5;16.2;12.5;19.7;13.2;0;0;0;0;0;0;0;0;0
16258;20690;25.3;15.1;10.5;15.7;23.1;0;0;0;1;1;0;0;0;0
16260;18890;28.7;17.8;9.2;12.4;18.9;0;0;0;0;0;0;0;0;0
16261;21250;19.6;16.6;9.2;18.5;24.5;0;0;0;0;0;0;0;0;0
16263;22750;18.3;17.4;15.9;16.9;24.2;0;0;0;0;0;0;0;0;0
16264;18260;34.1;10.4;7.9;7.7;23.1;0;0;0;0;0;0;0;0;0
16267;N/A - r�sultat non disponible;19.1;22.9;14.3;18.2;18.1;0;0;0;0;0;0;0;0;0
16268;19380;27.5;8.1;9.7;14;22.2;0;0;0;0;0;0;0;0;0
16269;23070;20.9;16.5;10.7;17.4;25.4;0;0;1;1;0;0;1;0;0
16270;18410;27.9;8.7;10.2;11.1;20.9;0;0;0;0;0;0;0;0;0
16271;27390;31.4;13.6;8.8;12.7;21;2;1;2;1;0;0;2;2;1
16272;21830;21.9;17.7;14.6;17.5;20;0;1;0;1;0;0;0;0;0
16273;18180;21.8;11.3;10.6;13.8;27.5;0;0;0;0;0;0;0;0;0
16275;18610;28.6;8.3;11.5;13.4;22.3;0;0;1;0;0;0;0;0;0
16276;21010;18;17.2;14.1;18.2;22.1;0;0;0;0;0;0;0;0;0
16277;23710;15.7;17.8;16.3;19.1;23.1;0;0;0;1;0;0;0;0;0
16279;22850;27.1;13.8;7.1;14.9;23.7;0;0;0;0;0;0;0;0;0
16280;22120;21.7;15.1;11.9;14.9;17;2;1;0;1;0;0;0;4;1
16281;20570;24.2;12.2;14.2;14;18.3;2;0;4;4;2;1;6;0;1
16282;21160;20.4;12.8;15.1;18.7;23.2;0;0;0;1;0;0;0;0;0
16283;20930;24.3;16.7;13;16;18.2;0;0;0;1;0;0;1;0;0
16284;21460;25.8;12.5;11.6;13.4;20;0;0;0;0;0;0;0;0;0
16285;20200;27.9;13.4;9.5;17.6;19.6;0;0;0;1;0;0;0;0;0
16286;20980;19.4;14.8;13.3;16.9;19.7;2;0;4;3;1;0;7;2;1
16287;22610;19.1;17.1;12.8;19.7;21.6;0;1;2;3;0;0;1;1;1
16289;16640;34.1;11.1;5.6;16.3;16.5;0;0;0;0;0;0;0;0;0
16290;19950;31.9;11.8;4.5;13.9;20.5;0;0;0;0;0;0;0;0;0
16291;22100;19.4;15.3;13.5;16.9;20.9;1;3;6;4;1;1;4;4;2
16292;18720;20.7;10.4;17;12.4;18.9;5;1;7;3;2;2;5;3;3
16293;21570;17.1;18.7;12.8;18.4;22.2;0;0;0;0;0;0;0;0;0
16295;21120;19.1;17.4;12.5;18.5;19.1;1;0;1;2;1;0;3;0;1
16297;24220;28.6;14.2;9.4;16.1;21.2;0;0;0;0;0;0;0;0;0
16298;22670;24.8;12.9;10.5;16.6;20.8;0;0;0;0;0;0;0;0;0
16300;20850;19.4;16;12.7;17.4;18.7;0;2;0;2;0;0;3;0;1
16301;21090;28.9;13.6;9.6;14.5;23.8;0;0;0;1;0;0;0;0;0
16302;19920;24.5;17.6;10.6;18.5;18.9;0;0;1;0;0;0;0;0;0
16303;22490;21.9;19.2;9.6;18.2;21.2;0;0;0;1;0;0;0;0;0
16304;28180;27.8;13.4;8.3;15.8;21.4;0;0;0;1;0;0;0;0;0
16306;19710;28;13.5;8.6;13.6;24.6;0;1;0;0;0;0;0;0;0
16307;20960;23.8;16.9;14.1;15.9;20.1;0;0;0;1;0;0;0;0;0
16308;19000;23.6;13.7;13;16.8;20.7;0;1;3;1;0;0;1;0;1
16310;18630;23.9;15.2;7.7;18.1;20.8;0;0;0;0;0;0;0;0;0
16312;21850;17.1;19.5;14.4;17.5;21.8;0;0;0;1;0;0;0;0;0
16315;20230;34.4;12.8;2.9;8.8;21.6;0;0;0;0;0;0;0;0;0
16316;22590;18.6;15.2;13.4;19.4;21.6;0;0;0;1;0;0;0;7;1
16317;18860;27.8;16;12.6;14.6;17.8;0;0;1;0;0;0;0;0;0
16318;19740;20.6;11.1;9.5;14.1;17.8;0;0;0;1;0;0;0;0;0
16320;22320;20.2;17.5;13.6;20;20.5;0;0;1;1;0;0;1;0;1
16321;N/A - r�sultat non disponible;19.6;8.9;8.7;8.9;28.4;0;0;0;0;0;0;0;0;0
16323;19940;20.3;14.9;10.7;21.7;20.5;0;0;0;0;0;0;0;0;0
16325;18760;45.3;9.4;7.8;11.7;14.8;0;0;0;0;0;0;0;0;0
16326;21170;27.4;13.3;15.5;11.9;17.8;0;0;0;0;0;0;0;0;0
16329;19320;25.2;15.6;10.9;15;20.4;0;0;1;1;0;0;1;0;0
16330;24740;27.2;14.7;11;17.4;21.7;0;0;0;2;0;0;0;0;0
16331;N/A - r�sultat non disponible;27.8;13.3;8.9;17.8;22.2;0;0;0;0;0;0;0;0;0
16334;18070;28.5;11.1;12.7;10.3;20.7;0;0;0;0;0;0;0;0;0
16335;19660;30.9;9.8;10.6;16.3;26.8;0;0;0;0;0;0;0;0;0
16336;21000;22.7;15.2;9.9;18.7;21.7;0;0;0;1;0;0;0;0;0
16337;19980;24.7;13.9;11.9;14.9;25.2;0;0;1;1;0;0;1;0;0
16338;20030;23.1;17.5;13.5;17;20.8;0;0;0;0;0;0;0;0;0
16339;20440;21.3;16.9;12;15.5;21.4;0;0;1;0;0;0;0;0;0
16340;21340;21;15.9;11;15.7;24.5;0;0;1;1;0;0;0;1;1
16341;20780;18.3;13.8;15.2;15.7;17.9;0;0;3;1;1;0;2;1;2
16342;22340;18.1;16.1;14.2;19.4;19.1;0;0;0;0;1;1;0;0;0
16343;24960;21.5;15.7;12.3;19.7;23.1;0;0;0;0;0;0;0;0;0
16345;20370;26.2;11.8;9.9;17.8;21.3;0;0;0;0;0;0;0;0;0
16346;20580;21.4;13.8;11.5;14.3;24.8;0;0;0;0;0;0;0;0;0
16347;17800;25.3;11.5;13.8;12.3;23.4;0;1;0;1;0;0;0;0;0
16348;24410;24.2;16.1;10.5;18.3;23.2;0;1;1;1;0;0;0;0;0
16349;23070;26.8;11.6;12.5;15.4;24.2;0;1;1;1;0;0;0;0;0
16350;19130;24.2;13.1;11.7;13.4;22.7;0;2;1;1;0;0;1;1;1
16352;22060;15.8;22.7;8.6;25.4;15;0;0;0;0;0;0;0;0;0
16353;21120;21.2;16.2;12.9;17.8;19.6;0;1;2;1;0;0;0;0;0
16354;18480;32.1;10.7;9.8;16.9;22.4;0;0;0;0;0;0;0;0;0
16356;N/A - r�sultat non disponible;33.3;11.1;0;20;17.8;0;0;0;0;0;0;0;0;0
16357;18260;20.1;17;8.1;17.8;25.2;0;0;0;0;0;0;0;0;0
16358;23580;21.7;16.6;13.5;17.1;20.2;1;0;4;4;0;1;4;2;3
16359;23850;21.6;15;9.5;16.2;23.6;0;0;1;1;0;0;2;0;0
16360;21730;28.6;15.5;13.2;16.5;20.7;0;0;0;1;0;1;0;0;0
16361;19920;18.6;16.7;10;17.1;24.4;0;0;0;0;0;0;0;0;0
16362;20780;28.8;15.5;9.3;17;20.6;0;0;0;0;0;0;0;0;0
16363;19260;22.2;20.6;12;16.6;20;0;0;0;1;0;0;0;0;0
16364;N/A - r�sultat non disponible;28;9.4;9.4;17.3;26.7;0;0;0;0;0;0;0;0;0
16365;N/A - r�sultat non disponible;26.6;14.3;16.3;12.4;18.4;0;0;0;0;0;0;0;0;0
16366;22590;21.4;15.1;13.4;15.2;21.7;2;0;2;3;1;1;4;2;1
16368;21500;20;19.6;10.8;19.6;22.3;0;0;2;1;0;0;0;0;0
16369;23450;24.7;14.2;13.4;17.4;21.5;0;1;0;1;0;0;0;0;1
16370;22780;20.9;17.4;10.5;20.6;22.6;0;2;1;1;0;0;1;0;0
16372;19840;22.1;14.2;8.7;18.8;20.1;0;0;0;0;0;0;0;0;0
16373;20010;29;7.6;13.3;9.7;21.5;0;0;0;0;0;0;0;0;0
16374;18480;16.8;20.5;15.6;17.3;18.2;4;5;7;11;2;1;3;9;3
16375;19800;20.6;20.7;9.2;19.3;20.5;0;0;0;0;0;0;0;0;0
16377;19360;22.8;15;10.4;13.2;17.9;0;0;0;0;0;0;0;0;0
16378;21310;23.5;17.7;9.3;17.3;20.1;0;0;0;1;0;0;0;0;0
16379;20820;23;15.2;13.3;17.1;20.1;0;0;1;1;0;0;0;0;0
16380;19790;17.2;19.6;13.9;17.6;22.7;0;0;0;1;0;0;0;0;0
16381;19910;28;21.3;7.3;17.7;17.7;0;0;0;0;0;0;0;0;0
